0.0000E+00 	8.8874E+06 	0.0000E+00 	-9.4965E-04 	
3.3356E-04 	8.8845E+06 	3.3356E-04 	4.3189E-03 	
6.6711E-04 	8.8826E+06 	6.6711E-04 	8.4349E-03 	
1.0007E-03 	8.8825E+06 	1.0007E-03 	1.2222E-02 	
1.3342E-03 	8.8858E+06 	1.3342E-03 	1.4856E-02 	
1.6678E-03 	8.8849E+06 	1.6678E-03 	1.7819E-02 	
2.0013E-03 	8.8827E+06 	2.0013E-03 	2.1277E-02 	
2.3349E-03 	8.8786E+06 	2.3349E-03 	2.5064E-02 	
2.6684E-03 	8.8830E+06 	2.6684E-03 	2.7204E-02 	
3.0020E-03 	8.8755E+06 	3.0020E-03 	3.0826E-02 	
3.3356E-03 	8.8828E+06 	3.3356E-03 	3.3625E-02 	
3.6691E-03 	8.8705E+06 	3.6691E-03 	3.7412E-02 	
4.0027E-03 	8.8703E+06 	4.0027E-03 	3.8893E-02 	
4.3362E-03 	8.8759E+06 	4.3362E-03 	4.1692E-02 	
4.6698E-03 	8.8732E+06 	4.6698E-03 	4.4327E-02 	
5.0033E-03 	8.8681E+06 	5.0033E-03 	4.5644E-02 	
5.3369E-03 	8.8710E+06 	5.3369E-03 	4.8278E-02 	
5.6704E-03 	8.8694E+06 	5.6704E-03 	5.0748E-02 	
6.0040E-03 	8.8716E+06 	6.0040E-03 	5.3217E-02 	
6.3376E-03 	8.8649E+06 	6.3376E-03 	5.4864E-02 	
6.6711E-03 	8.8648E+06 	6.6711E-03 	5.7004E-02 	
7.0047E-03 	8.8683E+06 	7.0047E-03 	5.9967E-02 	
7.3382E-03 	8.8619E+06 	7.3382E-03 	6.1943E-02 	
7.6718E-03 	8.8686E+06 	7.6718E-03 	6.3096E-02 	
8.0053E-03 	8.8651E+06 	8.0053E-03 	6.5236E-02 	
8.3389E-03 	8.8688E+06 	8.3389E-03 	6.7870E-02 	
8.6724E-03 	8.8672E+06 	8.6724E-03 	7.0340E-02 	
9.0060E-03 	8.8707E+06 	9.0060E-03 	7.1328E-02 	
9.3396E-03 	8.8683E+06 	9.3396E-03 	7.3962E-02 	
9.6731E-03 	8.8683E+06 	9.6731E-03 	7.5938E-02 	
1.0007E-02 	8.8687E+06 	1.0007E-02 	7.8736E-02 	
1.0340E-02 	8.8839E+06 	1.0340E-02 	7.9724E-02 	
1.0674E-02 	8.8752E+06 	1.0674E-02 	8.2194E-02 	
1.1007E-02 	8.8786E+06 	1.1007E-02 	8.4664E-02 	
1.1341E-02 	8.8826E+06 	1.1341E-02 	8.6968E-02 	
1.1674E-02 	8.8814E+06 	1.1674E-02 	8.7627E-02 	
1.2008E-02 	8.8814E+06 	1.2008E-02 	9.0097E-02 	
1.2342E-02 	8.8864E+06 	1.2342E-02 	9.2402E-02 	
1.2675E-02 	8.8869E+06 	1.2675E-02 	9.3554E-02 	
1.3009E-02 	8.8916E+06 	1.3009E-02 	9.5694E-02 	
1.3342E-02 	8.8910E+06 	1.3342E-02 	9.7999E-02 	
1.3676E-02 	8.8885E+06 	1.3676E-02 	1.0080E-01 	
1.4009E-02 	8.8909E+06 	1.4009E-02 	1.0146E-01 	
1.4343E-02 	8.8962E+06 	1.4343E-02 	1.0343E-01 	
1.4676E-02 	8.8936E+06 	1.4676E-02 	1.0673E-01 	
1.5010E-02 	8.8958E+06 	1.5010E-02 	1.0936E-01 	
1.5344E-02 	8.8966E+06 	1.5344E-02 	1.1018E-01 	
1.5677E-02 	8.8986E+06 	1.5677E-02 	1.1249E-01 	
1.6011E-02 	8.9029E+06 	1.6011E-02 	1.1479E-01 	
1.6344E-02 	8.9005E+06 	1.6344E-02 	1.1710E-01 	
1.6678E-02 	8.9075E+06 	1.6678E-02 	1.1776E-01 	
1.7011E-02 	8.9061E+06 	1.7011E-02 	1.2023E-01 	
1.7345E-02 	8.9079E+06 	1.7345E-02 	1.2302E-01 	
1.7678E-02 	8.9054E+06 	1.7678E-02 	1.2385E-01 	
1.8012E-02 	8.9094E+06 	1.8012E-02 	1.2599E-01 	
1.8346E-02 	8.9142E+06 	1.8346E-02 	1.2846E-01 	
1.8679E-02 	8.9128E+06 	1.8679E-02 	1.3043E-01 	
1.9013E-02 	8.9154E+06 	1.9013E-02 	1.3159E-01 	
1.9346E-02 	8.9160E+06 	1.9346E-02 	1.3389E-01 	
1.9680E-02 	8.9106E+06 	1.9680E-02 	1.3653E-01 	
2.0013E-02 	8.9176E+06 	2.0013E-02 	1.3867E-01 	
2.0347E-02 	8.9143E+06 	2.0347E-02 	1.3982E-01 	
2.0680E-02 	8.9163E+06 	2.0680E-02 	1.4245E-01 	
2.1014E-02 	8.9209E+06 	2.1014E-02 	1.4443E-01 	
2.1348E-02 	8.9182E+06 	2.1348E-02 	1.4657E-01 	
2.1681E-02 	8.9239E+06 	2.1681E-02 	1.4805E-01 	
2.2015E-02 	8.9190E+06 	2.2015E-02 	1.5019E-01 	
2.2348E-02 	8.9199E+06 	2.2348E-02 	1.5282E-01 	
2.2682E-02 	8.9267E+06 	2.2682E-02 	1.5348E-01 	
2.3015E-02 	8.9234E+06 	2.3015E-02 	1.5595E-01 	
2.3349E-02 	8.9228E+06 	2.3349E-02 	1.5826E-01 	
2.3682E-02 	8.9259E+06 	2.3682E-02 	1.6073E-01 	
2.4016E-02 	8.9304E+06 	2.4016E-02 	1.6188E-01 	
2.4350E-02 	8.9328E+06 	2.4350E-02 	1.6402E-01 	
2.4683E-02 	8.9274E+06 	2.4683E-02 	1.6633E-01 	
2.5017E-02 	8.9314E+06 	2.5017E-02 	1.6830E-01 	
2.5350E-02 	8.9307E+06 	2.5350E-02 	1.6978E-01 	
2.5684E-02 	8.9272E+06 	2.5684E-02 	1.7209E-01 	
2.6017E-02 	8.9310E+06 	2.6017E-02 	1.7439E-01 	
2.6351E-02 	8.9300E+06 	2.6351E-02 	1.7670E-01 	
2.6684E-02 	8.9332E+06 	2.6684E-02 	1.7785E-01 	
2.7018E-02 	8.9313E+06 	2.7018E-02 	1.8032E-01 	
2.7352E-02 	8.9314E+06 	2.7352E-02 	1.8230E-01 	
2.7685E-02 	8.9336E+06 	2.7685E-02 	1.8328E-01 	
2.8019E-02 	8.9304E+06 	2.8019E-02 	1.8592E-01 	
2.8352E-02 	8.9375E+06 	2.8352E-02 	1.8773E-01 	
2.8686E-02 	8.9325E+06 	2.8686E-02 	1.9003E-01 	
2.9019E-02 	8.9332E+06 	2.9019E-02 	1.9135E-01 	
2.9353E-02 	8.9352E+06 	2.9353E-02 	1.9398E-01 	
2.9686E-02 	8.9323E+06 	2.9686E-02 	1.9645E-01 	
3.0020E-02 	8.9353E+06 	3.0020E-02 	1.9827E-01 	
3.0354E-02 	8.9379E+06 	3.0354E-02 	1.9958E-01 	
3.0687E-02 	8.9324E+06 	3.0687E-02 	2.0172E-01 	
3.1021E-02 	8.9346E+06 	3.1021E-02 	2.0403E-01 	
3.1354E-02 	8.9339E+06 	3.1354E-02 	2.0666E-01 	
3.1688E-02 	8.9376E+06 	3.1688E-02 	2.0781E-01 	
3.2021E-02 	8.9358E+06 	3.2021E-02 	2.1012E-01 	
3.2355E-02 	8.9391E+06 	3.2355E-02 	2.1226E-01 	
3.2688E-02 	8.9355E+06 	3.2688E-02 	2.1292E-01 	
3.3022E-02 	8.9366E+06 	3.3022E-02 	2.1572E-01 	
3.3356E-02 	8.9393E+06 	3.3356E-02 	2.1802E-01 	
3.3689E-02 	8.9398E+06 	3.3689E-02 	2.2049E-01 	
3.4023E-02 	8.9391E+06 	3.4023E-02 	2.2115E-01 	
3.4356E-02 	8.9362E+06 	3.4356E-02 	2.2313E-01 	
3.4690E-02 	8.9390E+06 	3.4690E-02 	2.2576E-01 	
3.5023E-02 	8.9323E+06 	3.5023E-02 	2.2856E-01 	
3.5357E-02 	8.9409E+06 	3.5357E-02 	2.2889E-01 	
3.5690E-02 	8.9406E+06 	3.5690E-02 	2.3169E-01 	
3.6024E-02 	8.9409E+06 	3.6024E-02 	2.3383E-01 	
