Trace
Swept SA
A.19.02,N9010B
7450,-79.5106946001186
7460,-79.4020291507916
7470,-79.3162290516818
7480,-79.2429721143321
7490,-79.2102253933466
7500,-79.2568371180283
7510,-79.376711539876
7520,-79.4847791635975
7530,-79.5620960133501
7540,-79.6149967675222
7550,-79.6095509638428
7560,-79.5352532659148
7570,-79.468335648711
7580,-79.4757892947393
7590,-79.5127334522898
7600,-79.4961253726872
7610,-79.3823801864934
7620,-79.2872299687365
7630,-79.3428618630293
7640,-79.512538697648
7650,-79.630402293054
7660,-79.6257810781322
7670,-79.5736087679479
7680,-79.5295664049258
7690,-79.4804727354412
7700,-79.4408421371305
7710,-79.4354758153574
7720,-79.4443860118352
7730,-79.4167845831708
7740,-79.3446256936157
7750,-79.2520105615125
7760,-79.1471496499176
7770,-79.0257180061326
7780,-78.9386179715242
7790,-78.9262968674807
7800,-78.9295879902153
7810,-78.860054106957
7820,-78.7121527250106
7830,-78.5994384482815
7840,-78.6063096879131
7850,-78.6734742227941
7860,-78.7130653034674
7870,-78.7053103616054
7880,-78.7110693571634
7890,-78.7789417740921
7900,-78.8928858223623
7910,-79.0344385769112
7920,-79.2358712594922
7930,-79.4315070139445
7940,-79.5051136674284
7950,-79.4687285904332
7960,-79.3911250507105
7970,-79.2776350442149
7980,-79.1424076991442
7990,-79.0918571289249
8000,-79.1445966865986
8010,-79.2327649786605
8020,-79.3097454260236
8030,-79.3944410145468
8040,-79.4792011794995
8050,-79.5820734960084
8060,-79.6638567615321
8070,-79.643809887964
8080,-79.5131183450991
8090,-79.4229884673635
8100,-79.4962028534339
8110,-79.6331017723496
8120,-79.6669388060286
8130,-79.5531659137775
8140,-79.448448921104
8150,-79.497197743836
8160,-79.6424186173561
8170,-79.7629880469819
8180,-79.8247907774146
8190,-79.8677521355224
8200,-79.9148749065352
8210,-79.9634991237255
8220,-79.9981523293585
8230,-80.0125250800309
8240,-80.0099929958049
8250,-79.9881478258533
8260,-79.9418084346862
8270,-79.8873958591364
8280,-79.8451126818787
8290,-79.8052415692337
8300,-79.7324824735675
8310,-79.5926692876845
8320,-79.4473535236301
8330,-79.3835957567368
8340,-79.3927450329951
8350,-79.392554382957
8360,-79.3214768561089
8370,-79.2342474471914
8380,-79.2181438941595
8390,-79.2874514952494
8400,-79.3733102216494
8410,-79.4372104599726
8420,-79.4937724245332
8430,-79.4883691398637
8440,-79.3798589841863
8450,-79.2400371146193
8460,-79.1555102021539
8470,-79.1097778883274
8480,-79.0650849411474
8490,-78.9855607542576
8500,-78.9092286073447
8510,-78.9144273256003
8520,-79.0001066748117
8530,-79.1511906821697
8540,-79.3887513641091
8550,-79.6987497986531
8560,-79.9440396225593
8570,-80.1088459777663
8580,-80.2035337007628
8590,-80.1978313865532
8600,-80.0932576937364
8610,-79.9402139799637
8620,-79.7331059453156
8630,-79.4992376242577
8640,-79.3423894193982
8650,-79.2643847173571
8660,-79.2232096990506
8670,-79.2015765741681
8680,-79.206412974907
8690,-79.1961905953891
8700,-79.1573163122667
8710,-79.110002792852
8720,-79.0646259095245
8730,-79.0165430609031
8740,-78.9819141767322
8750,-78.9578624665273
8760,-78.9566671480294
8770,-79.0304263834562
8780,-79.209844091957
8790,-79.36594791024
8800,-79.3791636958013
8810,-79.3082078973459
8820,-79.249742605993
8830,-79.2076157047517
8840,-79.1856981048737
8850,-79.2140400130459
8860,-79.2874030866238
8870,-79.380048741067
8880,-79.5106987731696
8890,-79.6427405579985
8900,-79.672576985782
8910,-79.5769092407397
8920,-79.4917527099087
8930,-79.5355382740379
8940,-79.644441071377
8950,-79.7007844730791
8960,-79.6817036110169
8970,-79.6321179161936
8980,-79.5732081493174
8990,-79.4957121923121
9000,-79.4287526604174
9010,-79.4009170610363
9020,-79.3778007906737
9030,-79.2939201549713
9040,-79.125681942549
9050,-79.0008810636744
9060,-79.0299051774824
9070,-79.150649046444
9080,-79.2513117029711
9090,-79.3059427819021
9100,-79.3722799923873
9110,-79.5022493249928
9120,-79.6877445201797
9130,-79.80587833849
9140,-79.7816155685436
9150,-79.698067245881
9160,-79.6554849578948
9170,-79.649222181768
9180,-79.6389705714601
9190,-79.5926543937604
9200,-79.5322345647445
9210,-79.5133229860162
9220,-79.5748668928759
9230,-79.6236273796632
9240,-79.5443123282571
9250,-79.3628531217717
9260,-79.2262521204033
9270,-79.1940867758483
9280,-79.2136154896452
9290,-79.2603563924126
9300,-79.3476233140055
9310,-79.4349417974224
9320,-79.4906110569684
9330,-79.5317698475865
9340,-79.5669461824846
9350,-79.6044200239946
9360,-79.6220674237476
9370,-79.5940303403133
9380,-79.5265856402969
9390,-79.4394195816254
9400,-79.3223325267412
9410,-79.1988523976377
9420,-79.1202241067585
9430,-79.0866961000157
9440,-79.0548124425105
9450,-79.0050962612043
9460,-78.9437986555065
9470,-78.8403688583647
9480,-78.6634640203768
9490,-78.4980104798851
9500,-78.4349537190312
9510,-78.4457742414782
9520,-78.4849822859496
9530,-78.5437960927119
9540,-78.6245127823092
9550,-78.7162749743642
9560,-78.8264785237644
9570,-78.930592392405
9580,-78.9968566988125
9590,-79.0518031308857
9600,-79.1657535555051
9610,-79.3766444823603
9620,-79.5764728846913
9630,-79.6535431831472
9640,-79.6450921863613
9650,-79.6528361784677
9660,-79.7506071284117
9670,-79.8312201167856
9680,-79.7388835465649
9690,-79.4612168124217
9700,-79.2155222319051
9710,-79.1413480944281
9720,-79.1516238889561
9730,-79.1800091124008
9740,-79.2359929668243
9750,-79.2982530775095
9760,-79.3130519403636
9770,-79.2975237675442
9780,-79.3847481685215
9790,-79.7125082856696
9800,-80.0597605865774
9810,-80.0941369668661
9820,-79.8326930371427
9830,-79.5575451256121
9840,-79.4323964786533
9850,-79.3564458979892
9860,-79.2586322353527
9870,-79.1278219575922
9880,-79.0006719097053
9890,-78.9008767889955
9900,-78.8179253405259
9910,-78.7606086659816
9920,-78.7509331393246
9930,-78.7516393807359
9940,-78.7021277729337
9950,-78.6063845322913
9960,-78.5163347648605
9970,-78.4370604009103
9980,-78.380929415334
9990,-78.4439172583454
10000,-78.6785256231986
