0.0000E+00 	1.8528E+04 	1.6032E-01 	1.3365E+04 	1.6032E-01 	1.4048E+04 	1.6032E-01 	1.5315E+04 	1.6032E-01 	1.7071E+04 	
3.2064E-02 	2.5327E+04 	1.9238E-01 	1.3809E+04 	1.9238E-01 	1.4528E+04 	1.9238E-01 	1.5624E+04 	1.9238E-01 	1.6899E+04 	
6.4128E-02 	1.5093E+04 	2.2445E-01 	1.3295E+04 	2.2445E-01 	1.3988E+04 	2.2445E-01 	1.5051E+04 	2.2445E-01 	1.6062E+04 	
9.6192E-02 	1.0234E+04 	2.5651E-01 	1.3246E+04 	2.5651E-01 	1.4296E+04 	2.5651E-01 	1.5250E+04 	2.5651E-01 	1.6213E+04 	
1.2826E-01 	1.5047E+04 	2.8858E-01 	1.3869E+04 	2.8858E-01 	1.4807E+04 	2.8858E-01 	1.5924E+04 	2.8858E-01 	1.6767E+04 	
1.6032E-01 	1.9065E+04 	3.2064E-01 	1.3977E+04 	3.2064E-01 	1.5088E+04 	3.2064E-01 	1.6331E+04 	3.2064E-01 	1.6846E+04 	
1.9238E-01 	1.7243E+04 	3.5271E-01 	1.3854E+04 	3.5271E-01 	1.4873E+04 	3.5271E-01 	1.6159E+04 	3.5271E-01 	1.6548E+04 	
2.2445E-01 	1.6752E+04 	3.8477E-01 	1.3809E+04 	3.8477E-01 	1.4851E+04 	3.8477E-01 	1.6123E+04 	3.8477E-01 	1.6512E+04 	
2.5651E-01 	1.6519E+04 	4.1683E-01 	1.3883E+04 	4.1683E-01 	1.4904E+04 	4.1683E-01 	1.5992E+04 	4.1683E-01 	1.6453E+04 	
2.8858E-01 	1.7009E+04 	4.4890E-01 	1.4037E+04 	4.4890E-01 	1.4858E+04 	4.4890E-01 	1.6078E+04 	4.4890E-01 	1.6474E+04 	
3.2064E-01 	1.6963E+04 	4.8096E-01 	1.4061E+04 	4.8096E-01 	1.4829E+04 	4.8096E-01 	1.6108E+04 	4.8096E-01 	1.6398E+04 	
3.5271E-01 	1.6636E+04 	5.1303E-01 	1.4298E+04 	5.1303E-01 	1.4720E+04 	5.1303E-01 	1.6132E+04 	5.1303E-01 	1.6342E+04 	
3.8477E-01 	1.6121E+04 	5.4509E-01 	1.4239E+04 	5.4509E-01 	1.4657E+04 	5.4509E-01 	1.6182E+04 	5.4509E-01 	1.6217E+04 	
4.1683E-01 	1.6752E+04 	5.7715E-01 	1.4387E+04 	5.7715E-01 	1.4676E+04 	5.7715E-01 	1.6194E+04 	5.7715E-01 	1.6345E+04 	
4.4890E-01 	1.6332E+04 	6.0922E-01 	1.4382E+04 	6.0922E-01 	1.4647E+04 	6.0922E-01 	1.6126E+04 	6.0922E-01 	1.6387E+04 	
4.8096E-01 	1.5911E+04 	6.4128E-01 	1.4382E+04 	6.4128E-01 	1.4625E+04 	6.4128E-01 	1.6221E+04 	6.4128E-01 	1.6468E+04 	
5.1303E-01 	1.5794E+04 	6.7335E-01 	1.4303E+04 	6.7335E-01 	1.4655E+04 	6.7335E-01 	1.6209E+04 	6.7335E-01 	1.6548E+04 	
5.4509E-01 	1.6846E+04 	7.0541E-01 	1.4293E+04 	7.0541E-01 	1.4807E+04 	7.0541E-01 	1.6254E+04 	7.0541E-01 	1.6644E+04 	
5.7715E-01 	1.6098E+04 	7.3747E-01 	1.4135E+04 	7.3747E-01 	1.4824E+04 	7.3747E-01 	1.6239E+04 	7.3747E-01 	1.6646E+04 	
6.0922E-01 	1.6752E+04 	7.6954E-01 	1.4264E+04 	7.6954E-01 	1.5006E+04 	7.6954E-01 	1.6432E+04 	7.6954E-01 	1.6706E+04 	
6.4128E-01 	1.6168E+04 	8.0160E-01 	1.4160E+04 	8.0160E-01 	1.5120E+04 	8.0160E-01 	1.6595E+04 	8.0160E-01 	1.6784E+04 	
