2.7350E+00 	5.7548E-02 	2.7000E+00 	2.1152E-01 	
2.7350E+00 	0.0000E+00 	2.7009E+00 	3.0377E-01 	
2.7351E+00 	1.7274E-02 	2.7018E+00 	1.4118E-01 	
2.7351E+00 	3.8021E-02 	2.7026E+00 	8.5627E-02 	
2.7352E+00 	2.0935E-02 	2.7035E+00 	5.4536E-02 	
2.7352E+00 	4.6470E-02 	2.7044E+00 	1.0194E-03 	
2.7353E+00 	6.5809E-02 	2.7053E+00 	1.9878E-02 	
2.7353E+00 	7.1817E-02 	2.7061E+00 	1.1366E-01 	
2.7354E+00 	8.2707E-02 	2.7070E+00 	1.6972E-01 	
2.7354E+00 	8.3365E-02 	2.7079E+00 	1.9878E-01 	
2.7355E+00 	7.5197E-02 	2.7088E+00 	2.0999E-01 	
2.7355E+00 	7.5760E-02 	2.7096E+00 	2.0999E-01 	
2.7356E+00 	1.0261E-01 	2.7105E+00 	1.9317E-01 	
2.7356E+00 	5.1446E-02 	2.7114E+00 	2.0948E-01 	
2.7357E+00 	3.7082E-02 	2.7123E+00 	2.2018E-01 	
2.7357E+00 	4.2527E-02 	2.7131E+00 	1.5749E-01 	
2.7358E+00 	4.9287E-02 	2.7140E+00 	2.2375E-01 	
2.7358E+00 	9.7353E-02 	2.7149E+00 	3.0836E-01 	
2.7359E+00 	6.4026E-02 	2.7158E+00 	2.2834E-01 	
2.7359E+00 	9.6883E-02 	2.7166E+00 	3.4353E-01 	
2.7360E+00 	8.2614E-02 	2.7175E+00 	2.3853E-01 	
2.7361E+00 	6.2711E-02 	2.7184E+00 	2.3751E-01 	
2.7361E+00 	7.0691E-02 	2.7193E+00 	7.4414E-02 	
2.7361E+00 	8.4585E-02 	2.7201E+00 	1.6157E-01 	
2.7362E+00 	7.8765E-02 	2.7210E+00 	2.1203E-01 	
2.7363E+00 	9.5569E-02 	2.7219E+00 	0.0000E+00 	
2.7363E+00 	9.9418E-02 	2.7228E+00 	1.6820E-01 	
2.7363E+00 	9.6789E-02 	2.7236E+00 	1.7074E-01 	
2.7364E+00 	1.3124E-01 	2.7245E+00 	1.9980E-01 	
2.7365E+00 	8.0267E-02 	2.7254E+00 	1.9164E-01 	
2.7365E+00 	1.2495E-01 	2.7263E+00 	2.2885E-01 	
2.7365E+00 	1.2411E-01 	2.7271E+00 	1.8807E-01 	
2.7366E+00 	9.7165E-02 	2.7280E+00 	2.0693E-01 	
2.7367E+00 	1.0392E-01 	2.7289E+00 	1.8043E-01 	
2.7367E+00 	1.2157E-01 	2.7298E+00 	1.3354E-01 	
2.7367E+00 	1.0928E-01 	2.7306E+00 	2.2681E-01 	
2.7368E+00 	1.2749E-01 	2.7315E+00 	2.1050E-01 	
2.7369E+00 	9.0218E-02 	2.7324E+00 	1.6871E-01 	
2.7369E+00 	9.5757E-02 	2.7332E+00 	1.4577E-01 	
2.7369E+00 	1.0017E-01 	2.7341E+00 	1.8909E-01 	
2.7370E+00 	8.6181E-02 	2.7350E+00 	1.5036E-01 	
2.7370E+00 	6.8813E-02 	2.7359E+00 	2.1560E-01 	
2.7371E+00 	9.1250E-02 	2.7368E+00 	1.8502E-01 	
2.7371E+00 	9.6977E-02 	2.7376E+00 	3.0836E-01 	
2.7372E+00 	9.1250E-02 	2.7385E+00 	1.8196E-01 	
2.7372E+00 	1.0543E-01 	2.7394E+00 	3.7054E-01 	
2.7373E+00 	5.1633E-02 	2.7403E+00 	2.3751E-01 	
2.7373E+00 	1.1838E-01 	2.7411E+00 	3.8634E-01 	
2.7374E+00 	9.7446E-02 	2.7420E+00 	5.1529E-01 	
2.7374E+00 	8.0830E-02 	2.7429E+00 	6.1468E-01 	
2.7375E+00 	9.4536E-02 	2.7438E+00 	8.1753E-01 	
2.7375E+00 	8.8622E-02 	2.7446E+00 	9.0673E-01 	
2.7376E+00 	9.8104E-02 	2.7455E+00 	1.0000E+00 	
2.7376E+00 	9.4630E-02 	2.7464E+00 	9.3017E-01 	
2.7377E+00 	1.1510E-01 	2.7473E+00 	9.3272E-01 	
2.7377E+00 	8.9936E-02 	2.7481E+00 	8.7207E-01 	
2.7378E+00 	1.1012E-01 	2.7490E+00 	7.9867E-01 	
2.7378E+00 	9.1250E-02 	2.7499E+00 	5.4179E-01 	
2.7379E+00 	8.1393E-02 	2.7508E+00 	4.0928E-01 	
2.7379E+00 	1.0514E-01 	2.7516E+00 	2.8644E-01 	
2.7380E+00 	1.0008E-01 	2.7525E+00 	1.7992E-01 	
2.7380E+00 	1.2298E-01 	2.7534E+00 	1.6514E-01 	
2.7381E+00 	1.1697E-01 	2.7543E+00 	2.2273E-01 	
2.7382E+00 	1.0486E-01 	2.7551E+00 	2.3700E-01 	
2.7382E+00 	9.5569E-02 	2.7560E+00 	1.8654E-01 	
2.7382E+00 	7.5197E-02 	2.7569E+00 	2.6809E-01 	
2.7383E+00 	1.1941E-01 	2.7578E+00 	1.4016E-01 	
2.7384E+00 	1.5349E-01 	2.7586E+00 	2.4873E-01 	
2.7384E+00 	1.3209E-01 	2.7595E+00 	2.4720E-01 	
2.7384E+00 	1.2373E-01 	2.7604E+00 	2.7370E-01 	
2.7385E+00 	1.1679E-01 	2.7612E+00 	1.6259E-01 	
2.7386E+00 	1.2298E-01 	2.7621E+00 	1.4526E-01 	
