Temps - Tracé 0	Amplitude - Tracé 0	
0	1.29528E+6	
1E-7	1.33487E+6	
2E-7	1.333E+6	
3E-7	1.29777E+6	
4E-7	1.28121E+6	
5E-7	1.25756E+6	
6E-7	1.2791E+6	
7E-7	1.2842E+6	
8E-7	1.29951E+6	
9E-7	1.33225E+6	
1E-6	1.3574E+6	
1.1E-6	1.34582E+6	
1.2E-6	1.33213E+6	
1.3E-6	1.32815E+6	
1.4E-6	1.28906E+6	
1.5E-6	1.29877E+6	
1.6E-6	1.2674E+6	
1.7E-6	1.2898E+6	
1.8E-6	1.31283E+6	
1.9E-6	1.32454E+6	
2E-6	1.34396E+6	
2.1E-6	1.33562E+6	
2.2E-6	1.32055E+6	
2.3E-6	1.30238E+6	
2.4E-6	1.28296E+6	
2.5E-6	1.29727E+6	
2.6E-6	1.2786E+6	
2.7E-6	1.30288E+6	
2.8E-6	1.33263E+6	
2.9E-6	1.33014E+6	
3E-6	1.35304E+6	
3.1E-6	1.34246E+6	
3.2E-6	1.30898E+6	
3.3E-6	1.30063E+6	
3.4E-6	1.29815E+6	
3.5E-6	1.27873E+6	
3.6E-6	1.28084E+6	
3.7E-6	1.33051E+6	
3.8E-6	1.33885E+6	
3.9E-6	1.34557E+6	
4E-6	1.34371E+6	
4.1E-6	1.34084E+6	
4.2E-6	1.32578E+6	
4.3E-6	1.31458E+6	
4.4E-6	1.27624E+6	
4.5E-6	1.27798E+6	
4.6E-6	1.30574E+6	
4.7E-6	1.31794E+6	
4.8E-6	1.34943E+6	
