Temps - Tracé 0	Amplitude - Tracé 0	
0	1.33752E+6	
1E-7	1.36527E+6	
2E-7	1.36175E+6	
3E-7	1.31718E+6	
4E-7	1.31158E+6	
5E-7	1.28982E+6	
6E-7	1.2977E+6	
7E-7	1.28022E+6	
8E-7	1.292E+6	
9E-7	1.34807E+6	
1E-6	1.36327E+6	
1.1E-6	1.34579E+6	
1.2E-6	1.31718E+6	
1.3E-6	1.30958E+6	
1.4E-6	1.28354E+6	
1.5E-6	1.28288E+6	
1.6E-6	1.29058E+6	
1.7E-6	1.31186E+6	
1.8E-6	1.3437E+6	
1.9E-6	1.3474E+6	
2E-6	1.33096E+6	
2.1E-6	1.35168E+6	
2.2E-6	1.31291E+6	
2.3E-6	1.30293E+6	
2.4E-6	1.28906E+6	
2.5E-6	1.28944E+6	
2.6E-6	1.29799E+6	
2.7E-6	1.33087E+6	
2.8E-6	1.35662E+6	
2.9E-6	1.36166E+6	
3E-6	1.338E+6	
3.1E-6	1.33229E+6	
3.2E-6	1.28554E+6	
3.3E-6	1.29077E+6	
3.4E-6	1.29675E+6	
3.5E-6	1.30455E+6	
3.6E-6	1.31852E+6	
3.7E-6	1.35197E+6	
3.8E-6	1.35795E+6	
3.9E-6	1.3418E+6	
4E-6	1.33201E+6	
4.1E-6	1.31861E+6	
4.2E-6	1.30892E+6	
4.3E-6	1.28469E+6	
4.4E-6	1.31776E+6	
4.5E-6	1.30882E+6	
4.6E-6	1.35216E+6	
4.7E-6	1.34009E+6	
4.8E-6	1.34256E+6	
