Temps - Tracé 0	Amplitude - Tracé 0	
2.6	3.48988E+6	
2.60302	3.48772E+6	
2.60603	3.48723E+6	
2.60905	3.48963E+6	
2.61206	3.49106E+6	
2.61508	3.49135E+6	
2.61809	3.4937E+6	
2.62111	3.49501E+6	
2.62412	3.49019E+6	
2.62714	3.48974E+6	
2.63015	3.49579E+6	
2.63317	3.49135E+6	
2.63618	3.49286E+6	
2.6392	3.48941E+6	
2.64221	3.49124E+6	
2.64523	3.49163E+6	
2.64824	3.49423E+6	
2.65126	3.49352E+6	
2.65427	3.4893E+6	
2.65729	3.49537E+6	
2.6603	3.49346E+6	
2.66332	3.49558E+6	
2.66633	3.49389E+6	
2.66935	3.49509E+6	
2.67236	3.4911E+6	
2.67538	3.48747E+6	
2.67839	3.47512E+6	
2.68141	3.46867E+6	
2.68442	3.47816E+6	
2.68744	3.48549E+6	
2.69045	3.48936E+6	
2.69347	3.48946E+6	
2.69648	3.49139E+6	
2.6995	3.48913E+6	
2.70251	3.49209E+6	
2.70553	3.49203E+6	
2.70854	3.48787E+6	
2.71156	3.49072E+6	
2.71457	3.48927E+6	
2.71759	3.48821E+6	
2.7206	3.49052E+6	
2.72362	3.49103E+6	
2.72663	3.4878E+6	
2.72965	3.49016E+6	
2.73266	3.48784E+6	
2.73568	3.48993E+6	
2.73869	3.48874E+6	
2.74171	3.48878E+6	
2.74472	3.48839E+6	
2.74774	3.49151E+6	
2.75075	3.49002E+6	
2.75377	3.48968E+6	
2.75678	3.48606E+6	
2.7598	3.49106E+6	
2.76281	3.49221E+6	
2.76583	3.48274E+6	
2.76884	3.48933E+6	
2.77186	3.48545E+6	
2.77487	3.47516E+6	
2.77789	3.46641E+6	
2.7809	3.46865E+6	
2.78392	3.47886E+6	
2.78693	3.48193E+6	
2.78995	3.48499E+6	
2.79296	3.48993E+6	
2.79598	3.49495E+6	
2.79899	3.48548E+6	
2.80201	3.48563E+6	
2.80503	3.48049E+6	
2.80804	3.47871E+6	
2.81106	3.47548E+6	
2.81407	3.47693E+6	
2.81709	3.48652E+6	
2.8201	3.48215E+6	
2.82312	3.48842E+6	
2.82613	3.48294E+6	
2.82915	3.48917E+6	
2.83216	3.48934E+6	
2.83518	3.48738E+6	
2.83819	3.48513E+6	
2.84121	3.49167E+6	
2.84422	3.48603E+6	
2.84724	3.48748E+6	
2.85025	3.48185E+6	
2.85327	3.48718E+6	
2.85628	3.48666E+6	
2.8593	3.48244E+6	
2.86231	3.48254E+6	
2.86533	3.48607E+6	
2.86834	3.48441E+6	
2.87136	3.48583E+6	
2.87437	3.47505E+6	
2.87739	3.46001E+6	
2.8804	3.43826E+6	
2.88342	3.45698E+6	
2.88643	3.47742E+6	
2.88945	3.48175E+6	
2.89246	3.48256E+6	
2.89548	3.47848E+6	
2.89849	3.46208E+6	
2.90151	3.44192E+6	
2.90452	3.44303E+6	
2.90754	3.46247E+6	
2.91055	3.47747E+6	
2.91357	3.48529E+6	
2.91658	3.48611E+6	
2.9196	3.48778E+6	
2.92261	3.48627E+6	
2.92563	3.49016E+6	
2.92864	3.48903E+6	
2.93166	3.49245E+6	
2.93467	3.48694E+6	
2.93769	3.48823E+6	
2.9407	3.49103E+6	
2.94372	3.48474E+6	
2.94673	3.48257E+6	
2.94975	3.48737E+6	
2.95276	3.48807E+6	
2.95578	3.48621E+6	
2.95879	3.48091E+6	
2.96181	3.4805E+6	
2.96482	3.47731E+6	
2.96784	3.47619E+6	
2.97085	3.48043E+6	
2.97387	3.48577E+6	
2.97688	3.48601E+6	
2.9799	3.48933E+6	
2.98291	3.48092E+6	
2.98593	3.47982E+6	
2.98894	3.47367E+6	
2.99196	3.46054E+6	
2.99497	3.46424E+6	
2.99799	3.48296E+6	
3.00101	3.48407E+6	
3.00402	3.49067E+6	
3.00704	3.49028E+6	
3.01005	3.47995E+6	
3.01307	3.49047E+6	
3.01608	3.48662E+6	
3.0191	3.49137E+6	
3.02211	3.48817E+6	
3.02513	3.48835E+6	
3.02814	3.49113E+6	
3.03116	3.49152E+6	
3.03417	3.49054E+6	
3.03719	3.49029E+6	
3.0402	3.49005E+6	
3.04322	3.48931E+6	
3.04623	3.49089E+6	
3.04925	3.48773E+6	
3.05226	3.49038E+6	
3.05528	3.48869E+6	
3.05829	3.48555E+6	
3.06131	3.46925E+6	
3.06432	3.46629E+6	
3.06734	3.47658E+6	
3.07035	3.48159E+6	
3.07337	3.48556E+6	
3.07638	3.48759E+6	
3.0794	3.48977E+6	
3.08241	3.4888E+6	
3.08543	3.49811E+6	
3.08844	3.48672E+6	
3.09146	3.48229E+6	
3.09447	3.48121E+6	
3.09749	3.48902E+6	
3.1005	3.48829E+6	
3.10352	3.48757E+6	
3.10653	3.48677E+6	
3.10955	3.49002E+6	
3.11256	3.49159E+6	
3.11558	3.48268E+6	
3.11859	3.48594E+6	
3.12161	3.48835E+6	
3.12462	3.48563E+6	
3.12764	3.49127E+6	
3.13065	3.48766E+6	
3.13367	3.4862E+6	
3.13668	3.48762E+6	
3.1397	3.47862E+6	
3.14271	3.48643E+6	
3.14573	3.48466E+6	
3.14874	3.48712E+6	
3.15176	3.48421E+6	
3.15477	3.48675E+6	
3.15779	3.48972E+6	
3.1608	3.48629E+6	
3.16382	3.4852E+6	
3.16683	3.4842E+6	
3.16985	3.48818E+6	
3.17286	3.48862E+6	
3.17588	3.48899E+6	
3.17889	3.48676E+6	
3.18191	3.48782E+6	
3.18492	3.48888E+6	
3.18794	3.49089E+6	
3.19095	3.48845E+6	
3.19397	3.48896E+6	
3.19698	3.48717E+6	
3.2	3.49378E+6	
