Temps - Tracé 0	Amplitude - Tracé 0	
2.76	2.90356E+6	
2.7603	2.90442E+6	
2.7606	2.90415E+6	
2.7609	2.90456E+6	
2.7612	2.90334E+6	
2.7615	2.90582E+6	
2.7618	2.90469E+6	
2.7621	2.90593E+6	
2.7624	2.9049E+6	
2.7627	2.90587E+6	
2.763	2.90511E+6	
2.7633	2.90357E+6	
2.7636	2.90472E+6	
2.7639	2.90581E+6	
2.7642	2.90428E+6	
2.7645	2.90403E+6	
2.7648	2.90637E+6	
2.7651	2.90621E+6	
2.7654	2.90578E+6	
2.7657	2.90461E+6	
2.766	2.9047E+6	
2.7663	2.90638E+6	
2.7666	2.90425E+6	
2.7669	2.90405E+6	
2.7672	2.90442E+6	
2.7675	2.90285E+6	
2.7678	2.90452E+6	
2.7681	2.90444E+6	
2.7684	2.90475E+6	
2.7687	2.90544E+6	
2.769	2.90486E+6	
2.7693	2.90302E+6	
2.7696	2.90474E+6	
2.7699	2.90539E+6	
2.7702	2.90577E+6	
2.7705	2.90462E+6	
2.7708	2.90655E+6	
2.7711	2.90381E+6	
2.7714	2.90653E+6	
2.7717	2.90607E+6	
2.772	2.9028E+6	
2.7723	2.90531E+6	
2.7726	2.90409E+6	
2.7729	2.90423E+6	
2.7732	2.9052E+6	
2.7735	2.90692E+6	
2.7738	2.90344E+6	
2.7741	2.90381E+6	
2.7744	2.9075E+6	
2.7747	2.90511E+6	
2.775	2.90367E+6	
2.7753	2.90436E+6	
2.7756	2.9043E+6	
2.7759	2.9052E+6	
2.7762	2.90552E+6	
2.7765	2.90482E+6	
2.7768	2.90368E+6	
2.7771	2.90392E+6	
2.7774	2.90481E+6	
2.7777	2.90462E+6	
2.778	2.90437E+6	
2.7783	2.90446E+6	
2.7786	2.90403E+6	
2.7789	2.90184E+6	
2.7792	2.90356E+6	
2.7795	2.90245E+6	
2.7798	2.90362E+6	
2.7801	2.90182E+6	
2.7804	2.90234E+6	
2.7807	2.90335E+6	
2.781	2.90063E+6	
2.7813	2.90288E+6	
2.7816	2.90033E+6	
2.7819	2.90049E+6	
2.7822	2.90033E+6	
2.7825	2.89814E+6	
2.7828	2.8989E+6	
2.7831	2.8998E+6	
2.7834	2.8988E+6	
2.7837	2.89594E+6	
2.784	2.8967E+6	
2.7843	2.89477E+6	
2.7846	2.89481E+6	
2.7849	2.8923E+6	
2.7852	2.89155E+6	
2.7855	2.89271E+6	
2.7858	2.89222E+6	
2.7861	2.88988E+6	
2.7864	2.89114E+6	
2.7867	2.89099E+6	
2.787	2.89051E+6	
2.7873	2.89052E+6	
2.7876	2.88961E+6	
2.7879	2.891E+6	
2.7882	2.89299E+6	
2.7885	2.88989E+6	
2.7888	2.89163E+6	
2.7891	2.89153E+6	
2.7894	2.89046E+6	
2.7897	2.89341E+6	
2.79	2.89285E+6	
2.7903	2.89538E+6	
2.7906	2.89444E+6	
2.7909	2.89543E+6	
2.7912	2.89636E+6	
2.7915	2.89862E+6	
2.7918	2.89729E+6	
2.7921	2.89808E+6	
2.7924	2.89944E+6	
2.7927	2.89999E+6	
2.793	2.90053E+6	
2.7933	2.89946E+6	
2.7936	2.90028E+6	
2.7939	2.90303E+6	
2.7942	2.89961E+6	
2.7945	2.90024E+6	
2.7948	2.90183E+6	
2.7951	2.90037E+6	
2.7954	2.90011E+6	
2.7957	2.90139E+6	
2.796	2.90003E+6	
2.7963	2.90137E+6	
2.7966	2.90078E+6	
2.7969	2.90117E+6	
2.7972	2.90037E+6	
2.7975	2.89994E+6	
2.7978	2.89956E+6	
2.7981	2.90012E+6	
2.7984	2.89904E+6	
2.7987	2.89953E+6	
2.799	2.89913E+6	
2.7993	2.89886E+6	
2.7996	2.89851E+6	
2.7999	2.89902E+6	
2.8002	2.89735E+6	
2.8005	2.89556E+6	
2.8008	2.89783E+6	
2.8011	2.89802E+6	
2.8014	2.90061E+6	
2.8017	2.89783E+6	
2.802	2.89724E+6	
2.8023	2.89779E+6	
2.8026	2.8988E+6	
2.8029	2.89956E+6	
2.8032	2.90078E+6	
2.8035	2.89986E+6	
2.8038	2.89946E+6	
2.8041	2.89948E+6	
2.8044	2.89806E+6	
2.8047	2.9014E+6	
2.805	2.90143E+6	
2.8053	2.89986E+6	
2.8056	2.90227E+6	
2.8059	2.9024E+6	
2.8062	2.9009E+6	
2.8065	2.90368E+6	
2.8068	2.90269E+6	
2.8071	2.90286E+6	
2.8074	2.90396E+6	
2.8077	2.90392E+6	
2.808	2.90474E+6	
2.8083	2.90404E+6	
2.8086	2.90152E+6	
2.8089	2.9035E+6	
2.8092	2.90455E+6	
2.8095	2.90428E+6	
2.8098	2.90488E+6	
2.8101	2.90334E+6	
2.8104	2.90332E+6	
2.8107	2.90453E+6	
2.811	2.90444E+6	
2.8113	2.90414E+6	
2.8116	2.90177E+6	
2.8119	2.9039E+6	
2.8122	2.90513E+6	
2.8125	2.90473E+6	
2.8128	2.90226E+6	
2.8131	2.90287E+6	
2.8134	2.90434E+6	
2.8137	2.90515E+6	
2.814	2.9036E+6	
2.8143	2.90478E+6	
2.8146	2.90424E+6	
2.8149	2.90674E+6	
2.8152	2.90565E+6	
2.8155	2.90618E+6	
2.8158	2.90589E+6	
2.8161	2.90584E+6	
2.8164	2.90675E+6	
2.8167	2.90498E+6	
2.817	2.90685E+6	
2.8173	2.90343E+6	
2.8176	2.90667E+6	
2.8179	2.90308E+6	
2.8182	2.90476E+6	
2.8185	2.90361E+6	
2.8188	2.9049E+6	
2.8191	2.9045E+6	
2.8194	2.90463E+6	
2.8197	2.90591E+6	
2.82	2.90411E+6	
