4.0000E+00 	2.4563E+06 	
4.0600E+00 	2.4528E+06 	
4.1200E+00 	2.4574E+06 	
4.1800E+00 	2.4582E+06 	
4.2400E+00 	2.4568E+06 	
4.3000E+00 	2.4542E+06 	
4.3600E+00 	2.4560E+06 	
4.4200E+00 	2.4540E+06 	
4.4800E+00 	2.4528E+06 	
4.5400E+00 	2.4558E+06 	
4.6000E+00 	2.4560E+06 	
4.6600E+00 	2.4539E+06 	
4.7200E+00 	2.4528E+06 	
4.7800E+00 	2.4567E+06 	
4.8400E+00 	2.4537E+06 	
4.9000E+00 	2.4553E+06 	
4.9600E+00 	2.4566E+06 	
5.0200E+00 	2.4552E+06 	
5.0800E+00 	2.4518E+06 	
5.1400E+00 	2.4565E+06 	
5.2000E+00 	2.4555E+06 	
5.2600E+00 	2.4534E+06 	
5.3200E+00 	2.4519E+06 	
5.3800E+00 	2.4538E+06 	
5.4400E+00 	2.4506E+06 	
5.5000E+00 	2.4573E+06 	
5.5600E+00 	2.4538E+06 	
5.6200E+00 	2.4498E+06 	
5.6800E+00 	2.4533E+06 	
5.7400E+00 	2.4508E+06 	
5.8000E+00 	2.4488E+06 	
5.8600E+00 	2.4526E+06 	
5.9200E+00 	2.4489E+06 	
5.9800E+00 	2.4499E+06 	
6.0400E+00 	2.4455E+06 	
6.1000E+00 	2.4465E+06 	
6.1600E+00 	2.4441E+06 	
6.2200E+00 	2.4463E+06 	
6.2800E+00 	2.4467E+06 	
6.3400E+00 	2.4480E+06 	
6.4000E+00 	2.4442E+06 	
6.4600E+00 	2.4410E+06 	
6.5200E+00 	2.4367E+06 	
6.5800E+00 	2.4406E+06 	
6.6400E+00 	2.4427E+06 	
6.7000E+00 	2.4421E+06 	
6.7600E+00 	2.4414E+06 	
6.8200E+00 	2.4418E+06 	
6.8800E+00 	2.4391E+06 	
6.9400E+00 	2.4390E+06 	
7.0000E+00 	2.4402E+06 	
7.0600E+00 	2.4417E+06 	
7.1200E+00 	2.4424E+06 	
7.1800E+00 	2.4421E+06 	
7.2400E+00 	2.4411E+06 	
7.3000E+00 	2.4413E+06 	
7.3600E+00 	2.4438E+06 	
7.4200E+00 	2.4425E+06 	
7.4800E+00 	2.4413E+06 	
7.5400E+00 	2.4417E+06 	
7.6000E+00 	2.4445E+06 	
7.6600E+00 	2.4458E+06 	
7.7200E+00 	2.4448E+06 	
7.7800E+00 	2.4433E+06 	
7.8400E+00 	2.4499E+06 	
7.9000E+00 	2.4465E+06 	
7.9600E+00 	2.4490E+06 	
8.0200E+00 	2.4469E+06 	
8.0800E+00 	2.4485E+06 	
8.1400E+00 	2.4508E+06 	
8.2000E+00 	2.4513E+06 	
8.2600E+00 	2.4506E+06 	
8.3200E+00 	2.4484E+06 	
8.3800E+00 	2.4536E+06 	
8.4400E+00 	2.4535E+06 	
8.5000E+00 	2.4517E+06 	
8.5600E+00 	2.4502E+06 	
8.6200E+00 	2.4540E+06 	
8.6800E+00 	2.4512E+06 	
8.7400E+00 	2.4497E+06 	
8.8000E+00 	2.4523E+06 	
8.8600E+00 	2.4570E+06 	
8.9200E+00 	2.4522E+06 	
8.9800E+00 	2.4555E+06 	
9.0400E+00 	2.4536E+06 	
9.1000E+00 	2.4542E+06 	
9.1600E+00 	2.4526E+06 	
9.2200E+00 	2.4527E+06 	
9.2800E+00 	2.4528E+06 	
9.3400E+00 	2.4538E+06 	
9.4000E+00 	2.4556E+06 	
9.4600E+00 	2.4535E+06 	
9.5200E+00 	2.4530E+06 	
9.5800E+00 	2.4536E+06 	
9.6400E+00 	2.4566E+06 	
9.7000E+00 	2.4530E+06 	
9.7600E+00 	2.4509E+06 	
9.8200E+00 	2.4512E+06 	
9.8800E+00 	2.4500E+06 	
9.9400E+00 	2.4544E+06 	
1.0000E+01 	2.4519E+06 	
