Temps - Tracé 0	Amplitude - Tracé 0	
0	455244	
1E-6	463891	
2E-6	464364	
3E-6	460934	
4E-6	460075	
5E-6	460977	
6E-6	463934	
7E-6	462731	
8E-6	462980	
9E-6	461278	
1E-5	460247	
1.1E-5	458338	
1.2E-5	458158	
1.3E-5	461751	
1.4E-5	458347	
1.5E-5	460926	
1.6E-5	459679	
1.7E-5	458244	
1.8E-5	461140	
1.9E-5	455502	
2E-5	459980	
2.1E-5	456465	
2.2E-5	462172	
2.3E-5	457049	
2.4E-5	456671	
2.5E-5	457032	
2.6E-5	451428	
2.7E-5	453379	
2.8E-5	451247	
2.9E-5	451711	
3E-5	454445	
3.1E-5	452038	
3.2E-5	449296	
3.3E-5	451522	
3.4E-5	452244	
3.5E-5	442918	
3.6E-5	448101	
3.7E-5	450138	
3.8E-5	447517	
3.9E-5	447078	
4E-5	446657	
4.1E-5	446339	
4.2E-5	447121	
4.3E-5	447508	
4.4E-5	445488	
4.5E-5	443692	
4.6E-5	442712	
4.7E-5	439833	
4.8E-5	445196	
4.9E-5	445781	
5E-5	446864	
5.1E-5	445093	
5.2E-5	444036	
5.3E-5	442858	
5.4E-5	444706	
5.5E-5	445970	
5.6E-5	445634	
5.7E-5	438457	
5.8E-5	440735	
5.9E-5	443795	
6E-5	443958	
6.1E-5	444508	
6.2E-5	445248	
6.3E-5	443116	
6.4E-5	444036	
6.5E-5	443649	
6.6E-5	447199	
6.7E-5	444036	
6.8E-5	446674	
6.9E-5	445591	
7E-5	445411	
7.1E-5	447319	
7.2E-5	446262	
7.3E-5	446786	
7.4E-5	447843	
7.5E-5	446735	
7.6E-5	444354	
7.7E-5	446984	
7.8E-5	444749	
7.9E-5	445291	
8E-5	443563	
8.1E-5	447904	
8.2E-5	444173	
8.3E-5	443460	
8.4E-5	445437	
8.5E-5	442686	
8.6E-5	440546	
8.7E-5	446872	
8.8E-5	442781	
8.9E-5	441870	
9E-5	442205	
9.1E-5	443357	
9.2E-5	440873	
9.3E-5	440133	
9.4E-5	441397	
9.5E-5	442643	
9.6E-5	440993	
9.7E-5	440615	
9.8E-5	435698	
9.9E-5	440769	
0.0001	441431	
0.000101	435672	
0.000102	438827	
0.000103	438629	
0.000104	438002	
0.000105	437847	
0.000106	439953	
0.000107	438836	
0.000108	440847	
0.000109	438492	
0.00011	441337	
0.000111	440563	
0.000112	435836	
0.000113	435853	
0.000114	434650	
0.000115	436515	
0.000116	440967	
0.000117	438947	
0.000118	436807	
0.000119	438122	
0.00012	439704	
0.000121	437976	
0.000122	440701	
0.000123	439798	
0.000124	439643	
0.000125	443339	
0.000126	438810	
0.000127	440761	
0.000128	441466	
0.000129	438036	
0.00013	441732	
0.000131	445248	
0.000132	441921	
0.000133	439308	
0.000134	438191	
0.000135	439093	
0.000136	442841	
0.000137	442248	
0.000138	442153	
0.000139	443228	
0.00014	445239	
0.000141	441208	
0.000142	440013	
0.000143	445067	
0.000144	442549	
0.000145	441681	
0.000146	442532	
0.000147	441947	
0.000148	445316	
0.000149	441767	
0.00015	440563	
0.000151	440348	
0.000152	440056	
0.000153	441870	
0.000154	443434	
0.000155	441758	
0.000156	442927	
0.000157	442170	
0.000158	442626	
0.000159	440211	
0.00016	437589	
0.000161	438758	
0.000162	440280	
0.000163	436824	
0.000164	441036	
0.000165	436902	
0.000166	438174	
0.000167	440331	
0.000168	439600	
0.000169	439102	
0.00017	436884	
0.000171	438423	
0.000172	439308	
0.000173	438586	
0.000174	436377	
0.000175	442128	
0.000176	436265	
0.000177	436747	
0.000178	436927	
0.000179	441053	
0.00018	435793	
0.000181	438071	
0.000182	440305	
0.000183	441216	
0.000184	437615	
0.000185	444070	
0.000186	435784	
0.000187	441130	
0.000188	443279	
0.000189	438861	
0.00019	439343	
0.000191	436351	
0.000192	436515	
0.000193	443288	
0.000194	440546	
0.000195	438982	
0.000196	440176	
0.000197	442884	
0.000198	444302	
0.000199	444242	
0.0002	442299	
0.000201	438354	
0.000202	439850	
0.000203	439506	
0.000204	440400	
