Temps - Tracé 0	Amplitude - Tracé 0	
0	894094	
1E-6	894372	
2E-6	899580	
3E-6	896946	
4E-6	897326	
5E-6	898770	
6E-6	899190	
7E-6	900072	
8E-6	897666	
9E-6	902203	
1E-5	902131	
1.1E-5	900486	
1.2E-5	899596	
1.3E-5	900649	
1.4E-5	900973	
1.5E-5	902096	
1.6E-5	902066	
1.7E-5	900259	
1.8E-5	899404	
1.9E-5	900267	
2E-5	899572	
2.1E-5	898508	
2.2E-5	898318	
2.3E-5	900264	
2.4E-5	897973	
2.5E-5	897626	
2.6E-5	897233	
2.7E-5	895698	
2.8E-5	895385	
2.9E-5	897695	
3E-5	893452	
3.1E-5	896152	
3.2E-5	893917	
3.3E-5	894503	
3.4E-5	893027	
3.5E-5	895358	
3.6E-5	894361	
3.7E-5	893310	
3.8E-5	892107	
3.9E-5	895385	
4E-5	896420	
4.1E-5	896174	
4.2E-5	896406	
4.3E-5	896112	
4.4E-5	896658	
4.5E-5	898040	
4.6E-5	893837	
4.7E-5	895484	
4.8E-5	897179	
4.9E-5	895882	
5E-5	896503	
5.1E-5	897872	
5.2E-5	897527	
5.3E-5	897353	
5.4E-5	895655	
5.5E-5	894268	
5.6E-5	896529	
5.7E-5	893372	
5.8E-5	892054	
5.9E-5	897340	
6E-5	895110	
6.1E-5	891942	
6.2E-5	892904	
6.3E-5	890907	
6.4E-5	894088	
6.5E-5	891348	
6.6E-5	892535	
6.7E-5	890762	
6.8E-5	890741	
6.9E-5	889541	
7E-5	890792	
7.1E-5	892880	
7.2E-5	891137	
7.3E-5	892105	
7.4E-5	892784	
7.5E-5	893484	
7.6E-5	891123	
7.7E-5	893171	
7.8E-5	891960	
7.9E-5	892503	
8E-5	892891	
8.1E-5	892650	
8.2E-5	892663	
8.3E-5	894425	
8.4E-5	893490	
8.5E-5	892158	
8.6E-5	895321	
8.7E-5	890829	
8.8E-5	894591	
8.9E-5	892741	
9E-5	891634	
9.1E-5	893070	
9.2E-5	891736	
9.3E-5	894118	
9.4E-5	892704	
9.5E-5	890586	
9.6E-5	888950	
9.7E-5	889760	
9.8E-5	888578	
9.9E-5	888637	
0.0001	890198	
0.000101	885193	
0.000102	890637	
0.000103	887757	
0.000104	887618	
0.000105	891105	
0.000106	891016	
0.000107	888757	
0.000108	890345	
0.000109	891896	
0.00011	890971	
0.000111	892252	
0.000112	891704	
0.000113	889827	
0.000114	890169	
0.000115	891038	
0.000116	888498	
0.000117	892610	
0.000118	891436	
0.000119	892599	
0.00012	890407	
0.000121	893711	
0.000122	892260	
0.000123	890602	
0.000124	890043	
0.000125	890329	
0.000126	889471	
0.000127	888934	
0.000128	889420	
0.000129	889661	
0.00013	887570	
0.000131	887872	
0.000132	890893	
0.000133	888428	
0.000134	887546	
0.000135	886410	
0.000136	886645	
0.000137	887287	
0.000138	886530	
0.000139	888792	
0.00014	889388	
0.000141	884966	
0.000142	887370	
0.000143	888418	
0.000144	890126	
0.000145	888567	
0.000146	889859	
0.000147	887228	
0.000148	889188	
0.000149	889297	
0.00015	890541	
0.000151	889747	
0.000152	888551	
0.000153	889062	
0.000154	890345	
0.000155	890578	
0.000156	889420	
0.000157	887335	
0.000158	890805	
0.000159	889562	
0.00016	890220	
0.000161	887175	
0.000162	889861	
0.000163	884731	
0.000164	889220	
0.000165	885316	
0.000166	886308	
0.000167	887624	
0.000168	886001	
0.000169	885399	
0.00017	889661	
0.000171	887265	
0.000172	888813	
0.000173	884375	
0.000174	886712	
0.000175	885287	
0.000176	886883	
0.000177	888404	
0.000178	890180	
0.000179	885717	
0.00018	885201	
0.000181	889859	
0.000182	888985	
0.000183	886461	
0.000184	889495	
0.000185	888862	
0.000186	890257	
0.000187	886803	
0.000188	888717	
0.000189	888650	
0.00019	887289	
0.000191	887453	
0.000192	888247	
0.000193	887680	
0.000194	887180	
0.000195	885092	
0.000196	887674	
0.000197	888193	
0.000198	885300	
0.000199	884464	
0.0002	885279	
0.000201	886431	
0.000202	887765	
0.000203	886864	
0.000204	884886	
0.000205	885274	
0.000206	884172	
0.000207	885052	
0.000208	888182	
0.000209	883579	
0.00021	887685	
0.000211	885562	
0.000212	886691	
0.000213	884073	
0.000214	888805	
0.000215	889696	
0.000216	888019	
0.000217	888854	
0.000218	891059	
0.000219	884854	
0.00022	887878	
0.000221	890412	
0.000222	883875	
0.000223	886749	
0.000224	885931	
0.000225	886092	
0.000226	887570	
0.000227	886581	
0.000228	885252	
0.000229	885600	
0.00023	885605	
0.000231	884750	
0.000232	885787	
0.000233	886974	
0.000234	885672	
0.000235	885113	
0.000236	883418	
0.000237	888538	
0.000238	885161	
0.000239	884643	
0.00024	884528	
0.000241	885715	
0.000242	886760	
0.000243	886105	
0.000244	883504	
0.000245	886522	
0.000246	886247	
0.000247	887658	
0.000248	886274	
0.000249	886675	
0.00025	885568	
0.000251	885838	
0.000252	888019	
0.000253	887605	
0.000254	891051	
0.000255	889019	
0.000256	887367	
