Temps - Tracé 0	Amplitude - Tracé 0	
0	344265	
1E-6	344585	
2E-6	347133	
3E-6	343678	
4E-6	344052	
5E-6	350182	
6E-6	343401	
7E-6	344638	
8E-6	345597	
9E-6	345587	
1E-5	342634	
1.1E-5	345096	
1.2E-5	342953	
1.3E-5	341855	
1.4E-5	345939	
1.5E-5	345171	
1.6E-5	348988	
1.7E-5	345032	
1.8E-5	343348	
1.9E-5	345459	
2E-5	346909	
2.1E-5	347271	
2.2E-5	348060	
2.3E-5	348700	
2.4E-5	348103	
2.5E-5	345896	
2.6E-5	347591	
2.7E-5	346269	
2.8E-5	347730	
2.9E-5	348465	
3E-5	346610	
3.1E-5	345917	
3.2E-5	350203	
3.3E-5	350033	
3.4E-5	349702	
3.5E-5	352655	
3.6E-5	348828	
3.7E-5	351642	
3.8E-5	352623	
3.9E-5	349105	
4E-5	351109	
4.1E-5	353625	
4.2E-5	354062	
4.3E-5	354478	
4.4E-5	352143	
4.5E-5	355011	
4.6E-5	356344	
4.7E-5	350779	
4.8E-5	356163	
4.9E-5	355150	
5E-5	353338	
5.1E-5	355448	
5.2E-5	355982	
5.3E-5	355758	
5.4E-5	356515	
5.5E-5	355726	
5.6E-5	354084	
5.7E-5	356973	
5.8E-5	359564	
5.9E-5	357410	
6E-5	355971	
6.1E-5	358231	
6.2E-5	355342	
6.3E-5	361493	
6.4E-5	357549	
6.5E-5	363700	
6.6E-5	360566	
6.7E-5	360331	
6.8E-5	360470	
6.9E-5	358476	
7E-5	357890	
7.1E-5	357751	
7.2E-5	360043	
7.3E-5	358860	
7.4E-5	354094	
7.5E-5	358316	
7.6E-5	358924	
7.7E-5	360907	
7.8E-5	358668	
7.9E-5	358604	
8E-5	361142	
8.1E-5	358881	
8.2E-5	361355	
8.3E-5	362837	
8.4E-5	356131	
8.5E-5	359606	
8.6E-5	361781	
8.7E-5	359052	
8.8E-5	360491	
8.9E-5	361493	
9E-5	356248	
9.1E-5	360043	
9.2E-5	362421	
9.3E-5	361824	
9.4E-5	358999	
9.5E-5	361099	
9.6E-5	356930	
9.7E-5	359223	
9.8E-5	357165	
9.9E-5	357591	
0.0001	359116	
0.000101	358220	
0.000102	358050	
0.000103	360054	
0.000104	357431	
0.000105	355928	
0.000106	356760	
0.000107	354446	
0.000108	356930	
0.000109	355257	
0.00011	356600	
0.000111	353743	
0.000112	353753	
0.000113	357517	
0.000114	359020	
0.000115	355075	
0.000116	356962	
0.000117	356536	
0.000118	355608	
0.000119	355587	
0.00012	354819	
0.000121	352986	
0.000122	356984	
0.000123	354883	
0.000124	348081	
0.000125	350470	
0.000126	356323	
0.000127	352740	
0.000128	355619	
0.000129	352463	
0.00013	352421	
0.000131	355363	
0.000132	349830	
0.000133	352239	
0.000134	354169	
0.000135	351301	
0.000136	351333	
0.000137	357005	
0.000138	352410	
0.000139	350555	
0.00014	352879	
0.000141	350203	
0.000142	355075	
0.000143	350843	
0.000144	349180	
0.000145	350043	
0.000146	353924	
0.000147	353732	
0.000148	352111	
0.000149	352122	
0.00015	350555	
0.000151	353263	
0.000152	352122	
0.000153	352122	
0.000154	354126	
0.000155	353572	
0.000156	351973	
0.000157	355033	
0.000158	352453	
0.000159	352261	
0.00016	349265	
0.000161	351845	
0.000162	352143	
0.000163	352986	
0.000164	354084	
0.000165	356696	
0.000166	355075	
0.000167	355811	
0.000168	357378	
0.000169	352186	
0.00017	355768	
0.000171	356792	
0.000172	354564	
0.000173	359948	
0.000174	356195	
0.000175	354702	
0.000176	356792	
0.000177	355651	
0.000178	358242	
0.000179	362090	
0.00018	359660	
0.000181	355758	
0.000182	358050	
0.000183	358860	
0.000184	363391	
0.000185	356792	
0.000186	359660	
0.000187	361397	
0.000188	360566	
0.000189	361387	
0.00019	359916	
0.000191	361781	
0.000192	358967	
0.000193	363498	
0.000194	364404	
0.000195	359574	
0.000196	365268	
0.000197	363999	
0.000198	366408	
0.000199	364255	
0.0002	365939	
0.000201	363690	
0.000202	365598	
0.000203	365950	
0.000204	365737	
0.000205	365172	
0.000206	367133	
0.000207	368434	
0.000208	369447	
0.000209	365619	
0.00021	366952	
0.000211	368573	
0.000212	370118	
0.000213	367059	
0.000214	365438	
0.000215	370054	
0.000216	367133	
0.000217	366206	
0.000218	367442	
0.000219	369340	
0.00022	368189	
0.000221	365044	
0.000222	370214	
0.000223	369010	
0.000224	368455	
0.000225	367944	
0.000226	370001	
0.000227	370342	
0.000228	365598	
0.000229	367528	
0.00023	367560	
0.000231	369212	
0.000232	366408	
0.000233	366877	
0.000234	367251	
0.000235	369671	
0.000236	369927	
0.000237	366686	
0.000238	365854	
0.000239	367069	
0.00024	367325	
0.000241	366376	
0.000242	369895	
0.000243	367922	
0.000244	369575	
0.000245	365300	
0.000246	364798	
0.000247	365790	
0.000248	364159	
0.000249	361984	
0.00025	366526	
0.000251	362666	
0.000252	365950	
0.000253	362368	
0.000254	366803	
0.000255	364692	
0.000256	360619	
0.000257	361877	
0.000258	364233	
0.000259	362197	
0.00026	363071	
0.000261	361152	
0.000262	361014	
0.000263	363221	
0.000264	358316	
0.000265	362293	
0.000266	363476	
0.000267	360875	
0.000268	362421	
0.000269	362570	
0.00027	358434	
0.000271	361664	
0.000272	360214	
0.000273	363487	
0.000274	360619	
0.000275	359478	
0.000276	361472	
0.000277	358039	
0.000278	363007	
0.000279	357581	
0.00028	359329	
0.000281	361483	
0.000282	359660	
0.000283	361067	
0.000284	363956	
0.000285	360896	
0.000286	358956	
0.000287	355907	
0.000288	362773	
0.000289	357495	
0.00029	360481	
0.000291	360012	
0.000292	359414	
0.000293	358807	
0.000294	360651	
0.000295	357698	
0.000296	354158	
0.000297	362592	
0.000298	355992	
0.000299	358124	
0.0003	358956	
0.000301	359681	
0.000302	361366	
0.000303	361184	
0.000304	358615	
0.000305	358881	
0.000306	359212	
0.000307	360097	
0.000308	360790	
0.000309	360139	
0.00031	359425	
0.000311	360385	
0.000312	357250	
0.000313	361483	
0.000314	366600	
0.000315	364095	
0.000316	360715	
0.000317	361259	
0.000318	362762	
0.000319	358007	
0.00032	363551	
0.000321	362250	
0.000322	363199	
0.000323	359969	
0.000324	359478	
0.000325	364734	
0.000326	362144	
0.000327	360150	
0.000328	358615	
0.000329	360534	
0.00033	363306	
0.000331	364489	
0.000332	363338	
0.000333	364511	
0.000334	362378	
0.000335	364010	
0.000336	362506	
0.000337	366312	
0.000338	361600	
0.000339	363860	
0.00034	362997	
0.000341	361142	
0.000342	365758	
0.000343	363199	
0.000344	368445	
0.000345	362186	
0.000346	362069	
0.000347	363775	
0.000348	366973	
0.000349	363658	
0.00035	365278	
0.000351	365683	
0.000352	361429	
0.000353	365747	
0.000354	367453	
0.000355	362986	
0.000356	365246	
0.000357	365673	
0.000358	361632	
0.000359	362197	
0.00036	365598	
0.000361	367240	
0.000362	362314	
0.000363	367549	
0.000364	365705	
0.000365	363093	
0.000366	367677	
0.000367	362869	
