0.0000E+00 	9.9758E-01 	0.0000E+00 	9.9485E-01 	0.0000E+00 	9.9625E-01 	0.0000E+00 	9.9784E-01 	0.0000E+00 	9.9707E-01 	
2.0000E-06 	9.9751E-01 	2.0000E-06 	9.9735E-01 	2.0000E-06 	9.9547E-01 	2.0000E-06 	9.9777E-01 	2.0000E-06 	9.9819E-01 	
4.0000E-06 	9.9588E-01 	4.0000E-06 	9.9586E-01 	4.0000E-06 	9.9591E-01 	4.0000E-06 	9.9784E-01 	4.0000E-06 	9.9920E-01 	
6.0000E-06 	9.9621E-01 	6.0000E-06 	9.9528E-01 	6.0000E-06 	9.9520E-01 	6.0000E-06 	9.9828E-01 	6.0000E-06 	9.9817E-01 	
8.0000E-06 	9.9678E-01 	8.0000E-06 	9.9448E-01 	8.0000E-06 	9.9613E-01 	8.0000E-06 	9.9783E-01 	8.0000E-06 	9.9778E-01 	
1.0000E-05 	9.9732E-01 	1.0000E-05 	9.9544E-01 	1.0000E-05 	9.9710E-01 	1.0000E-05 	9.9773E-01 	1.0000E-05 	9.9850E-01 	
1.2000E-05 	9.9800E-01 	1.2000E-05 	9.9729E-01 	1.2000E-05 	9.9734E-01 	1.2000E-05 	9.9767E-01 	1.2000E-05 	9.9646E-01 	
1.4000E-05 	9.9696E-01 	1.4000E-05 	9.9471E-01 	1.4000E-05 	9.9382E-01 	1.4000E-05 	9.9746E-01 	1.4000E-05 	9.9786E-01 	
1.6000E-05 	9.9893E-01 	1.6000E-05 	9.9535E-01 	1.6000E-05 	9.9594E-01 	1.6000E-05 	9.9843E-01 	1.6000E-05 	9.9732E-01 	
1.8000E-05 	9.9771E-01 	1.8000E-05 	9.9649E-01 	1.8000E-05 	9.9628E-01 	1.8000E-05 	9.9795E-01 	1.8000E-05 	9.9606E-01 	
2.0000E-05 	9.9814E-01 	2.0000E-05 	9.9447E-01 	2.0000E-05 	9.9704E-01 	2.0000E-05 	9.9768E-01 	2.0000E-05 	9.9707E-01 	
2.2000E-05 	9.9741E-01 	2.2000E-05 	9.9487E-01 	2.2000E-05 	9.9785E-01 	2.2000E-05 	9.9641E-01 	2.2000E-05 	9.9695E-01 	
2.4000E-05 	9.9696E-01 	2.4000E-05 	9.9585E-01 	2.4000E-05 	9.9616E-01 	2.4000E-05 	9.9865E-01 	2.4000E-05 	9.9840E-01 	
2.6000E-05 	9.9858E-01 	2.6000E-05 	9.9575E-01 	2.6000E-05 	9.9576E-01 	2.6000E-05 	9.9721E-01 	2.6000E-05 	9.9776E-01 	
2.8000E-05 	9.9873E-01 	2.8000E-05 	9.9431E-01 	2.8000E-05 	9.9555E-01 	2.8000E-05 	9.9816E-01 	2.8000E-05 	9.9779E-01 	
3.0000E-05 	9.9845E-01 	3.0000E-05 	9.9406E-01 	3.0000E-05 	9.9697E-01 	3.0000E-05 	9.9911E-01 	3.0000E-05 	9.9809E-01 	
3.2000E-05 	9.9726E-01 	3.2000E-05 	9.9737E-01 	3.2000E-05 	9.9477E-01 	3.2000E-05 	9.9698E-01 	3.2000E-05 	9.9893E-01 	
3.4000E-05 	9.9750E-01 	3.4000E-05 	9.9698E-01 	3.4000E-05 	9.9704E-01 	3.4000E-05 	9.9768E-01 	3.4000E-05 	9.9861E-01 	
3.6000E-05 	9.9770E-01 	3.6000E-05 	9.9339E-01 	3.6000E-05 	9.9709E-01 	3.6000E-05 	9.9827E-01 	3.6000E-05 	9.9785E-01 	
3.8000E-05 	9.9605E-01 	3.8000E-05 	9.9707E-01 	3.8000E-05 	9.9738E-01 	3.8000E-05 	9.9744E-01 	3.8000E-05 	9.9744E-01 	
4.0000E-05 	9.9655E-01 	4.0000E-05 	9.9474E-01 	4.0000E-05 	9.9700E-01 	4.0000E-05 	9.9856E-01 	4.0000E-05 	9.9872E-01 	
4.2000E-05 	9.9719E-01 	4.2000E-05 	9.9598E-01 	4.2000E-05 	9.9596E-01 	4.2000E-05 	9.9708E-01 	4.2000E-05 	9.9525E-01 	
4.4000E-05 	9.9644E-01 	4.4000E-05 	9.9704E-01 	4.4000E-05 	9.9731E-01 	4.4000E-05 	9.9806E-01 	4.4000E-05 	9.9734E-01 	
4.6000E-05 	9.9918E-01 	4.6000E-05 	9.9524E-01 	4.6000E-05 	9.9549E-01 	4.6000E-05 	9.9731E-01 	4.6000E-05 	9.9836E-01 	
4.8000E-05 	9.9886E-01 	4.8000E-05 	9.9630E-01 	4.8000E-05 	9.9742E-01 	4.8000E-05 	9.9752E-01 	4.8000E-05 	9.9845E-01 	
5.0000E-05 	9.9707E-01 	5.0000E-05 	9.9743E-01 	5.0000E-05 	9.9715E-01 	5.0000E-05 	9.9773E-01 	5.0000E-05 	9.9840E-01 	
5.2000E-05 	9.9726E-01 	5.2000E-05 	9.9523E-01 	5.2000E-05 	9.9539E-01 	5.2000E-05 	9.9729E-01 	5.2000E-05 	9.9654E-01 	
5.4000E-05 	9.9730E-01 	5.4000E-05 	9.9643E-01 	5.4000E-05 	9.9535E-01 	5.4000E-05 	9.9756E-01 	5.4000E-05 	9.9721E-01 	
5.6000E-05 	9.9774E-01 	5.6000E-05 	9.9408E-01 	5.6000E-05 	9.9536E-01 	5.6000E-05 	9.9678E-01 	5.6000E-05 	9.9753E-01 	
5.8000E-05 	9.9714E-01 	5.8000E-05 	9.9433E-01 	5.8000E-05 	9.9580E-01 	5.8000E-05 	9.9896E-01 	5.8000E-05 	9.9708E-01 	
