0.0000E+00 	9.9028E-01 	0.0000E+00 	9.8839E-01 	0.0000E+00 	9.8839E-01 	0.0000E+00 	9.9505E-01 	0.0000E+00 	9.9421E-01 	
2.0000E-06 	9.9029E-01 	2.0000E-06 	9.8967E-01 	2.0000E-06 	9.8967E-01 	2.0000E-06 	9.9390E-01 	2.0000E-06 	9.9957E-01 	
4.0000E-06 	9.9038E-01 	4.0000E-06 	9.8933E-01 	4.0000E-06 	9.8933E-01 	4.0000E-06 	9.9494E-01 	4.0000E-06 	9.9603E-01 	
6.0000E-06 	9.9069E-01 	6.0000E-06 	9.8839E-01 	6.0000E-06 	9.8839E-01 	6.0000E-06 	9.9750E-01 	6.0000E-06 	9.9465E-01 	
8.0000E-06 	9.8965E-01 	8.0000E-06 	9.8904E-01 	8.0000E-06 	9.8904E-01 	8.0000E-06 	9.9310E-01 	8.0000E-06 	9.9446E-01 	
1.0000E-05 	9.9130E-01 	1.0000E-05 	9.9063E-01 	1.0000E-05 	9.9063E-01 	1.0000E-05 	9.9424E-01 	1.0000E-05 	9.9387E-01 	
1.2000E-05 	9.9187E-01 	1.2000E-05 	9.9018E-01 	1.2000E-05 	9.9018E-01 	1.2000E-05 	9.9365E-01 	1.2000E-05 	9.9413E-01 	
1.4000E-05 	9.9067E-01 	1.4000E-05 	9.8817E-01 	1.4000E-05 	9.8817E-01 	1.4000E-05 	9.9175E-01 	1.4000E-05 	9.9593E-01 	
1.6000E-05 	9.8951E-01 	1.6000E-05 	9.8988E-01 	1.6000E-05 	9.8988E-01 	1.6000E-05 	9.9145E-01 	1.6000E-05 	9.9317E-01 	
1.8000E-05 	9.9026E-01 	1.8000E-05 	9.8911E-01 	1.8000E-05 	9.8911E-01 	1.8000E-05 	9.9161E-01 	1.8000E-05 	9.9330E-01 	
2.0000E-05 	9.9005E-01 	2.0000E-05 	9.8969E-01 	2.0000E-05 	9.8969E-01 	2.0000E-05 	9.9064E-01 	2.0000E-05 	9.9717E-01 	
2.2000E-05 	9.9040E-01 	2.2000E-05 	9.8830E-01 	2.2000E-05 	9.8830E-01 	2.2000E-05 	9.9152E-01 	2.2000E-05 	9.9378E-01 	
2.4000E-05 	9.8901E-01 	2.4000E-05 	9.8852E-01 	2.4000E-05 	9.8852E-01 	2.4000E-05 	9.9570E-01 	2.4000E-05 	9.9599E-01 	
2.6000E-05 	9.8890E-01 	2.6000E-05 	9.8868E-01 	2.6000E-05 	9.8868E-01 	2.6000E-05 	9.9386E-01 	2.6000E-05 	9.9356E-01 	
2.8000E-05 	9.9202E-01 	2.8000E-05 	9.8890E-01 	2.8000E-05 	9.8890E-01 	2.8000E-05 	9.9083E-01 	2.8000E-05 	9.9397E-01 	
3.0000E-05 	9.8909E-01 	3.0000E-05 	9.9004E-01 	3.0000E-05 	9.9004E-01 	3.0000E-05 	9.9669E-01 	3.0000E-05 	9.9808E-01 	
3.2000E-05 	9.9149E-01 	3.2000E-05 	9.8888E-01 	3.2000E-05 	9.8888E-01 	3.2000E-05 	9.9323E-01 	3.2000E-05 	9.9518E-01 	
3.4000E-05 	9.9008E-01 	3.4000E-05 	9.8858E-01 	3.4000E-05 	9.8858E-01 	3.4000E-05 	9.9457E-01 	3.4000E-05 	9.9623E-01 	
3.6000E-05 	9.9177E-01 	3.6000E-05 	9.8864E-01 	3.6000E-05 	9.8864E-01 	3.6000E-05 	9.9416E-01 	3.6000E-05 	9.9495E-01 	
3.8000E-05 	9.8976E-01 	3.8000E-05 	9.8992E-01 	3.8000E-05 	9.8992E-01 	3.8000E-05 	9.9349E-01 	3.8000E-05 	9.8966E-01 	
4.0000E-05 	9.9050E-01 	4.0000E-05 	9.9003E-01 	4.0000E-05 	9.9003E-01 	4.0000E-05 	9.9240E-01 	4.0000E-05 	9.9499E-01 	
4.2000E-05 	9.9100E-01 	4.2000E-05 	9.8975E-01 	4.2000E-05 	9.8975E-01 	4.2000E-05 	9.9589E-01 	4.2000E-05 	9.8990E-01 	
4.4000E-05 	9.9062E-01 	4.4000E-05 	9.9019E-01 	4.4000E-05 	9.9019E-01 	4.4000E-05 	9.9109E-01 	4.4000E-05 	9.9819E-01 	
4.6000E-05 	9.8931E-01 	4.6000E-05 	9.8788E-01 	4.6000E-05 	9.8788E-01 	4.6000E-05 	9.9489E-01 	4.6000E-05 	9.9406E-01 	
4.8000E-05 	9.8910E-01 	4.8000E-05 	9.8999E-01 	4.8000E-05 	9.8999E-01 	4.8000E-05 	9.9364E-01 	4.8000E-05 	9.9219E-01 	
5.0000E-05 	9.8938E-01 	5.0000E-05 	9.8896E-01 	5.0000E-05 	9.8896E-01 	5.0000E-05 	9.9196E-01 	5.0000E-05 	9.9575E-01 	
5.2000E-05 	9.8866E-01 	5.2000E-05 	9.8749E-01 	5.2000E-05 	9.8749E-01 	5.2000E-05 	9.9318E-01 	5.2000E-05 	9.9713E-01 	
5.4000E-05 	9.9019E-01 	5.4000E-05 	9.8923E-01 	5.4000E-05 	9.8923E-01 	5.4000E-05 	9.9090E-01 	5.4000E-05 	9.9447E-01 	
5.6000E-05 	9.9066E-01 	5.6000E-05 	9.8723E-01 	5.6000E-05 	9.8723E-01 	5.6000E-05 	9.9332E-01 	5.6000E-05 	9.9411E-01 	
5.8000E-05 	9.8964E-01 	5.8000E-05 	9.8876E-01 	5.8000E-05 	9.8876E-01 	5.8000E-05 	9.9638E-01 	5.8000E-05 	9.9735E-01 	
6.0000E-05 	9.9043E-01 	6.0000E-05 	9.8943E-01 	6.0000E-05 	9.8943E-01 	6.0000E-05 	9.9454E-01 	6.0000E-05 	9.9798E-01 	
6.2000E-05 	9.9028E-01 	6.2000E-05 	9.8958E-01 	6.2000E-05 	9.8958E-01 	6.2000E-05 	9.9335E-01 	6.2000E-05 	9.9823E-01 	
6.4000E-05 	9.9014E-01 	6.4000E-05 	9.8743E-01 	6.4000E-05 	9.8743E-01 	6.4000E-05 	9.9545E-01 	6.4000E-05 	9.9578E-01 	
6.6000E-05 	9.8968E-01 	6.6000E-05 	9.8894E-01 	6.6000E-05 	9.8894E-01 	6.6000E-05 	9.9184E-01 	6.6000E-05 	9.9396E-01 	
6.8000E-05 	9.9146E-01 	6.8000E-05 	9.8864E-01 	6.8000E-05 	9.8864E-01 	6.8000E-05 	9.9179E-01 	6.8000E-05 	9.9390E-01 	
