Temps - Tracé 0	Amplitude - Tracé 0	
0	3.50721E+6	
1E-7	3.50036E+6	
2E-7	3.45593E+6	
3E-7	3.38169E+6	
4E-7	3.31936E+6	
5E-7	3.35216E+6	
6E-7	3.39426E+6	
7E-7	3.41768E+6	
8E-7	3.45433E+6	
9E-7	3.40417E+6	
1E-6	3.29236E+6	
1.1E-6	3.31697E+6	
1.2E-6	3.41774E+6	
1.3E-6	3.42952E+6	
1.4E-6	3.42852E+6	
1.5E-6	3.40524E+6	
1.6E-6	3.34338E+6	
1.7E-6	3.3024E+6	
1.8E-6	3.36313E+6	
1.9E-6	3.43517E+6	
2E-6	3.45739E+6	
2.1E-6	3.39094E+6	
2.2E-6	3.34424E+6	
2.3E-6	3.30879E+6	
2.4E-6	3.37278E+6	
2.5E-6	3.39573E+6	
2.6E-6	3.43863E+6	
2.7E-6	3.42805E+6	
2.8E-6	3.35355E+6	
2.9E-6	3.31125E+6	
3E-6	3.29655E+6	
3.1E-6	3.38881E+6	
3.2E-6	3.39872E+6	
3.3E-6	3.42992E+6	
3.4E-6	3.38335E+6	
3.5E-6	3.3479E+6	
3.6E-6	3.30885E+6	
3.7E-6	3.34351E+6	
3.8E-6	3.41036E+6	
3.9E-6	3.42978E+6	
4E-6	3.38728E+6	
4.1E-6	3.34697E+6	
4.2E-6	3.32415E+6	
4.3E-6	3.35362E+6	
4.4E-6	3.41003E+6	
4.5E-6	3.41143E+6	
4.6E-6	3.39613E+6	
4.7E-6	3.36493E+6	
4.8E-6	3.32948E+6	
