Temps - Tracé 0	Amplitude - Tracé 0	
0	3.46065E+6	
1E-7	3.4919E+6	
2E-7	3.39082E+6	
3E-7	3.34806E+6	
4E-7	3.29289E+6	
5E-7	3.36324E+6	
6E-7	3.39065E+6	
7E-7	3.39851E+6	
8E-7	3.39885E+6	
9E-7	3.33095E+6	
1E-6	3.28731E+6	
1.1E-6	3.32204E+6	
1.2E-6	3.40619E+6	
1.3E-6	3.42382E+6	
1.4E-6	3.39519E+6	
1.5E-6	3.32833E+6	
1.6E-6	3.33479E+6	
1.7E-6	3.32396E+6	
1.8E-6	3.42679E+6	
1.9E-6	3.48841E+6	
2E-6	3.38856E+6	
2.1E-6	3.2894E+6	
2.2E-6	3.34806E+6	
2.3E-6	3.37197E+6	
2.4E-6	3.40915E+6	
2.5E-6	3.44669E+6	
2.6E-6	3.40863E+6	
2.7E-6	3.33898E+6	
2.8E-6	3.31663E+6	
2.9E-6	3.36516E+6	
3E-6	3.39414E+6	
3.1E-6	3.42609E+6	
3.2E-6	3.38419E+6	
3.3E-6	3.31279E+6	
3.4E-6	3.30005E+6	
3.5E-6	3.34317E+6	
3.6E-6	3.38978E+6	
3.7E-6	3.42103E+6	
3.8E-6	3.39676E+6	
3.9E-6	3.28451E+6	
4E-6	3.32641E+6	
4.1E-6	3.37127E+6	
4.2E-6	3.4329E+6	
4.3E-6	3.43063E+6	
4.4E-6	3.37721E+6	
4.5E-6	3.32938E+6	
4.6E-6	3.32955E+6	
4.7E-6	3.37791E+6	
4.8E-6	3.39659E+6	
