-2.3616E+00 	4.8806E+06 	0.0000E+00 	-2.9253E-03 	
-2.3262E+00 	4.8806E+06 	1.0010E-03 	-2.2353E-02 	
-2.3028E+00 	4.8806E+06 	2.0020E-03 	-3.8982E-02 	
-2.2849E+00 	4.8812E+06 	3.0030E-03 	-5.0671E-02 	
-2.2743E+00 	4.8803E+06 	4.0040E-03 	-6.8123E-02 	
-2.2612E+00 	4.8810E+06 	5.0050E-03 	-8.3929E-02 	
-2.2526E+00 	4.8804E+06 	6.0060E-03 	-9.3642E-02 	
-2.2396E+00 	4.8810E+06 	7.0070E-03 	-1.0862E-01 	
-2.2328E+00 	4.8810E+06 	8.0080E-03 	-1.1719E-01 	
-2.2207E+00 	4.8819E+06 	9.0090E-03 	-1.3019E-01 	
-2.2076E+00 	4.8824E+06 	1.0010E-02 	-1.4155E-01 	
-2.1996E+00 	4.8824E+06 	1.1011E-02 	-1.4847E-01 	
-2.1884E+00 	4.8822E+06 	1.2012E-02 	-1.5999E-01 	
-2.1759E+00 	4.8831E+06 	1.3013E-02 	-1.6822E-01 	
-2.1691E+00 	4.8829E+06 	1.4014E-02 	-1.8024E-01 	
-2.1559E+00 	4.8826E+06 	1.5015E-02 	-1.9127E-01 	
-2.1494E+00 	4.8831E+06 	1.6016E-02 	-1.9951E-01 	
-2.1372E+00 	4.8831E+06 	1.7017E-02 	-2.1070E-01 	
-2.1293E+00 	4.8828E+06 	1.8018E-02 	-2.1926E-01 	
-2.1184E+00 	4.8833E+06 	1.9019E-02 	-2.3013E-01 	
-2.1059E+00 	4.8844E+06 	2.0020E-02 	-2.4198E-01 	
-2.0990E+00 	4.8835E+06 	2.1021E-02 	-2.4890E-01 	
-2.0875E+00 	4.8844E+06 	2.2022E-02 	-2.5993E-01 	
-2.0761E+00 	4.8841E+06 	2.3023E-02 	-2.6668E-01 	
-2.0682E+00 	4.8842E+06 	2.4024E-02 	-2.8067E-01 	
-2.0562E+00 	4.8847E+06 	2.5025E-02 	-2.9072E-01 	
-2.0501E+00 	4.8845E+06 	2.6026E-02 	-2.9763E-01 	
-2.0412E+00 	4.8857E+06 	2.7027E-02 	-3.1015E-01 	
-2.0239E+00 	4.8855E+06 	2.8028E-02 	-3.1657E-01 	
-2.0183E+00 	4.8856E+06 	2.9029E-02 	-3.2859E-01 	
-2.0058E+00 	4.8860E+06 	3.0030E-02 	-3.4060E-01 	
-1.9994E+00 	4.8858E+06 	3.1031E-02 	-3.4768E-01 	
-1.9877E+00 	4.8859E+06 	3.2032E-02 	-3.5904E-01 	
-1.9763E+00 	4.8863E+06 	3.3033E-02 	-3.6596E-01 	
-1.9689E+00 	4.8866E+06 	3.4034E-02 	-3.7781E-01 	
-1.9582E+00 	4.8872E+06 	3.5035E-02 	-3.9000E-01 	
-1.9500E+00 	4.8869E+06 	3.6036E-02 	-3.9675E-01 	
-1.9381E+00 	4.8874E+06 	3.7037E-02 	-4.0761E-01 	
-1.9261E+00 	4.8873E+06 	3.8038E-02 	-4.1584E-01 	
-1.9202E+00 	4.8874E+06 	3.9039E-02 	-4.2737E-01 	
-1.9085E+00 	4.8878E+06 	4.0040E-02 	-4.3988E-01 	
-1.9009E+00 	4.8880E+06 	4.1041E-02 	-4.4680E-01 	
-1.8900E+00 	4.8883E+06 	4.2042E-02 	-4.5832E-01 	
-1.8779E+00 	4.8889E+06 	4.3043E-02 	-4.6590E-01 	
-1.8713E+00 	4.8887E+06 	4.4044E-02 	-4.7693E-01 	
-1.8593E+00 	4.8890E+06 	4.5045E-02 	-4.8911E-01 	
-1.8515E+00 	4.8895E+06 	4.6046E-02 	-4.9668E-01 	
-1.8393E+00 	4.8886E+06 	4.7047E-02 	-5.0804E-01 	
-1.8285E+00 	4.8895E+06 	4.8048E-02 	-5.1512E-01 	
-1.8204E+00 	4.8904E+06 	4.9049E-02 	-5.2550E-01 	
-1.8095E+00 	4.8897E+06 	5.0050E-02 	-5.3900E-01 	
-1.8023E+00 	4.8902E+06 	5.1051E-02 	-5.4608E-01 	
-1.7904E+00 	4.8910E+06 	5.2052E-02 	-5.5760E-01 	
-1.7789E+00 	4.8906E+06 	5.3053E-02 	-5.6501E-01 	
-1.7720E+00 	4.8907E+06 	5.4054E-02 	-5.7588E-01 	
-1.7610E+00 	4.8912E+06 	5.5055E-02 	-5.8806E-01 	
-1.7534E+00 	4.8914E+06 	5.6056E-02 	-5.9514E-01 	
-1.7415E+00 	4.8918E+06 	5.7057E-02 	-6.0650E-01 	
-1.7297E+00 	4.8917E+06 	5.8058E-02 	-6.1407E-01 	
-1.7234E+00 	4.8921E+06 	5.9059E-02 	-6.2527E-01 	
-1.7091E+00 	4.8927E+06 	6.0060E-02 	-6.3778E-01 	
-1.7038E+00 	4.8929E+06 	6.1061E-02 	-6.4568E-01 	
-1.6920E+00 	4.8929E+06 	6.2062E-02 	-6.5622E-01 	
-1.6801E+00 	4.8934E+06 	6.3063E-02 	-6.6396E-01 	
-1.6739E+00 	4.8931E+06 	6.4064E-02 	-6.7548E-01 	
-1.6615E+00 	4.8938E+06 	6.5065E-02 	-6.8652E-01 	
-1.6548E+00 	4.8941E+06 	6.6066E-02 	-6.9392E-01 	
-1.6429E+00 	4.8946E+06 	6.7067E-02 	-7.0677E-01 	
-1.6314E+00 	4.8945E+06 	6.8068E-02 	-7.1368E-01 	
-1.6250E+00 	4.8944E+06 	6.9069E-02 	-7.2438E-01 	
-1.6121E+00 	4.8946E+06 	7.0070E-02 	-7.3607E-01 	
-1.6054E+00 	4.8956E+06 	7.1071E-02 	-7.4315E-01 	
-1.5940E+00 	4.8951E+06 	7.2072E-02 	-7.5418E-01 	
-1.5823E+00 	4.8957E+06 	7.3073E-02 	-7.6274E-01 	
-1.5754E+00 	4.8959E+06 	7.4074E-02 	-7.7361E-01 	
-1.5637E+00 	4.8960E+06 	7.5075E-02 	-7.8662E-01 	
-1.5571E+00 	4.8959E+06 	7.6076E-02 	-7.9221E-01 	
-1.5456E+00 	4.8966E+06 	7.7077E-02 	-8.0473E-01 	
-1.5336E+00 	4.8967E+06 	7.8078E-02 	-8.1197E-01 	
-1.5270E+00 	4.8965E+06 	7.9079E-02 	-8.2416E-01 	
-1.5245E+00 	4.8971E+06 	8.0080E-02 	-8.3519E-01 	
-1.5138E+00 	4.8981E+06 	8.1081E-02 	-8.4227E-01 	
-1.5025E+00 	4.8979E+06 	8.2082E-02 	-8.5445E-01 	
-1.4891E+00 	4.8977E+06 	8.3083E-02 	-8.6153E-01 	
-1.4821E+00 	4.8989E+06 	8.4084E-02 	-8.7272E-01 	
-1.4709E+00 	4.8985E+06 	8.5085E-02 	-8.8524E-01 	
-1.4620E+00 	4.8987E+06 	8.6086E-02 	-8.9199E-01 	
-1.4518E+00 	4.8989E+06 	8.7087E-02 	-9.0302E-01 	
-1.4393E+00 	4.8989E+06 	8.8088E-02 	-9.1026E-01 	
-1.4323E+00 	4.8993E+06 	8.9089E-02 	-9.2278E-01 	
-1.4203E+00 	4.8990E+06 	9.0090E-02 	-9.3496E-01 	
-1.4131E+00 	4.9001E+06 	9.1091E-02 	-9.4122E-01 	
-1.4019E+00 	4.8999E+06 	9.2092E-02 	-9.5340E-01 	
-1.3900E+00 	4.9000E+06 	9.3093E-02 	-9.6031E-01 	
-1.3826E+00 	4.9006E+06 	9.4094E-02 	-9.7217E-01 	
