Temps - Tracé 0	Amplitude - Tracé 0	
0	1.56154E+6	
1E-7	1.55465E+6	
2E-7	1.50693E+6	
3E-7	1.46623E+6	
4E-7	1.43138E+6	
5E-7	1.42878E+6	
6E-7	1.45465E+6	
7E-7	1.47305E+6	
8E-7	1.51154E+6	
9E-7	1.50355E+6	
1E-6	1.47838E+6	
1.1E-6	1.4133E+6	
1.2E-6	1.42897E+6	
1.3E-6	1.46883E+6	
1.4E-6	1.49061E+6	
1.5E-6	1.49665E+6	
1.6E-6	1.50907E+6	
1.7E-6	1.47897E+6	
1.8E-6	1.42117E+6	
1.9E-6	1.42787E+6	
2E-6	1.45381E+6	
2.1E-6	1.49321E+6	
2.2E-6	1.50231E+6	
2.3E-6	1.50985E+6	
2.4E-6	1.47695E+6	
2.5E-6	1.43677E+6	
2.6E-6	1.42631E+6	
2.7E-6	1.44685E+6	
2.8E-6	1.47617E+6	
2.9E-6	1.49646E+6	
3E-6	1.50108E+6	
3.1E-6	1.46668E+6	
3.2E-6	1.4646E+6	
3.3E-6	1.44171E+6	
3.4E-6	1.42234E+6	
3.5E-6	1.46506E+6	
3.6E-6	1.51408E+6	
3.7E-6	1.52442E+6	
3.8E-6	1.48261E+6	
3.9E-6	1.44627E+6	
4E-6	1.43593E+6	
4.1E-6	1.44529E+6	
4.2E-6	1.47097E+6	
4.3E-6	1.49919E+6	
4.4E-6	1.52448E+6	
4.5E-6	1.48242E+6	
4.6E-6	1.4622E+6	
4.7E-6	1.4358E+6	
4.8E-6	1.43534E+6	
