Temps - Tracé 0	Amplitude - Tracé 0	
0	1.54227E+6	
1E-7	1.53735E+6	
2E-7	1.50777E+6	
3E-7	1.44756E+6	
4E-7	1.41041E+6	
5E-7	1.4517E+6	
6E-7	1.47306E+6	
7E-7	1.48718E+6	
8E-7	1.5203E+6	
9E-7	1.47797E+6	
1E-6	1.42576E+6	
1.1E-6	1.4039E+6	
1.2E-6	1.46395E+6	
1.3E-6	1.5038E+6	
1.4E-6	1.49359E+6	
1.5E-6	1.4778E+6	
1.6E-6	1.45446E+6	
1.7E-6	1.43304E+6	
1.8E-6	1.44546E+6	
1.9E-6	1.48238E+6	
2E-6	1.50313E+6	
2.1E-6	1.481E+6	
2.2E-6	1.45291E+6	
2.3E-6	1.42653E+6	
2.4E-6	1.44331E+6	
2.5E-6	1.47499E+6	
2.6E-6	1.50004E+6	
2.7E-6	1.5044E+6	
2.8E-6	1.46472E+6	
2.9E-6	1.42029E+6	
3E-6	1.43624E+6	
3.1E-6	1.47466E+6	
3.2E-6	1.49326E+6	
3.3E-6	1.49386E+6	
3.4E-6	1.4608E+6	
3.5E-6	1.43972E+6	
3.6E-6	1.41715E+6	
3.7E-6	1.43944E+6	
3.8E-6	1.48713E+6	
3.9E-6	1.50948E+6	
4E-6	1.47068E+6	
4.1E-6	1.42642E+6	
4.2E-6	1.43779E+6	
4.3E-6	1.44938E+6	
4.4E-6	1.48724E+6	
4.5E-6	1.48923E+6	
4.6E-6	1.47289E+6	
4.7E-6	1.45744E+6	
4.8E-6	1.42068E+6	
