Temps - Tracé 0	Amplitude - Tracé 0	
0	988856	
1E-7	976881	
2E-7	904394	
3E-7	891197	
4E-7	934063	
5E-7	950437	
6E-7	901461	
7E-7	909135	
8E-7	922577	
9E-7	944914	
1E-6	923359	
1.1E-6	880248	
1.2E-6	907571	
1.3E-6	959089	
1.4E-6	903368	
1.5E-6	869251	
1.6E-6	941688	
1.7E-6	932499	
1.8E-6	871206	
1.9E-6	915196	
2E-6	928589	
2.1E-6	933526	
2.2E-6	909820	
2.3E-6	892175	
2.4E-6	918324	
2.5E-6	938658	
2.6E-6	902097	
2.7E-6	908500	
2.8E-6	950633	
2.9E-6	923163	
3E-6	887336	
3.1E-6	920377	
3.2E-6	941639	
3.3E-6	924923	
3.4E-6	886114	
3.5E-6	920035	
3.6E-6	931913	
3.7E-6	916516	
3.8E-6	884892	
3.9E-6	922088	
4E-6	949167	
4.1E-6	902537	
4.2E-6	890171	
4.3E-6	937778	
4.4E-6	920671	
4.5E-6	893885	
4.6E-6	893836	
4.7E-6	932304	
4.8E-6	929029	
