Temps - Tracé 0	Amplitude - Tracé 0	
0	1.09405E+6	
4E-7	1.08276E+6	
8E-7	1.06947E+6	
1.2E-6	1.05796E+6	
1.6E-6	1.04619E+6	
2E-6	1.03649E+6	
2.4E-6	1.03729E+6	
2.8E-6	1.02775E+6	
3.2E-6	1.03548E+6	
3.6E-6	1.04301E+6	
4E-6	1.06247E+6	
4.4E-6	1.06759E+6	
4.8E-6	1.07109E+6	
5.2E-6	1.06616E+6	
5.6E-6	1.07182E+6	
6E-6	1.07453E+6	
6.4E-6	1.05045E+6	
6.8E-6	1.03932E+6	
7.2E-6	1.05189E+6	
7.6E-6	1.04419E+6	
8E-6	1.03013E+6	
8.4E-6	1.0308E+6	
8.8E-6	1.05096E+6	
9.2E-6	1.05503E+6	
9.6E-6	1.06003E+6	
1E-5	1.06413E+6	
1.04E-5	1.06022E+6	
1.08E-5	1.07042E+6	
1.12E-5	1.06429E+6	
1.16E-5	1.06505E+6	
1.2E-5	1.06441E+6	
1.24E-5	1.05402E+6	
1.28E-5	1.04015E+6	
1.32E-5	1.04479E+6	
1.36E-5	1.04304E+6	
1.4E-5	1.05621E+6	
1.44E-5	1.03726E+6	
1.48E-5	1.05456E+6	
1.52E-5	1.06092E+6	
1.56E-5	1.06324E+6	
1.6E-5	1.05357E+6	
1.64E-5	1.06807E+6	
1.68E-5	1.06626E+6	
1.72E-5	1.04902E+6	
1.76E-5	1.05395E+6	
1.8E-5	1.05268E+6	
1.84E-5	1.04931E+6	
1.88E-5	1.04673E+6	
1.92E-5	1.04823E+6	
