Temps - Tracé 0	Amplitude - Tracé 0	
0	1.09159E+6	
4E-7	1.08179E+6	
8E-7	1.08075E+6	
1.2E-6	1.06004E+6	
1.6E-6	1.05229E+6	
2E-6	1.03645E+6	
2.4E-6	1.03541E+6	
2.8E-6	1.03705E+6	
3.2E-6	1.04733E+6	
3.6E-6	1.05309E+6	
4E-6	1.06224E+6	
4.4E-6	1.06317E+6	
4.8E-6	1.08341E+6	
5.2E-6	1.0801E+6	
5.6E-6	1.08373E+6	
6E-6	1.07047E+6	
6.4E-6	1.05824E+6	
6.8E-6	1.05153E+6	
7.2E-6	1.05125E+6	
7.6E-6	1.04283E+6	
8E-6	1.04712E+6	
8.4E-6	1.04296E+6	
8.8E-6	1.04588E+6	
9.2E-6	1.05097E+6	
9.6E-6	1.06105E+6	
1E-5	1.06298E+6	
1.04E-5	1.07335E+6	
1.08E-5	1.0706E+6	
1.12E-5	1.06709E+6	
1.16E-5	1.06144E+6	
1.2E-5	1.06203E+6	
1.24E-5	1.06311E+6	
1.28E-5	1.04889E+6	
1.32E-5	1.04815E+6	
1.36E-5	1.04854E+6	
1.4E-5	1.05179E+6	
1.44E-5	1.05086E+6	
1.48E-5	1.05447E+6	
1.52E-5	1.06473E+6	
1.56E-5	1.07341E+6	
1.6E-5	1.07101E+6	
1.64E-5	1.06904E+6	
1.68E-5	1.06722E+6	
1.72E-5	1.06382E+6	
1.76E-5	1.05703E+6	
1.8E-5	1.0496E+6	
1.84E-5	1.05432E+6	
1.88E-5	1.04705E+6	
1.92E-5	1.05296E+6	
