5.0	0.0	0.0	0.0
5.0	0.0	0.5	0.0
5.0	0.0	1.0	0.0
5.0	0.0	1.5	0.0
5.0	0.0	2.0	0.0
5.0	0.0	2.5	0.0
5.0	0.0	3.0	0.0
5.0	0.0	3.5	0.0
5.0	0.0	4.0	0.0
5.0	0.0	4.5	0.0
5.0	0.0	5.0	0.0
5.0	0.0	5.5	0.0
5.0	0.0	6.0	0.0
5.0	0.0	6.5	0.0
5.0	0.0	7.0	0.0
5.0	0.0	7.5	0.0
5.0	0.0	8.0	0.0
5.0	0.0	8.5	0.0
5.0	0.0	9.0	0.0
5.0	0.0	9.5	0.0
5.0	0.0	10.0	0.0
5.0	0.5	0.0	0.0
5.0	0.5	0.5	0.0
5.0	0.5	1.0	0.0
5.0	0.5	1.5	0.0
5.0	0.5	2.0	0.0
5.0	0.5	2.5	0.0
5.0	0.5	3.0	0.0
5.0	0.5	3.5	0.0
5.0	0.5	4.0	0.0
5.0	0.5	4.5	0.0
5.0	0.5	5.0	0.0
5.0	0.5	5.5	0.0
5.0	0.5	6.0	0.0
5.0	0.5	6.5	0.0
5.0	0.5	7.0	0.0
5.0	0.5	7.5	0.0
5.0	0.5	8.0	0.0
5.0	0.5	8.5	0.0
5.0	0.5	9.0	0.0
5.0	0.5	9.5	0.0
5.0	0.5	10.0	0.0
5.0	1.0	0.0	0.0
5.0	1.0	0.5	0.0
5.0	1.0	1.0	0.0
5.0	1.0	1.5	0.0
5.0	1.0	2.0	0.0
5.0	1.0	2.5	0.0
5.0	1.0	3.0	0.0
5.0	1.0	3.5	0.0
5.0	1.0	4.0	0.0
5.0	1.0	4.5	0.0
5.0	1.0	5.0	0.0
5.0	1.0	5.5	0.0
5.0	1.0	6.0	0.0
5.0	1.0	6.5	0.0
5.0	1.0	7.0	0.0
5.0	1.0	7.5	0.0
5.0	1.0	8.0	0.0
5.0	1.0	8.5	0.0
5.0	1.0	9.0	0.0
5.0	1.0	9.5	0.0
5.0	1.0	10.0	0.0
5.0	1.5	0.0	0.0
5.0	1.5	0.5	0.0
5.0	1.5	1.0	0.0
5.0	1.5	1.5	0.0
5.0	1.5	2.0	0.0
5.0	1.5	2.5	0.0
5.0	1.5	3.0	0.0
5.0	1.5	3.5	0.0
5.0	1.5	4.0	0.0
5.0	1.5	4.5	0.0
5.0	1.5	5.0	0.0
5.0	1.5	5.5	0.0
5.0	1.5	6.0	0.0
5.0	1.5	6.5	0.0
5.0	1.5	7.0	0.0
5.0	1.5	7.5	0.0
5.0	1.5	8.0	0.0
5.0	1.5	8.5	0.0
5.0	1.5	9.0	0.0
5.0	1.5	9.5	0.0
5.0	1.5	10.0	0.0
5.0	2.0	0.0	0.0
5.0	2.0	0.5	0.0
5.0	2.0	1.0	0.0
5.0	2.0	1.5	0.0
5.0	2.0	2.0	0.0
5.0	2.0	2.5	0.0
5.0	2.0	3.0	0.0
5.0	2.0	3.5	0.0
5.0	2.0	4.0	0.0
5.0	2.0	4.5	0.0
5.0	2.0	5.0	0.0
5.0	2.0	5.5	0.0
5.0	2.0	6.0	0.0
5.0	2.0	6.5	0.0
5.0	2.0	7.0	0.0
5.0	2.0	7.5	0.0
5.0	2.0	8.0	0.0
5.0	2.0	8.5	0.0
5.0	2.0	9.0	0.0
5.0	2.0	9.5	0.0
5.0	2.0	10.0	0.0
5.0	2.5	0.0	0.0
5.0	2.5	0.5	0.0
5.0	2.5	1.0	0.0
5.0	2.5	1.5	0.0
5.0	2.5	2.0	0.0
5.0	2.5	2.5	0.0
5.0	2.5	3.0	0.0
5.0	2.5	3.5	0.0
5.0	2.5	4.0	0.0
5.0	2.5	4.5	0.0
5.0	2.5	5.0	0.0
5.0	2.5	5.5	0.0
5.0	2.5	6.0	0.0
5.0	2.5	6.5	0.0
5.0	2.5	7.0	0.0
5.0	2.5	7.5	0.0
5.0	2.5	8.0	0.0
5.0	2.5	8.5	0.0
5.0	2.5	9.0	0.0
5.0	2.5	9.5	0.0
5.0	2.5	10.0	0.0
5.0	3.0	0.0	0.0
5.0	3.0	0.5	0.0
5.0	3.0	1.0	0.0
5.0	3.0	1.5	0.0
5.0	3.0	2.0	0.0
5.0	3.0	2.5	0.0
5.0	3.0	3.0	0.0
5.0	3.0	3.5	0.0
5.0	3.0	4.0	0.0
5.0	3.0	4.5	0.0
5.0	3.0	5.0	0.0
5.0	3.0	5.5	0.0
5.0	3.0	6.0	0.0
5.0	3.0	6.5	0.0
5.0	3.0	7.0	0.0
5.0	3.0	7.5	0.0
5.0	3.0	8.0	0.0
5.0	3.0	8.5	0.0
5.0	3.0	9.0	0.0
5.0	3.0	9.5	0.0
5.0	3.0	10.0	0.0
5.0	3.5	0.0	0.0
5.0	3.5	0.5	0.0
5.0	3.5	1.0	0.0
5.0	3.5	1.5	0.0
5.0	3.5	2.0	0.0
5.0	3.5	2.5	0.0
5.0	3.5	3.0	0.0
5.0	3.5	3.5	0.0
5.0	3.5	4.0	0.0
5.0	3.5	4.5	0.0
5.0	3.5	5.0	0.0
5.0	3.5	5.5	0.0
5.0	3.5	6.0	0.0
5.0	3.5	6.5	0.0
5.0	3.5	7.0	0.0
5.0	3.5	7.5	0.0
5.0	3.5	8.0	0.0
5.0	3.5	8.5	0.0
5.0	3.5	9.0	0.0
5.0	3.5	9.5	0.0
5.0	3.5	10.0	0.0
5.0	4.0	0.0	0.0
5.0	4.0	0.5	0.0
5.0	4.0	1.0	0.0
5.0	4.0	1.5	0.0
5.0	4.0	2.0	0.0
5.0	4.0	2.5	0.0
5.0	4.0	3.0	0.0
5.0	4.0	3.5	0.0
5.0	4.0	4.0	0.0
5.0	4.0	4.5	0.0
5.0	4.0	5.0	0.0
5.0	4.0	5.5	0.0
5.0	4.0	6.0	0.0
5.0	4.0	6.5	0.0
5.0	4.0	7.0	0.0
5.0	4.0	7.5	0.0
5.0	4.0	8.0	0.0
5.0	4.0	8.5	0.0
5.0	4.0	9.0	0.0
5.0	4.0	9.5	0.0
5.0	4.0	10.0	0.0
5.0	4.5	0.0	0.0
5.0	4.5	0.5	0.0
5.0	4.5	1.0	0.0
5.0	4.5	1.5	0.0
5.0	4.5	2.0	0.0
5.0	4.5	2.5	0.0
5.0	4.5	3.0	0.0
5.0	4.5	3.5	0.0
5.0	4.5	4.0	0.0
5.0	4.5	4.5	0.0
5.0	4.5	5.0	0.0
5.0	4.5	5.5	0.0
5.0	4.5	6.0	0.0
5.0	4.5	6.5	0.0
5.0	4.5	7.0	0.0
5.0	4.5	7.5	0.0
5.0	4.5	8.0	0.0
5.0	4.5	8.5	0.0
5.0	4.5	9.0	0.0
5.0	4.5	9.5	0.0
5.0	4.5	10.0	0.0
5.0	5.0	0.0	0.0
5.0	5.0	0.5	0.0
5.0	5.0	1.0	0.0
5.0	5.0	1.5	0.0
5.0	5.0	2.0	0.0
5.0	5.0	2.5	0.0
5.0	5.0	3.0	0.0
5.0	5.0	3.5	0.0
5.0	5.0	4.0	0.0
5.0	5.0	4.5	0.0
5.0	5.0	5.0	0.0
5.0	5.0	5.5	0.0
5.0	5.0	6.0	0.0
5.0	5.0	6.5	0.0
5.0	5.0	7.0	0.0
5.0	5.0	7.5	0.0
5.0	5.0	8.0	0.0
5.0	5.0	8.5	0.0
5.0	5.0	9.0	0.0
5.0	5.0	9.5	0.0
5.0	5.0	10.0	0.0
5.0	5.5	0.0	0.0
5.0	5.5	0.5	0.0
5.0	5.5	1.0	0.0
5.0	5.5	1.5	0.0
5.0	5.5	2.0	0.0
5.0	5.5	2.5	0.0
5.0	5.5	3.0	0.0
5.0	5.5	3.5	0.0
5.0	5.5	4.0	0.0
5.0	5.5	4.5	0.0
5.0	5.5	5.0	0.0
5.0	5.5	5.5	0.0
5.0	5.5	6.0	0.0
5.0	5.5	6.5	0.0
5.0	5.5	7.0	0.0
5.0	5.5	7.5	0.0
5.0	5.5	8.0	0.0
5.0	5.5	8.5	0.0
5.0	5.5	9.0	6650.0
5.0	5.5	9.5	6600.0
5.0	5.5	10.0	7440.0
5.0	6.0	0.0	5650.0
5.0	6.0	0.5	5850.0
5.0	6.0	1.0	5580.0
5.0	6.0	1.5	3630.0
5.0	6.0	2.0	2740.0
5.0	6.0	2.5	3100.0
5.0	6.0	3.0	2920.0
5.0	6.0	3.5	2800.0
5.0	6.0	4.0	3030.0
5.0	6.0	4.5	3290.0
5.0	6.0	5.0	3050.0
5.0	6.0	5.5	3250.0
5.0	6.0	6.0	3620.0
5.0	6.0	6.5	3880.0
5.0	6.0	7.0	4390.0
5.0	6.0	7.5	5640.0
5.0	6.0	8.0	7220.0
5.0	6.0	8.5	7570.0
5.0	6.0	9.0	9970.0
5.0	6.0	9.5	9870.0
5.0	6.0	10.0	9240.0
5.0	6.5	0.0	6140.0
5.0	6.5	0.5	5630.0
5.0	6.5	1.0	5520.0
5.0	6.5	1.5	4700.0
5.0	6.5	2.0	3500.0
5.0	6.5	2.5	3580.0
5.0	6.5	3.0	4230.0
5.0	6.5	3.5	4530.0
5.0	6.5	4.0	4220.0
5.0	6.5	4.5	4580.0
5.0	6.5	5.0	4680.0
5.0	6.5	5.5	4540.0
5.0	6.5	6.0	4730.0
5.0	6.5	6.5	4840.0
5.0	6.5	7.0	6160.0
5.0	6.5	7.5	7580.0
5.0	6.5	8.0	9290.0
5.0	6.5	8.5	11550.0
5.0	6.5	9.0	15750.0
5.0	6.5	9.5	15480.0
5.0	6.5	10.0	18260.0
5.0	7.0	0.0	9230.0
5.0	7.0	0.5	9660.0
5.0	7.0	1.0	8500.0
5.0	7.0	1.5	6590.0
5.0	7.0	2.0	4820.0
5.0	7.0	2.5	4770.0
5.0	7.0	3.0	7600.0
5.0	7.0	3.5	11650.0
5.0	7.0	4.0	13060.0
5.0	7.0	4.5	9760.0
5.0	7.0	5.0	9390.0
5.0	7.0	5.5	8400.0
5.0	7.0	6.0	8760.0
5.0	7.0	6.5	8690.0
5.0	7.0	7.0	10780.0
5.0	7.0	7.5	14030.0
5.0	7.0	8.0	14770.0
5.0	7.0	8.5	17470.0
5.0	7.0	9.0	23690.0
5.0	7.0	9.5	24000.0
5.0	7.0	10.0	27150.0
5.0	7.5	0.0	27400.0
5.0	7.5	0.5	26820.0
5.0	7.5	1.0	22250.0
5.0	7.5	1.5	15990.0
5.0	7.5	2.0	12680.0
5.0	7.5	2.5	12630.0
5.0	7.5	3.0	17520.0
5.0	7.5	3.5	23780.0
5.0	7.5	4.0	29220.0
5.0	7.5	4.5	26290.0
5.0	7.5	5.0	20490.0
5.0	7.5	5.5	13740.0
5.0	7.5	6.0	14460.0
5.0	7.5	6.5	15250.0
5.0	7.5	7.0	13960.0
