Temps - Tracé 0	Amplitude - Tracé 0	
0	1.68482E+6	
1E-7	1.68534E+6	
2E-7	1.64775E+6	
3E-7	1.6042E+6	
4E-7	1.58644E+6	
5E-7	1.59968E+6	
6E-7	1.61555E+6	
7E-7	1.63223E+6	
8E-7	1.64586E+6	
9E-7	1.6198E+6	
1E-6	1.58686E+6	
1.1E-6	1.58222E+6	
1.2E-6	1.60495E+6	
1.3E-6	1.62436E+6	
1.4E-6	1.62859E+6	
1.5E-6	1.61796E+6	
1.6E-6	1.60376E+6	
1.7E-6	1.58688E+6	
1.8E-6	1.59229E+6	
1.9E-6	1.60823E+6	
2E-6	1.62165E+6	
2.1E-6	1.61862E+6	
2.2E-6	1.598E+6	
2.3E-6	1.59216E+6	
2.4E-6	1.59412E+6	
2.5E-6	1.60378E+6	
2.6E-6	1.61213E+6	
2.7E-6	1.61328E+6	
2.8E-6	1.60915E+6	
2.9E-6	1.59401E+6	
3E-6	1.58998E+6	
3.1E-6	1.60155E+6	
3.2E-6	1.60646E+6	
3.3E-6	1.60959E+6	
3.4E-6	1.60357E+6	
3.5E-6	1.59604E+6	
3.6E-6	1.59202E+6	
3.7E-6	1.5935E+6	
3.8E-6	1.60416E+6	
3.9E-6	1.6074E+6	
4E-6	1.60729E+6	
4.1E-6	1.59843E+6	
4.2E-6	1.59131E+6	
4.3E-6	1.59638E+6	
4.4E-6	1.59795E+6	
4.5E-6	1.60149E+6	
4.6E-6	1.60347E+6	
4.7E-6	1.6002E+6	
4.8E-6	1.59288E+6	
