Temps - Tracé 0	Amplitude - Tracé 0	
0	1.68041E+6	
1E-7	1.67134E+6	
2E-7	1.6498E+6	
3E-7	1.60931E+6	
4E-7	1.58879E+6	
5E-7	1.58882E+6	
6E-7	1.59467E+6	
7E-7	1.61399E+6	
8E-7	1.64064E+6	
9E-7	1.64058E+6	
1E-6	1.62171E+6	
1.1E-6	1.58648E+6	
1.2E-6	1.59337E+6	
1.3E-6	1.59292E+6	
1.4E-6	1.60826E+6	
1.5E-6	1.618E+6	
1.6E-6	1.62668E+6	
1.7E-6	1.62366E+6	
1.8E-6	1.59881E+6	
1.9E-6	1.58696E+6	
2E-6	1.58976E+6	
2.1E-6	1.59973E+6	
2.2E-6	1.60979E+6	
2.3E-6	1.61857E+6	
2.4E-6	1.61279E+6	
2.5E-6	1.6081E+6	
2.6E-6	1.59499E+6	
2.7E-6	1.59045E+6	
2.8E-6	1.59352E+6	
2.9E-6	1.60734E+6	
3E-6	1.61044E+6	
3.1E-6	1.61404E+6	
3.2E-6	1.61032E+6	
3.3E-6	1.59619E+6	
3.4E-6	1.59E+6	
3.5E-6	1.59276E+6	
3.6E-6	1.60069E+6	
3.7E-6	1.60559E+6	
3.8E-6	1.60544E+6	
3.9E-6	1.60454E+6	
4E-6	1.59994E+6	
4.1E-6	1.59413E+6	
4.2E-6	1.59553E+6	
4.3E-6	1.59264E+6	
4.4E-6	1.60693E+6	
4.5E-6	1.60475E+6	
4.6E-6	1.60089E+6	
4.7E-6	1.60214E+6	
4.8E-6	1.59281E+6	
