9.9307E-01 	9.9232E-01 	9.9289E-01 	9.9257E-01 	9.9140E-01 	9.9185E-01 	9.9172E-01 	9.9159E-01 	9.9106E-01 	9.9007E-01 	9.8975E-01 	9.8872E-01 	9.8805E-01 	9.8815E-01 	9.8629E-01 	9.8663E-01 	9.8578E-01 	9.8534E-01 	9.8641E-01 	9.8575E-01 	9.8594E-01 	9.8661E-01 	9.8718E-01 	9.8848E-01 	9.8880E-01 	9.9035E-01 	9.9035E-01 	9.9234E-01 	9.9216E-01 	9.9347E-01 	9.9443E-01 	9.9458E-01 	9.9470E-01 	9.9457E-01 	9.9505E-01 	9.9568E-01 	9.9456E-01 	9.9595E-01 	9.9495E-01 	9.9537E-01 	9.9520E-01 	9.9397E-01 	9.9355E-01 	9.9247E-01 	9.9288E-01 	9.9132E-01 	9.9180E-01 	9.9074E-01 	9.9038E-01 	9.8947E-01 	9.9123E-01 	9.9306E-01 	9.9286E-01 	9.9369E-01 	9.9460E-01 	9.9472E-01 	9.9450E-01 	9.9539E-01 	9.9539E-01 	9.9495E-01 	9.9469E-01 	9.9485E-01 	9.9523E-01 	9.9512E-01 	9.9354E-01 	9.9310E-01 	9.9301E-01 	9.9349E-01 	9.9223E-01 	9.9148E-01 	9.9006E-01 	9.9037E-01 	9.8847E-01 	9.8790E-01 	9.8791E-01 	9.8728E-01 	9.8641E-01 	9.8719E-01 	9.8800E-01 	9.8840E-01 	9.8827E-01 	9.9030E-01 	9.8997E-01 	9.9136E-01 	9.9188E-01 	9.9272E-01 	9.9259E-01 	9.9373E-01 	9.9425E-01 	9.9462E-01 	9.9376E-01 	9.9514E-01 	9.9497E-01 	9.9557E-01 	9.9520E-01 	9.9530E-01 	9.9541E-01 	9.9566E-01 	
9.9273E-01 	9.9278E-01 	9.9223E-01 	9.9166E-01 	9.9187E-01 	9.9167E-01 	9.9224E-01 	9.9167E-01 	9.9163E-01 	9.9125E-01 	9.9053E-01 	9.8966E-01 	9.8872E-01 	9.8829E-01 	9.8786E-01 	9.8671E-01 	9.8772E-01 	9.8672E-01 	9.8569E-01 	9.8468E-01 	9.8412E-01 	9.8563E-01 	9.8650E-01 	9.8807E-01 	9.8838E-01 	9.8868E-01 	9.8957E-01 	9.9174E-01 	9.9261E-01 	9.9304E-01 	9.9281E-01 	9.9445E-01 	9.9399E-01 	9.9331E-01 	9.9404E-01 	9.9473E-01 	9.9536E-01 	9.9523E-01 	9.9463E-01 	9.9498E-01 	9.9464E-01 	9.9470E-01 	9.9364E-01 	9.9380E-01 	9.9257E-01 	9.9241E-01 	9.9109E-01 	9.8967E-01 	9.8937E-01 	9.8948E-01 	9.9148E-01 	9.9293E-01 	9.9293E-01 	9.9307E-01 	9.9405E-01 	9.9433E-01 	9.9460E-01 	9.9549E-01 	9.9475E-01 	9.9545E-01 	9.9499E-01 	9.9501E-01 	9.9517E-01 	9.9389E-01 	9.9386E-01 	9.9342E-01 	9.9337E-01 	9.9237E-01 	9.9188E-01 	9.9147E-01 	9.9045E-01 	9.8930E-01 	9.8847E-01 	9.8779E-01 	9.8719E-01 	9.8679E-01 	9.8673E-01 	9.8663E-01 	9.8644E-01 	9.8803E-01 	9.8838E-01 	9.9043E-01 	9.9055E-01 	9.9160E-01 	9.9206E-01 	9.9336E-01 	9.9392E-01 	9.9472E-01 	9.9435E-01 	9.9528E-01 	9.9480E-01 	9.9460E-01 	9.9630E-01 	9.9573E-01 	9.9614E-01 	9.9623E-01 	9.9644E-01 	9.9642E-01 	
9.9313E-01 	9.9360E-01 	9.9314E-01 	9.9236E-01 	9.9287E-01 	9.9239E-01 	9.9270E-01 	9.9179E-01 	9.9105E-01 	9.9056E-01 	9.9142E-01 	9.9026E-01 	9.8887E-01 	9.8966E-01 	9.8837E-01 	9.8807E-01 	9.8793E-01 	9.8725E-01 	9.8711E-01 	9.8581E-01 	9.8505E-01 	9.8573E-01 	9.8603E-01 	9.8788E-01 	9.8742E-01 	9.8892E-01 	9.8998E-01 	9.9062E-01 	9.9066E-01 	9.9242E-01 	9.9348E-01 	9.9443E-01 	9.9322E-01 	9.9548E-01 	9.9418E-01 	9.9488E-01 	9.9450E-01 	9.9507E-01 	9.9545E-01 	9.9532E-01 	9.9556E-01 	9.9494E-01 	9.9499E-01 	9.9416E-01 	9.9343E-01 	9.9256E-01 	9.9179E-01 	9.9144E-01 	9.9080E-01 	9.9053E-01 	9.9163E-01 	9.9237E-01 	9.9293E-01 	9.9369E-01 	9.9419E-01 	9.9464E-01 	9.9507E-01 	9.9520E-01 	9.9495E-01 	9.9545E-01 	9.9533E-01 	9.9529E-01 	9.9497E-01 	9.9504E-01 	9.9429E-01 	9.9345E-01 	9.9299E-01 	9.9282E-01 	9.9216E-01 	9.9159E-01 	9.9010E-01 	9.8848E-01 	9.8710E-01 	9.8740E-01 	9.8741E-01 	9.8715E-01 	9.8793E-01 	9.8700E-01 	9.8882E-01 	9.8955E-01 	9.9123E-01 	9.9107E-01 	9.9180E-01 	9.9199E-01 	9.9298E-01 	9.9453E-01 	9.9412E-01 	9.9480E-01 	9.9604E-01 	9.9539E-01 	9.9637E-01 	9.9632E-01 	9.9616E-01 	9.9526E-01 	9.9693E-01 	9.9657E-01 	9.9691E-01 	9.9732E-01 	
9.9334E-01 	9.9389E-01 	9.9426E-01 	9.9376E-01 	9.9339E-01 	9.9291E-01 	9.9244E-01 	9.9331E-01 	9.9200E-01 	9.9161E-01 	9.9173E-01 	9.9074E-01 	9.9029E-01 	9.8893E-01 	9.8784E-01 	9.8861E-01 	9.8781E-01 	9.8649E-01 	9.8600E-01 	9.8566E-01 	9.8623E-01 	9.8446E-01 	9.8612E-01 	9.8562E-01 	9.8762E-01 	9.8730E-01 	9.8888E-01 	9.9019E-01 	9.9091E-01 	9.9112E-01 	9.9338E-01 	9.9311E-01 	9.9270E-01 	9.9386E-01 	9.9412E-01 	9.9466E-01 	9.9542E-01 	9.9542E-01 	9.9431E-01 	9.9508E-01 	9.9386E-01 	9.9439E-01 	9.9407E-01 	9.9257E-01 	9.9336E-01 	9.9215E-01 	9.9085E-01 	9.9031E-01 	9.8916E-01 	9.9050E-01 	9.9123E-01 	9.9348E-01 	9.9201E-01 	9.9392E-01 	9.9368E-01 	9.9442E-01 	9.9537E-01 	9.9475E-01 	9.9492E-01 	9.9448E-01 	9.9433E-01 	9.9426E-01 	9.9378E-01 	9.9286E-01 	9.9257E-01 	9.9239E-01 	9.9200E-01 	9.9137E-01 	9.9048E-01 	9.8950E-01 	9.8859E-01 	9.8816E-01 	9.8668E-01 	9.8677E-01 	9.8663E-01 	9.8646E-01 	9.8674E-01 	9.8772E-01 	9.8831E-01 	9.8912E-01 	9.8967E-01 	9.9100E-01 	9.9213E-01 	9.9178E-01 	9.9325E-01 	9.9381E-01 	9.9466E-01 	9.9506E-01 	9.9599E-01 	9.9610E-01 	9.9553E-01 	9.9605E-01 	9.9626E-01 	9.9697E-01 	9.9625E-01 	9.9604E-01 	9.9695E-01 	9.9691E-01 	
9.9388E-01 	9.9468E-01 	9.9410E-01 	9.9348E-01 	9.9432E-01 	9.9323E-01 	9.9359E-01 	9.9281E-01 	9.9297E-01 	9.9228E-01 	9.9212E-01 	9.9203E-01 	9.9080E-01 	9.8988E-01 	9.9024E-01 	9.8924E-01 	9.8894E-01 	9.8893E-01 	9.8792E-01 	9.8638E-01 	9.8577E-01 	9.8568E-01 	9.8662E-01 	9.8633E-01 	9.8703E-01 	9.8748E-01 	9.8893E-01 	9.8886E-01 	9.9040E-01 	9.9107E-01 	9.9179E-01 	9.9232E-01 	9.9297E-01 	9.9316E-01 	9.9349E-01 	9.9350E-01 	9.9380E-01 	9.9429E-01 	9.9418E-01 	9.9425E-01 	9.9444E-01 	9.9412E-01 	9.9347E-01 	9.9200E-01 	9.9212E-01 	9.9195E-01 	9.9049E-01 	9.9009E-01 	9.8937E-01 	9.8965E-01 	9.9038E-01 	9.9176E-01 	9.9184E-01 	9.9286E-01 	9.9483E-01 	9.9438E-01 	9.9411E-01 	9.9498E-01 	9.9436E-01 	9.9487E-01 	9.9307E-01 	9.9391E-01 	9.9375E-01 	9.9320E-01 	9.9294E-01 	9.9157E-01 	9.9053E-01 	9.9078E-01 	9.8942E-01 	9.8898E-01 	9.8842E-01 	9.8711E-01 	9.8544E-01 	9.8579E-01 	9.8625E-01 	9.8622E-01 	9.8643E-01 	9.8741E-01 	9.8782E-01 	9.8944E-01 	9.9097E-01 	9.9117E-01 	9.9136E-01 	9.9200E-01 	9.9348E-01 	9.9317E-01 	9.9394E-01 	9.9507E-01 	9.9605E-01 	9.9554E-01 	9.9528E-01 	9.9586E-01 	9.9589E-01 	9.9679E-01 	9.9635E-01 	9.9662E-01 	9.9729E-01 	9.9675E-01 	
9.9318E-01 	9.9442E-01 	9.9475E-01 	9.9326E-01 	9.9294E-01 	9.9287E-01 	9.9323E-01 	9.9338E-01 	9.9299E-01 	9.9300E-01 	9.9198E-01 	9.9113E-01 	9.9110E-01 	9.9090E-01 	9.8982E-01 	9.8913E-01 	9.8888E-01 	9.8991E-01 	9.8792E-01 	9.8600E-01 	9.8559E-01 	9.8496E-01 	9.8478E-01 	9.8524E-01 	9.8599E-01 	9.8608E-01 	9.8709E-01 	9.8799E-01 	9.8903E-01 	9.9051E-01 	9.9115E-01 	9.9106E-01 	9.9174E-01 	9.9257E-01 	9.9270E-01 	9.9328E-01 	9.9397E-01 	9.9436E-01 	9.9454E-01 	9.9431E-01 	9.9379E-01 	9.9404E-01 	9.9445E-01 	9.9303E-01 	9.9212E-01 	9.9268E-01 	9.9017E-01 	9.8996E-01 	9.8921E-01 	9.8890E-01 	9.9079E-01 	9.9184E-01 	9.9295E-01 	9.9329E-01 	9.9360E-01 	9.9362E-01 	9.9475E-01 	9.9457E-01 	9.9437E-01 	9.9432E-01 	9.9437E-01 	9.9380E-01 	9.9372E-01 	9.9307E-01 	9.9207E-01 	9.9263E-01 	9.9137E-01 	9.9078E-01 	9.8969E-01 	9.8881E-01 	9.8780E-01 	9.8706E-01 	9.8675E-01 	9.8693E-01 	9.8703E-01 	9.8727E-01 	9.8850E-01 	9.8848E-01 	9.8923E-01 	9.9030E-01 	9.9174E-01 	9.9239E-01 	9.9198E-01 	9.9386E-01 	9.9298E-01 	9.9370E-01 	9.9487E-01 	9.9533E-01 	9.9574E-01 	9.9522E-01 	9.9613E-01 	9.9597E-01 	9.9639E-01 	9.9642E-01 	9.9645E-01 	9.9564E-01 	9.9669E-01 	9.9673E-01 	
9.9417E-01 	9.9376E-01 	9.9324E-01 	9.9417E-01 	9.9348E-01 	9.9404E-01 	9.9287E-01 	9.9247E-01 	9.9334E-01 	9.9193E-01 	9.9165E-01 	9.9099E-01 	9.9093E-01 	9.9115E-01 	9.9016E-01 	9.9024E-01 	9.8997E-01 	9.8890E-01 	9.8925E-01 	9.8827E-01 	9.8718E-01 	9.8673E-01 	9.8533E-01 	9.8555E-01 	9.8572E-01 	9.8549E-01 	9.8599E-01 	9.8772E-01 	9.8950E-01 	9.9026E-01 	9.9178E-01 	9.9112E-01 	9.9232E-01 	9.9249E-01 	9.9288E-01 	9.9336E-01 	9.9386E-01 	9.9460E-01 	9.9445E-01 	9.9376E-01 	9.9378E-01 	9.9357E-01 	9.9373E-01 	9.9284E-01 	9.9254E-01 	9.9122E-01 	9.9025E-01 	9.8911E-01 	9.8938E-01 	9.8855E-01 	9.9101E-01 	9.9145E-01 	9.9188E-01 	9.9226E-01 	9.9363E-01 	9.9386E-01 	9.9393E-01 	9.9428E-01 	9.9470E-01 	9.9439E-01 	9.9514E-01 	9.9417E-01 	9.9375E-01 	9.9385E-01 	9.9281E-01 	9.9222E-01 	9.9151E-01 	9.9051E-01 	9.9050E-01 	9.8896E-01 	9.8796E-01 	9.8691E-01 	9.8642E-01 	9.8616E-01 	9.8746E-01 	9.8741E-01 	9.8807E-01 	9.8862E-01 	9.9026E-01 	9.9170E-01 	9.9248E-01 	9.9311E-01 	9.9339E-01 	9.9381E-01 	9.9468E-01 	9.9443E-01 	9.9495E-01 	9.9555E-01 	9.9486E-01 	9.9532E-01 	9.9667E-01 	9.9624E-01 	9.9598E-01 	9.9744E-01 	9.9680E-01 	9.9699E-01 	9.9691E-01 	9.9661E-01 	
9.9478E-01 	9.9448E-01 	9.9524E-01 	9.9498E-01 	9.9468E-01 	9.9413E-01 	9.9501E-01 	9.9510E-01 	9.9407E-01 	9.9344E-01 	9.9316E-01 	9.9369E-01 	9.9286E-01 	9.9162E-01 	9.9188E-01 	9.9078E-01 	9.9168E-01 	9.8957E-01 	9.8947E-01 	9.8868E-01 	9.8731E-01 	9.8704E-01 	9.8668E-01 	9.8533E-01 	9.8678E-01 	9.8663E-01 	9.8678E-01 	9.8799E-01 	9.8923E-01 	9.9051E-01 	9.9136E-01 	9.9167E-01 	9.9105E-01 	9.9312E-01 	9.9329E-01 	9.9432E-01 	9.9430E-01 	9.9428E-01 	9.9376E-01 	9.9420E-01 	9.9353E-01 	9.9444E-01 	9.9412E-01 	9.9291E-01 	9.9298E-01 	9.9116E-01 	9.9153E-01 	9.9015E-01 	9.9011E-01 	9.8984E-01 	9.9087E-01 	9.9267E-01 	9.9226E-01 	9.9275E-01 	9.9330E-01 	9.9400E-01 	9.9437E-01 	9.9499E-01 	9.9487E-01 	9.9357E-01 	9.9328E-01 	9.9392E-01 	9.9353E-01 	9.9338E-01 	9.9224E-01 	9.9106E-01 	9.9034E-01 	9.8962E-01 	9.8972E-01 	9.8863E-01 	9.8763E-01 	9.8685E-01 	9.8616E-01 	9.8700E-01 	9.8694E-01 	9.8791E-01 	9.8803E-01 	9.8871E-01 	9.8972E-01 	9.9153E-01 	9.9163E-01 	9.9285E-01 	9.9304E-01 	9.9400E-01 	9.9326E-01 	9.9379E-01 	9.9432E-01 	9.9567E-01 	9.9507E-01 	9.9594E-01 	9.9627E-01 	9.9644E-01 	9.9635E-01 	9.9604E-01 	9.9608E-01 	9.9529E-01 	9.9574E-01 	9.9649E-01 	
9.9306E-01 	9.9294E-01 	9.9397E-01 	9.9384E-01 	9.9341E-01 	9.9291E-01 	9.9389E-01 	9.9360E-01 	9.9376E-01 	9.9389E-01 	9.9339E-01 	9.9306E-01 	9.9326E-01 	9.9175E-01 	9.9149E-01 	9.9151E-01 	9.9094E-01 	9.9084E-01 	9.8998E-01 	9.8894E-01 	9.8844E-01 	9.8648E-01 	9.8597E-01 	9.8567E-01 	9.8546E-01 	9.8521E-01 	9.8730E-01 	9.8734E-01 	9.8855E-01 	9.9070E-01 	9.9216E-01 	9.9168E-01 	9.9273E-01 	9.9300E-01 	9.9347E-01 	9.9431E-01 	9.9474E-01 	9.9541E-01 	9.9524E-01 	9.9428E-01 	9.9495E-01 	9.9493E-01 	9.9391E-01 	9.9316E-01 	9.9306E-01 	9.9179E-01 	9.9101E-01 	9.8959E-01 	9.8904E-01 	9.8942E-01 	9.9023E-01 	9.9186E-01 	9.9270E-01 	9.9368E-01 	9.9359E-01 	9.9353E-01 	9.9362E-01 	9.9479E-01 	9.9388E-01 	9.9433E-01 	9.9334E-01 	9.9389E-01 	9.9292E-01 	9.9209E-01 	9.9197E-01 	9.9073E-01 	9.9016E-01 	9.9005E-01 	9.8825E-01 	9.8885E-01 	9.8812E-01 	9.8716E-01 	9.8700E-01 	9.8646E-01 	9.8683E-01 	9.8772E-01 	9.8828E-01 	9.8960E-01 	9.9026E-01 	9.9100E-01 	9.9234E-01 	9.9334E-01 	9.9388E-01 	9.9344E-01 	9.9483E-01 	9.9463E-01 	9.9583E-01 	9.9532E-01 	9.9632E-01 	9.9605E-01 	9.9630E-01 	9.9631E-01 	9.9550E-01 	9.9695E-01 	9.9599E-01 	9.9672E-01 	9.9642E-01 	9.9567E-01 	
9.9404E-01 	9.9393E-01 	9.9400E-01 	9.9330E-01 	9.9281E-01 	9.9300E-01 	9.9386E-01 	9.9359E-01 	9.9317E-01 	9.9262E-01 	9.9309E-01 	9.9329E-01 	9.9244E-01 	9.9193E-01 	9.9187E-01 	9.9060E-01 	9.9172E-01 	9.9070E-01 	9.8987E-01 	9.8912E-01 	9.8793E-01 	9.8698E-01 	9.8518E-01 	9.8615E-01 	9.8579E-01 	9.8592E-01 	9.8656E-01 	9.8680E-01 	9.8861E-01 	9.8936E-01 	9.9051E-01 	9.9126E-01 	9.9174E-01 	9.9165E-01 	9.9294E-01 	9.9294E-01 	9.9379E-01 	9.9394E-01 	9.9470E-01 	9.9476E-01 	9.9436E-01 	9.9442E-01 	9.9424E-01 	9.9359E-01 	9.9299E-01 	9.9228E-01 	9.9138E-01 	9.9044E-01 	9.8998E-01 	9.8954E-01 	9.9061E-01 	9.9201E-01 	9.9191E-01 	9.9256E-01 	9.9281E-01 	9.9436E-01 	9.9305E-01 	9.9319E-01 	9.9335E-01 	9.9368E-01 	9.9384E-01 	9.9268E-01 	9.9273E-01 	9.9151E-01 	9.9084E-01 	9.8990E-01 	9.8938E-01 	9.8849E-01 	9.8796E-01 	9.8672E-01 	9.8624E-01 	9.8640E-01 	9.8675E-01 	9.8718E-01 	9.8717E-01 	9.8804E-01 	9.8954E-01 	9.8994E-01 	9.9122E-01 	9.9213E-01 	9.9261E-01 	9.9319E-01 	9.9376E-01 	9.9455E-01 	9.9320E-01 	9.9345E-01 	9.9468E-01 	9.9470E-01 	9.9442E-01 	9.9425E-01 	9.9560E-01 	9.9551E-01 	9.9500E-01 	9.9591E-01 	9.9608E-01 	9.9679E-01 	9.9562E-01 	9.9622E-01 	
