5.5049E+06 	5.5212E+06 	5.5086E+06 	5.5105E+06 	5.5076E+06 	5.4968E+06 	5.5072E+06 	5.4992E+06 	5.5004E+06 	5.5246E+06 	5.5185E+06 	5.5137E+06 	5.5146E+06 	5.5140E+06 	5.5104E+06 	5.5264E+06 	5.5226E+06 	5.5281E+06 	5.5233E+06 	5.5148E+06 	5.5247E+06 	5.5248E+06 	5.5204E+06 	5.5143E+06 	5.5115E+06 	5.5172E+06 	5.5214E+06 	5.5304E+06 	5.5210E+06 	5.5244E+06 	5.5167E+06 	5.5215E+06 	5.5210E+06 	5.5438E+06 	5.5368E+06 	5.5239E+06 	5.5160E+06 	5.5109E+06 	5.5117E+06 	5.5118E+06 	5.5193E+06 	5.4984E+06 	5.4995E+06 	5.5025E+06 	5.4974E+06 	5.4936E+06 	5.4957E+06 	5.4951E+06 	5.4843E+06 	5.4929E+06 	5.5028E+06 	5.5056E+06 	5.5065E+06 	5.5098E+06 	5.5224E+06 	5.5182E+06 	5.5186E+06 	5.5170E+06 	5.5258E+06 	5.5220E+06 	5.5082E+06 	5.5108E+06 	5.5178E+06 	5.5228E+06 	5.5282E+06 	5.5168E+06 	5.5270E+06 	5.5174E+06 	5.5257E+06 	5.5125E+06 	5.5116E+06 	5.5283E+06 	5.5164E+06 	5.5203E+06 	5.5305E+06 	
5.5100E+06 	5.5005E+06 	5.4969E+06 	5.4943E+06 	5.4953E+06 	5.4930E+06 	5.4849E+06 	5.4936E+06 	5.5019E+06 	5.4936E+06 	5.5000E+06 	5.5053E+06 	5.5178E+06 	5.5105E+06 	5.5129E+06 	5.5140E+06 	5.5154E+06 	5.5147E+06 	5.5210E+06 	5.5252E+06 	5.5215E+06 	5.5243E+06 	5.5254E+06 	5.5338E+06 	5.5378E+06 	5.5246E+06 	5.5259E+06 	5.5276E+06 	5.5276E+06 	5.4983E+06 	5.5030E+06 	5.5012E+06 	5.5132E+06 	5.5130E+06 	5.5160E+06 	5.5032E+06 	5.5100E+06 	5.5178E+06 	5.5021E+06 	5.5006E+06 	5.4940E+06 	5.5067E+06 	5.5004E+06 	5.5039E+06 	5.5038E+06 	5.5067E+06 	5.5044E+06 	5.4890E+06 	5.5030E+06 	5.4992E+06 	5.5051E+06 	5.5035E+06 	5.5000E+06 	5.5100E+06 	5.5126E+06 	5.5097E+06 	5.5115E+06 	5.5103E+06 	5.5110E+06 	5.5084E+06 	5.5156E+06 	5.5164E+06 	5.5140E+06 	5.5092E+06 	5.5194E+06 	5.5098E+06 	5.5195E+06 	5.5077E+06 	5.5123E+06 	5.5214E+06 	5.5323E+06 	5.5342E+06 	5.5253E+06 	5.5269E+06 	5.5298E+06 	
5.4933E+06 	5.4916E+06 	5.4993E+06 	5.5043E+06 	5.4878E+06 	5.4967E+06 	5.4909E+06 	5.4954E+06 	5.5030E+06 	5.5054E+06 	5.4956E+06 	5.4954E+06 	5.4976E+06 	5.4922E+06 	5.5069E+06 	5.5095E+06 	5.5058E+06 	5.5055E+06 	5.5184E+06 	5.5070E+06 	5.5088E+06 	5.5223E+06 	5.5244E+06 	5.5309E+06 	5.5306E+06 	5.5176E+06 	5.5357E+06 	5.5253E+06 	5.5296E+06 	5.5296E+06 	5.5218E+06 	5.5157E+06 	5.5180E+06 	5.5162E+06 	5.5219E+06 	5.5235E+06 	5.5139E+06 	5.5108E+06 	5.5115E+06 	5.5138E+06 	5.5112E+06 	5.5102E+06 	5.5154E+06 	5.5033E+06 	5.4824E+06 	5.4902E+06 	5.4862E+06 	5.4944E+06 	5.4921E+06 	5.4975E+06 	5.4915E+06 	5.5100E+06 	5.5062E+06 	5.5102E+06 	5.5303E+06 	5.5144E+06 	5.5196E+06 	5.5159E+06 	5.5216E+06 	5.5135E+06 	5.5261E+06 	5.5122E+06 	5.5210E+06 	5.5218E+06 	5.5192E+06 	5.5278E+06 	5.5302E+06 	5.5239E+06 	5.5192E+06 	5.5232E+06 	5.5150E+06 	5.5118E+06 	5.5096E+06 	5.5074E+06 	5.5137E+06 	
5.4961E+06 	5.5009E+06 	5.5043E+06 	5.5062E+06 	5.5190E+06 	5.5116E+06 	5.5139E+06 	5.5120E+06 	5.5072E+06 	5.4981E+06 	5.5160E+06 	5.5188E+06 	5.5037E+06 	5.4970E+06 	5.5116E+06 	5.5000E+06 	5.5018E+06 	5.5166E+06 	5.5031E+06 	5.5049E+06 	5.5018E+06 	5.4966E+06 	5.4883E+06 	5.4946E+06 	5.4992E+06 	5.5211E+06 	5.5078E+06 	5.5201E+06 	5.5084E+06 	5.5157E+06 	5.5106E+06 	5.5151E+06 	5.5079E+06 	5.5183E+06 	5.5197E+06 	5.5124E+06 	5.5163E+06 	5.5192E+06 	5.5039E+06 	5.5138E+06 	5.5118E+06 	5.5052E+06 	5.5076E+06 	5.5018E+06 	5.4841E+06 	5.4905E+06 	5.4869E+06 	5.4913E+06 	5.4918E+06 	5.4941E+06 	5.4957E+06 	5.5086E+06 	5.5194E+06 	5.5003E+06 	5.5259E+06 	5.5217E+06 	5.4972E+06 	5.5106E+06 	5.5073E+06 	5.5077E+06 	5.5140E+06 	5.5198E+06 	5.5156E+06 	5.5317E+06 	5.5140E+06 	5.5213E+06 	5.5186E+06 	5.5171E+06 	5.5239E+06 	5.5148E+06 	5.4980E+06 	5.5068E+06 	5.5108E+06 	5.5121E+06 	5.5013E+06 	
5.5124E+06 	5.5085E+06 	5.5100E+06 	5.4991E+06 	5.5138E+06 	5.4936E+06 	5.4990E+06 	5.5026E+06 	5.5221E+06 	5.5201E+06 	5.5082E+06 	5.5171E+06 	5.5152E+06 	5.5090E+06 	5.5140E+06 	5.5057E+06 	5.5073E+06 	5.5060E+06 	5.5005E+06 	5.5063E+06 	5.5059E+06 	5.4945E+06 	5.4937E+06 	5.4925E+06 	5.4914E+06 	5.5033E+06 	5.4982E+06 	5.5074E+06 	5.4899E+06 	5.5121E+06 	5.5026E+06 	5.5045E+06 	5.5175E+06 	5.5062E+06 	5.5159E+06 	5.5206E+06 	5.5214E+06 	5.5147E+06 	5.4966E+06 	5.5076E+06 	5.5137E+06 	5.5024E+06 	5.4983E+06 	5.4990E+06 	5.4958E+06 	5.4883E+06 	5.4948E+06 	5.4876E+06 	5.4821E+06 	5.4910E+06 	5.4799E+06 	5.4861E+06 	5.4830E+06 	5.5037E+06 	5.5011E+06 	5.4993E+06 	5.5073E+06 	5.5013E+06 	5.5180E+06 	5.5066E+06 	5.5062E+06 	5.5036E+06 	5.5177E+06 	5.5198E+06 	5.5211E+06 	5.5192E+06 	5.5208E+06 	5.5038E+06 	5.5074E+06 	5.5120E+06 	5.4984E+06 	5.5069E+06 	5.5018E+06 	5.5129E+06 	5.5079E+06 	
5.5048E+06 	5.5149E+06 	5.5147E+06 	5.5251E+06 	5.5185E+06 	5.5161E+06 	5.5160E+06 	5.5164E+06 	5.5250E+06 	5.5176E+06 	5.5145E+06 	5.5173E+06 	5.5122E+06 	5.5082E+06 	5.5190E+06 	5.5101E+06 	5.5132E+06 	5.5202E+06 	5.5191E+06 	5.5176E+06 	5.5154E+06 	5.5162E+06 	5.5046E+06 	5.4931E+06 	5.4967E+06 	5.5065E+06 	5.5026E+06 	5.4952E+06 	5.4940E+06 	5.4834E+06 	5.5036E+06 	5.4902E+06 	5.5042E+06 	5.5013E+06 	5.4947E+06 	5.4977E+06 	5.4980E+06 	5.5018E+06 	5.4992E+06 	5.5117E+06 	5.5019E+06 	5.4976E+06 	5.4963E+06 	5.4876E+06 	5.4887E+06 	5.4908E+06 	5.4963E+06 	5.4924E+06 	5.4834E+06 	5.4869E+06 	5.4937E+06 	5.5020E+06 	5.5017E+06 	5.4977E+06 	5.5080E+06 	5.5118E+06 	5.4999E+06 	5.5131E+06 	5.5064E+06 	5.5057E+06 	5.5003E+06 	5.5094E+06 	5.5107E+06 	5.5022E+06 	5.5092E+06 	5.5090E+06 	5.4974E+06 	5.4893E+06 	5.5034E+06 	5.5095E+06 	5.4934E+06 	5.5082E+06 	5.5049E+06 	5.5047E+06 	5.5002E+06 	
5.5134E+06 	5.4996E+06 	5.4990E+06 	5.5071E+06 	5.5152E+06 	5.5009E+06 	5.5037E+06 	5.5122E+06 	5.5128E+06 	5.5140E+06 	5.5144E+06 	5.5210E+06 	5.5075E+06 	5.5121E+06 	5.5041E+06 	5.5208E+06 	5.5278E+06 	5.5263E+06 	5.5239E+06 	5.5058E+06 	5.5157E+06 	5.5105E+06 	5.5105E+06 	5.4979E+06 	5.4992E+06 	5.5130E+06 	5.5069E+06 	5.5012E+06 	5.5222E+06 	5.4972E+06 	5.4982E+06 	5.5038E+06 	5.5102E+06 	5.4914E+06 	5.4930E+06 	5.4996E+06 	5.4904E+06 	5.4929E+06 	5.4810E+06 	5.4954E+06 	5.4908E+06 	5.4875E+06 	5.4738E+06 	5.4755E+06 	5.4699E+06 	5.4875E+06 	5.4761E+06 	5.4788E+06 	5.4816E+06 	5.4816E+06 	5.4747E+06 	5.4945E+06 	5.4909E+06 	5.4910E+06 	5.4879E+06 	5.4979E+06 	5.4950E+06 	5.4886E+06 	5.4901E+06 	5.5010E+06 	5.4901E+06 	5.4938E+06 	5.4936E+06 	5.4886E+06 	5.5009E+06 	5.5064E+06 	5.5004E+06 	5.5003E+06 	5.5016E+06 	5.4934E+06 	5.5010E+06 	5.4940E+06 	5.5031E+06 	5.5014E+06 	5.5050E+06 	
5.4772E+06 	5.4900E+06 	5.4999E+06 	5.5076E+06 	5.5024E+06 	5.4891E+06 	5.4950E+06 	5.5043E+06 	5.5001E+06 	5.5088E+06 	5.5005E+06 	5.5064E+06 	5.4990E+06 	5.4946E+06 	5.4878E+06 	5.5003E+06 	5.4991E+06 	5.4931E+06 	5.4966E+06 	5.5111E+06 	5.4950E+06 	5.5064E+06 	5.5146E+06 	5.5004E+06 	5.4918E+06 	5.5103E+06 	5.5015E+06 	5.4928E+06 	5.4983E+06 	5.4994E+06 	5.4951E+06 	5.5004E+06 	5.4981E+06 	5.5006E+06 	5.4767E+06 	5.4947E+06 	5.4951E+06 	5.4936E+06 	5.4900E+06 	5.4801E+06 	5.4675E+06 	5.4642E+06 	5.4673E+06 	5.4613E+06 	5.4598E+06 	5.4445E+06 	5.4422E+06 	5.4455E+06 	5.4500E+06 	5.4592E+06 	5.4588E+06 	5.4575E+06 	5.4491E+06 	5.4616E+06 	5.4682E+06 	5.4828E+06 	5.4861E+06 	5.4865E+06 	5.4961E+06 	5.4816E+06 	5.4974E+06 	5.4972E+06 	5.5028E+06 	5.4891E+06 	5.4921E+06 	5.4923E+06 	5.4995E+06 	5.4916E+06 	5.4984E+06 	5.5112E+06 	5.4937E+06 	5.4964E+06 	5.4927E+06 	5.4907E+06 	5.4959E+06 	
5.5109E+06 	5.5070E+06 	5.4988E+06 	5.5078E+06 	5.5039E+06 	5.5114E+06 	5.5025E+06 	5.5027E+06 	5.5076E+06 	5.4925E+06 	5.5016E+06 	5.5062E+06 	5.5136E+06 	5.5040E+06 	5.5043E+06 	5.4997E+06 	5.4942E+06 	5.5119E+06 	5.5036E+06 	5.5058E+06 	5.4990E+06 	5.4971E+06 	5.4942E+06 	5.5224E+06 	5.5150E+06 	5.5179E+06 	5.5190E+06 	5.5199E+06 	5.4988E+06 	5.5045E+06 	5.5117E+06 	5.5144E+06 	5.4956E+06 	5.4893E+06 	5.4940E+06 	5.4987E+06 	5.4800E+06 	5.4862E+06 	5.4836E+06 	5.4758E+06 	5.4834E+06 	5.4736E+06 	5.4693E+06 	5.4656E+06 	5.4635E+06 	5.4568E+06 	5.4532E+06 	5.4562E+06 	5.4581E+06 	5.4561E+06 	5.4711E+06 	5.4753E+06 	5.4723E+06 	5.4812E+06 	5.4856E+06 	5.4728E+06 	5.4824E+06 	5.4873E+06 	5.4864E+06 	5.4950E+06 	5.4953E+06 	5.4989E+06 	5.5018E+06 	5.4864E+06 	5.5201E+06 	5.4996E+06 	5.5003E+06 	5.5022E+06 	5.4886E+06 	5.4780E+06 	5.4958E+06 	5.4804E+06 	5.4975E+06 	5.4919E+06 	5.4891E+06 	
5.5155E+06 	5.5308E+06 	5.5287E+06 	5.5203E+06 	5.5206E+06 	5.5142E+06 	5.5244E+06 	5.5214E+06 	5.5261E+06 	5.5240E+06 	5.5327E+06 	5.5252E+06 	5.5318E+06 	5.5259E+06 	5.5237E+06 	5.5313E+06 	5.5236E+06 	5.5180E+06 	5.5262E+06 	5.5139E+06 	5.5203E+06 	5.5154E+06 	5.5382E+06 	5.5259E+06 	5.5200E+06 	5.5259E+06 	5.5256E+06 	5.5267E+06 	5.5213E+06 	5.5273E+06 	5.5074E+06 	5.5050E+06 	5.5056E+06 	5.5028E+06 	5.4967E+06 	5.5036E+06 	5.4979E+06 	5.4804E+06 	5.4944E+06 	5.4950E+06 	5.5020E+06 	5.5017E+06 	5.5010E+06 	5.4921E+06 	5.4761E+06 	5.4938E+06 	5.4788E+06 	5.4860E+06 	5.4879E+06 	5.4884E+06 	5.4929E+06 	5.4866E+06 	5.4983E+06 	5.5069E+06 	5.4966E+06 	5.5035E+06 	5.5007E+06 	5.4998E+06 	5.4917E+06 	5.4922E+06 	5.5076E+06 	5.5087E+06 	5.5114E+06 	5.5161E+06 	5.5051E+06 	5.5059E+06 	5.5126E+06 	5.5050E+06 	5.5017E+06 	5.5140E+06 	5.5051E+06 	5.5110E+06 	5.5164E+06 	5.5127E+06 	5.5200E+06 	
