5.5843E+06 	5.5776E+06 	5.5835E+06 	5.5874E+06 	5.5836E+06 	5.5860E+06 	5.5869E+06 	5.5876E+06 	5.5949E+06 	5.5884E+06 	5.5946E+06 	5.5837E+06 	5.5870E+06 	5.5827E+06 	5.5862E+06 	5.5816E+06 	5.5841E+06 	5.5837E+06 	5.5874E+06 	5.5886E+06 	5.5860E+06 	5.5889E+06 	5.5847E+06 	5.5838E+06 	5.5832E+06 	5.5838E+06 	5.5849E+06 	5.5807E+06 	5.5776E+06 	5.5852E+06 	5.5785E+06 	5.5808E+06 	5.5794E+06 	5.5788E+06 	5.5743E+06 	5.5704E+06 	5.5704E+06 	5.5688E+06 	5.5653E+06 	5.5662E+06 	5.5633E+06 	5.5626E+06 	5.5613E+06 	5.5580E+06 	5.5534E+06 	5.5581E+06 	5.5539E+06 	5.5500E+06 	5.5530E+06 	5.5534E+06 	5.5538E+06 	5.5615E+06 	5.5587E+06 	5.5616E+06 	5.5610E+06 	5.5625E+06 	5.5705E+06 	5.5746E+06 	5.5740E+06 	5.5753E+06 	
5.5634E+06 	5.5645E+06 	5.5694E+06 	5.5673E+06 	5.5701E+06 	5.5699E+06 	5.5700E+06 	5.5749E+06 	5.5747E+06 	5.5759E+06 	5.5737E+06 	5.5717E+06 	5.5689E+06 	5.5714E+06 	5.5753E+06 	5.5752E+06 	5.5743E+06 	5.5676E+06 	5.5713E+06 	5.5710E+06 	5.5697E+06 	5.5674E+06 	5.5670E+06 	5.5604E+06 	5.5660E+06 	5.5707E+06 	5.5711E+06 	5.5676E+06 	5.5646E+06 	5.5606E+06 	5.5616E+06 	5.5595E+06 	5.5646E+06 	5.5638E+06 	5.5616E+06 	5.5593E+06 	5.5608E+06 	5.5530E+06 	5.5507E+06 	5.5511E+06 	5.5478E+06 	5.5485E+06 	5.5497E+06 	5.5417E+06 	5.5409E+06 	5.5385E+06 	5.5389E+06 	5.5391E+06 	5.5382E+06 	5.5430E+06 	5.5490E+06 	5.5466E+06 	5.5532E+06 	5.5619E+06 	5.5596E+06 	5.5609E+06 	5.5666E+06 	5.5697E+06 	5.5690E+06 	5.5736E+06 	
5.5582E+06 	5.5583E+06 	5.5603E+06 	5.5700E+06 	5.5701E+06 	5.5669E+06 	5.5729E+06 	5.5683E+06 	5.5738E+06 	5.5746E+06 	5.5718E+06 	5.5741E+06 	5.5772E+06 	5.5743E+06 	5.5738E+06 	5.5791E+06 	5.5770E+06 	5.5724E+06 	5.5777E+06 	5.5786E+06 	5.5752E+06 	5.5720E+06 	5.5792E+06 	5.5784E+06 	5.5772E+06 	5.5715E+06 	5.5751E+06 	5.5721E+06 	5.5663E+06 	5.5681E+06 	5.5696E+06 	5.5686E+06 	5.5706E+06 	5.5688E+06 	5.5663E+06 	5.5651E+06 	5.5638E+06 	5.5647E+06 	5.5553E+06 	5.5505E+06 	5.5514E+06 	5.5451E+06 	5.5444E+06 	5.5420E+06 	5.5444E+06 	5.5452E+06 	5.5416E+06 	5.5394E+06 	5.5435E+06 	5.5439E+06 	5.5468E+06 	5.5478E+06 	5.5468E+06 	5.5479E+06 	5.5587E+06 	5.5565E+06 	5.5647E+06 	5.5643E+06 	5.5584E+06 	5.5623E+06 	
5.5537E+06 	5.5483E+06 	5.5534E+06 	5.5599E+06 	5.5618E+06 	5.5618E+06 	5.5631E+06 	5.5626E+06 	5.5686E+06 	5.5694E+06 	5.5604E+06 	5.5663E+06 	5.5707E+06 	5.5703E+06 	5.5675E+06 	5.5680E+06 	5.5651E+06 	5.5625E+06 	5.5637E+06 	5.5697E+06 	5.5685E+06 	5.5734E+06 	5.5655E+06 	5.5662E+06 	5.5660E+06 	5.5659E+06 	5.5686E+06 	5.5662E+06 	5.5693E+06 	5.5663E+06 	5.5692E+06 	5.5612E+06 	5.5601E+06 	5.5596E+06 	5.5596E+06 	5.5572E+06 	5.5557E+06 	5.5504E+06 	5.5531E+06 	5.5523E+06 	5.5490E+06 	5.5482E+06 	5.5425E+06 	5.5395E+06 	5.5367E+06 	5.5360E+06 	5.5328E+06 	5.5351E+06 	5.5353E+06 	5.5360E+06 	5.5407E+06 	5.5391E+06 	5.5463E+06 	5.5523E+06 	5.5558E+06 	5.5533E+06 	5.5556E+06 	5.5577E+06 	5.5634E+06 	5.5635E+06 	
5.5469E+06 	5.5428E+06 	5.5455E+06 	5.5501E+06 	5.5559E+06 	5.5577E+06 	5.5612E+06 	5.5615E+06 	5.5654E+06 	5.5629E+06 	5.5674E+06 	5.5680E+06 	5.5639E+06 	5.5662E+06 	5.5674E+06 	5.5653E+06 	5.5709E+06 	5.5664E+06 	5.5712E+06 	5.5681E+06 	5.5637E+06 	5.5633E+06 	5.5673E+06 	5.5663E+06 	5.5679E+06 	5.5627E+06 	5.5702E+06 	5.5690E+06 	5.5677E+06 	5.5666E+06 	5.5677E+06 	5.5709E+06 	5.5684E+06 	5.5701E+06 	5.5689E+06 	5.5674E+06 	5.5625E+06 	5.5549E+06 	5.5591E+06 	5.5557E+06 	5.5591E+06 	5.5538E+06 	5.5526E+06 	5.5446E+06 	5.5372E+06 	5.5476E+06 	5.5395E+06 	5.5438E+06 	5.5444E+06 	5.5454E+06 	5.5479E+06 	5.5511E+06 	5.5508E+06 	5.5565E+06 	5.5617E+06 	5.5619E+06 	5.5656E+06 	5.5624E+06 	5.5674E+06 	5.5675E+06 	
5.5441E+06 	5.5518E+06 	5.5520E+06 	5.5599E+06 	5.5619E+06 	5.5604E+06 	5.5631E+06 	5.5662E+06 	5.5703E+06 	5.5663E+06 	5.5655E+06 	5.5750E+06 	5.5719E+06 	5.5698E+06 	5.5742E+06 	5.5806E+06 	5.5751E+06 	5.5807E+06 	5.5765E+06 	5.5753E+06 	5.5740E+06 	5.5742E+06 	5.5746E+06 	5.5736E+06 	5.5734E+06 	5.5721E+06 	5.5742E+06 	5.5705E+06 	5.5743E+06 	5.5688E+06 	5.5768E+06 	5.5748E+06 	5.5641E+06 	5.5667E+06 	5.5661E+06 	5.5671E+06 	5.5678E+06 	5.5635E+06 	5.5631E+06 	5.5577E+06 	5.5564E+06 	5.5532E+06 	5.5512E+06 	5.5490E+06 	5.5466E+06 	5.5485E+06 	5.5424E+06 	5.5438E+06 	5.5483E+06 	5.5492E+06 	5.5543E+06 	5.5548E+06 	5.5588E+06 	5.5653E+06 	5.5720E+06 	5.5729E+06 	5.5736E+06 	5.5705E+06 	5.5757E+06 	5.5771E+06 	
5.5615E+06 	5.5515E+06 	5.5578E+06 	5.5649E+06 	5.5648E+06 	5.5698E+06 	5.5652E+06 	5.5732E+06 	5.5688E+06 	5.5707E+06 	5.5751E+06 	5.5726E+06 	5.5718E+06 	5.5720E+06 	5.5824E+06 	5.5759E+06 	5.5741E+06 	5.5762E+06 	5.5763E+06 	5.5714E+06 	5.5761E+06 	5.5774E+06 	5.5771E+06 	5.5773E+06 	5.5777E+06 	5.5747E+06 	5.5745E+06 	5.5788E+06 	5.5758E+06 	5.5769E+06 	5.5733E+06 	5.5709E+06 	5.5770E+06 	5.5725E+06 	5.5729E+06 	5.5718E+06 	5.5711E+06 	5.5712E+06 	5.5680E+06 	5.5627E+06 	5.5623E+06 	5.5629E+06 	5.5586E+06 	5.5515E+06 	5.5512E+06 	5.5528E+06 	5.5521E+06 	5.5547E+06 	5.5505E+06 	5.5487E+06 	5.5555E+06 	5.5582E+06 	5.5632E+06 	5.5653E+06 	5.5709E+06 	5.5701E+06 	5.5680E+06 	5.5734E+06 	5.5757E+06 	5.5759E+06 	
5.5558E+06 	5.5590E+06 	5.5619E+06 	5.5594E+06 	5.5600E+06 	5.5632E+06 	5.5632E+06 	5.5686E+06 	5.5698E+06 	5.5729E+06 	5.5781E+06 	5.5711E+06 	5.5769E+06 	5.5766E+06 	5.5803E+06 	5.5857E+06 	5.5809E+06 	5.5759E+06 	5.5810E+06 	5.5811E+06 	5.5713E+06 	5.5769E+06 	5.5769E+06 	5.5800E+06 	5.5772E+06 	5.5771E+06 	5.5709E+06 	5.5780E+06 	5.5831E+06 	5.5808E+06 	5.5723E+06 	5.5747E+06 	5.5767E+06 	5.5742E+06 	5.5712E+06 	5.5714E+06 	5.5715E+06 	5.5711E+06 	5.5639E+06 	5.5674E+06 	5.5661E+06 	5.5605E+06 	5.5541E+06 	5.5554E+06 	5.5517E+06 	5.5519E+06 	5.5448E+06 	5.5482E+06 	5.5487E+06 	5.5457E+06 	5.5545E+06 	5.5541E+06 	5.5530E+06 	5.5562E+06 	5.5614E+06 	5.5635E+06 	5.5680E+06 	5.5671E+06 	5.5724E+06 	5.5747E+06 	
5.5538E+06 	5.5535E+06 	5.5513E+06 	5.5542E+06 	5.5569E+06 	5.5577E+06 	5.5548E+06 	5.5647E+06 	5.5605E+06 	5.5641E+06 	5.5631E+06 	5.5658E+06 	5.5733E+06 	5.5703E+06 	5.5735E+06 	5.5757E+06 	5.5738E+06 	5.5776E+06 	5.5813E+06 	5.5751E+06 	5.5729E+06 	5.5777E+06 	5.5787E+06 	5.5735E+06 	5.5798E+06 	5.5815E+06 	5.5767E+06 	5.5813E+06 	5.5749E+06 	5.5836E+06 	5.5790E+06 	5.5779E+06 	5.5784E+06 	5.5779E+06 	5.5736E+06 	5.5735E+06 	5.5758E+06 	5.5722E+06 	5.5692E+06 	5.5696E+06 	5.5661E+06 	5.5626E+06 	5.5650E+06 	5.5605E+06 	5.5546E+06 	5.5546E+06 	5.5529E+06 	5.5472E+06 	5.5468E+06 	5.5444E+06 	5.5487E+06 	5.5484E+06 	5.5517E+06 	5.5603E+06 	5.5693E+06 	5.5645E+06 	5.5688E+06 	5.5696E+06 	5.5744E+06 	5.5749E+06 	
5.5627E+06 	5.5609E+06 	5.5581E+06 	5.5638E+06 	5.5632E+06 	5.5656E+06 	5.5576E+06 	5.5619E+06 	5.5640E+06 	5.5670E+06 	5.5721E+06 	5.5703E+06 	5.5729E+06 	5.5781E+06 	5.5764E+06 	5.5754E+06 	5.5782E+06 	5.5813E+06 	5.5846E+06 	5.5748E+06 	5.5813E+06 	5.5841E+06 	5.5795E+06 	5.5816E+06 	5.5785E+06 	5.5862E+06 	5.5889E+06 	5.5821E+06 	5.5821E+06 	5.5788E+06 	5.5846E+06 	5.5817E+06 	5.5793E+06 	5.5783E+06 	5.5790E+06 	5.5774E+06 	5.5786E+06 	5.5739E+06 	5.5767E+06 	5.5733E+06 	5.5742E+06 	5.5666E+06 	5.5690E+06 	5.5624E+06 	5.5632E+06 	5.5566E+06 	5.5570E+06 	5.5573E+06 	5.5530E+06 	5.5629E+06 	5.5599E+06 	5.5641E+06 	5.5658E+06 	5.5695E+06 	5.5719E+06 	5.5730E+06 	5.5826E+06 	5.5813E+06 	5.5822E+06 	5.5817E+06 	
