Temps - Tracé 0	Amplitude - Tracé 0	
0	487513	
1E-7	484832	
2E-7	474423	
3E-7	459262	
4E-7	451967	
5E-7	455378	
6E-7	463008	
7E-7	467069	
8E-7	479154	
9E-7	472234	
1E-6	462968	
1.1E-6	450607	
1.2E-6	458868	
1.3E-6	458335	
1.4E-6	467936	
1.5E-6	469888	
1.6E-6	472668	
1.7E-6	463363	
1.8E-6	454589	
1.9E-6	453998	
2E-6	466359	
2.1E-6	472057	
2.2E-6	469533	
2.3E-6	467010	
2.4E-6	460701	
2.5E-6	456995	
2.6E-6	454570	
2.7E-6	465038	
2.8E-6	470697	
2.9E-6	464447	
3E-6	463757	
3.1E-6	453071	
3.2E-6	457093	
3.3E-6	453840	
3.4E-6	464269	
3.5E-6	462397	
3.6E-6	472510	
3.7E-6	463106	
3.8E-6	458710	
3.9E-6	448182	
4E-6	454195	
4.1E-6	457625	
4.2E-6	470756	
4.3E-6	467956	
4.4E-6	462692	
4.5E-6	458000	
4.6E-6	454116	
4.7E-6	456127	
4.8E-6	458099	
