2.8800E+00 	9.0296E-03 	2.6000E+00 	2.9460E-02 	2.7650E+00 	5.3725E-02 	2.6750E+00 	7.5861E-02 	2.7950E+00 	2.2346E-02 	
2.8800E+00 	5.5828E-03 	2.6001E+00 	8.8560E-03 	2.7651E+00 	2.3025E-02 	2.6750E+00 	4.0914E-02 	2.7950E+00 	3.8258E-03 	
2.8800E+00 	2.2137E-02 	2.6002E+00 	2.8375E-02 	2.7651E+00 	4.3454E-02 	2.6750E+00 	3.8527E-02 	2.7951E+00 	1.2695E-02 	
2.8801E+00 	3.5584E-02 	2.6004E+00 	3.9400E-02 	2.7652E+00 	3.2957E-02 	2.6751E+00 	0.0000E+00 	2.7952E+00 	0.0000E+00 	
2.8801E+00 	4.8595E-02 	2.6005E+00 	4.7714E-02 	2.7652E+00 	2.4041E-02 	2.6751E+00 	5.0460E-02 	2.7952E+00 	1.6781E-02 	
2.8801E+00 	6.9518E-02 	2.6006E+00 	3.0544E-02 	2.7652E+00 	1.1851E-02 	2.6751E+00 	2.8128E-02 	2.7952E+00 	7.4776E-03 	
2.8801E+00 	8.2286E-02 	2.6008E+00 	4.3015E-02 	2.7653E+00 	1.1964E-02 	2.6751E+00 	1.0467E-01 	2.7953E+00 	2.1476E-02 	
2.8802E+00 	8.6897E-02 	2.6009E+00 	3.0905E-02 	2.7654E+00 	1.2867E-02 	2.6752E+00 	8.0293E-02 	2.7954E+00 	1.4607E-02 	
2.8802E+00 	9.1946E-02 	2.6010E+00 	2.8917E-02 	2.7654E+00 	4.0519E-02 	2.6752E+00 	5.5234E-02 	2.7954E+00 	1.9564E-02 	
2.8802E+00 	9.7917E-02 	2.6011E+00 	4.2834E-02 	2.7654E+00 	3.8488E-02 	2.6752E+00 	5.1654E-02 	2.7954E+00 	1.6173E-02 	
2.8802E+00 	1.0423E-01 	2.6013E+00 	4.8979E-02 	2.7655E+00 	6.2980E-02 	2.6752E+00 	1.6195E-02 	2.7955E+00 	2.0259E-02 	
2.8803E+00 	9.5296E-02 	2.6014E+00 	3.2532E-02 	2.7656E+00 	5.3837E-02 	2.6753E+00 	6.1200E-02 	2.7955E+00 	2.1824E-02 	
2.8803E+00 	1.0685E-01 	2.6015E+00 	2.0061E-02 	2.7656E+00 	7.3928E-02 	2.6753E+00 	3.1708E-02 	2.7956E+00 	7.2168E-03 	
2.8803E+00 	9.7529E-02 	2.6016E+00 	1.5905E-02 	2.7656E+00 	6.4108E-02 	2.6753E+00 	7.6884E-02 	2.7956E+00 	1.6955E-02 	
2.8803E+00 	9.7966E-02 	2.6018E+00 	4.1569E-02 	2.7657E+00 	5.1354E-02 	2.6753E+00 	1.3604E-01 	2.7957E+00 	1.8433E-02 	
2.8804E+00 	1.0423E-01 	2.6019E+00 	3.0905E-02 	2.7658E+00 	3.1264E-02 	2.6754E+00 	9.8875E-02 	2.7957E+00 	1.2347E-02 	
2.8804E+00 	1.0403E-01 	2.6020E+00 	5.5485E-02 	2.7658E+00 	2.2799E-02 	2.6754E+00 	8.5748E-02 	2.7958E+00 	1.0608E-02 	
2.8804E+00 	9.1703E-02 	2.6021E+00 	4.3376E-02 	2.7658E+00 	3.6117E-02 	2.6754E+00 	7.6031E-02 	2.7958E+00 	1.1912E-02 	
2.8804E+00 	9.9325E-02 	2.6023E+00 	2.4399E-02 	2.7659E+00 	3.0023E-02 	2.6754E+00 	7.9100E-02 	2.7959E+00 	2.7476E-02 	
2.8805E+00 	9.5684E-02 	2.6024E+00 	1.0121E-02 	2.7660E+00 	3.8375E-02 	2.6755E+00 	2.3866E-02 	2.7959E+00 	2.5737E-02 	
