Temps - Tracé 0	Amplitude - Tracé 0	
2.6	2.18609E+6	
2.603	2.18319E+6	
2.606	2.18529E+6	
2.609	2.18501E+6	
2.612	2.18621E+6	
2.615	2.18652E+6	
2.618	2.18582E+6	
2.621	2.18651E+6	
2.624	2.18298E+6	
2.627	2.18397E+6	
2.63	2.18084E+6	
2.633	2.18387E+6	
2.636	2.18698E+6	
2.639	2.18594E+6	
2.642	2.18438E+6	
2.645	2.18255E+6	
2.648	2.18478E+6	
2.651	2.18349E+6	
2.654	2.18509E+6	
2.657	2.18535E+6	
2.66	2.18122E+6	
2.663	2.18232E+6	
2.666	2.17978E+6	
2.669	2.17805E+6	
2.672	2.18006E+6	
2.675	2.18434E+6	
2.678	2.18106E+6	
2.681	2.18417E+6	
2.684	2.18361E+6	
2.687	2.18422E+6	
2.69	2.18671E+6	
2.693	2.18675E+6	
2.696	2.18427E+6	
2.699	2.1871E+6	
2.702	2.18572E+6	
2.705	2.18274E+6	
2.708	2.18154E+6	
2.711	2.18121E+6	
2.714	2.18398E+6	
2.717	2.18476E+6	
2.72	2.18649E+6	
2.723	2.18494E+6	
2.726	2.18324E+6	
2.729	2.18178E+6	
2.732	2.18379E+6	
2.735	2.18732E+6	
2.738	2.18251E+6	
2.741	2.18602E+6	
2.744	2.18492E+6	
2.747	2.18258E+6	
2.75	2.18426E+6	
2.753	2.18066E+6	
2.756	2.18346E+6	
2.759	2.18228E+6	
2.762	2.18599E+6	
2.765	2.18473E+6	
2.768	2.18185E+6	
2.771	2.17635E+6	
2.774	2.17108E+6	
2.777	2.17209E+6	
2.78	2.17796E+6	
2.783	2.18084E+6	
2.786	2.18523E+6	
2.789	2.18487E+6	
2.792	2.18222E+6	
2.795	2.18802E+6	
2.798	2.18554E+6	
2.801	2.18355E+6	
2.804	2.18282E+6	
2.807	2.18515E+6	
2.81	2.18514E+6	
2.813	2.18711E+6	
2.816	2.18395E+6	
2.819	2.18092E+6	
2.822	2.17493E+6	
2.825	2.17457E+6	
2.828	2.1777E+6	
2.831	2.18104E+6	
2.834	2.18024E+6	
2.837	2.18506E+6	
2.84	2.18417E+6	
2.843	2.1828E+6	
2.846	2.18326E+6	
2.849	2.18565E+6	
2.852	2.18405E+6	
2.855	2.17903E+6	
2.858	2.17535E+6	
2.861	2.1708E+6	
2.864	2.15858E+6	
2.867	2.15867E+6	
2.87	2.16725E+6	
2.873	2.17713E+6	
2.876	2.18584E+6	
2.879	2.18405E+6	
2.882	2.18609E+6	
2.885	2.18426E+6	
2.888	2.18529E+6	
2.891	2.18432E+6	
2.894	2.18267E+6	
2.897	2.18655E+6	
2.9	2.18529E+6	
2.903	2.18291E+6	
2.906	2.18522E+6	
2.909	2.18413E+6	
2.912	2.18007E+6	
2.915	2.1738E+6	
2.918	2.15857E+6	
2.921	2.15794E+6	
2.924	2.16775E+6	
2.927	2.1752E+6	
2.93	2.18301E+6	
2.933	2.18422E+6	
2.936	2.18527E+6	
2.939	2.18345E+6	
2.942	2.18405E+6	
2.945	2.18195E+6	
2.948	2.17854E+6	
2.951	2.1782E+6	
2.954	2.17162E+6	
2.957	2.17099E+6	
2.96	2.17682E+6	
2.963	2.18083E+6	
2.966	2.18357E+6	
2.969	2.18554E+6	
2.972	2.18446E+6	
2.975	2.18494E+6	
2.978	2.18313E+6	
2.981	2.18329E+6	
2.984	2.17984E+6	
2.987	2.18027E+6	
2.99	2.17814E+6	
2.993	2.17569E+6	
2.996	2.17366E+6	
2.999	2.16633E+6	
3.002	2.17213E+6	
3.005	2.18007E+6	
3.008	2.18234E+6	
3.011	2.18025E+6	
3.014	2.18392E+6	
3.017	2.1852E+6	
3.02	2.18089E+6	
3.023	2.18247E+6	
3.026	2.1868E+6	
3.029	2.18315E+6	
3.032	2.18566E+6	
3.035	2.18395E+6	
3.038	2.1833E+6	
3.041	2.18581E+6	
3.044	2.18821E+6	
3.047	2.18763E+6	
3.05	2.18558E+6	
3.053	2.18529E+6	
3.056	2.18407E+6	
3.059	2.18431E+6	
3.062	2.18285E+6	
3.065	2.18707E+6	
3.068	2.18015E+6	
3.071	2.1836E+6	
3.074	2.18365E+6	
3.077	2.18155E+6	
3.08	2.18205E+6	
3.083	2.18601E+6	
3.086	2.18687E+6	
3.089	2.18579E+6	
3.092	2.18311E+6	
3.095	2.1851E+6	
3.098	2.18385E+6	
3.101	2.18673E+6	
3.104	2.18297E+6	
3.107	2.18425E+6	
3.11	2.1837E+6	
3.113	2.18512E+6	
3.116	2.1825E+6	
3.119	2.1834E+6	
3.122	2.18409E+6	
3.125	2.1846E+6	
3.128	2.1869E+6	
3.131	2.18376E+6	
3.134	2.18436E+6	
3.137	2.18445E+6	
3.14	2.1852E+6	
3.143	2.18245E+6	
3.146	2.18583E+6	
3.149	2.18476E+6	
3.152	2.18915E+6	
3.155	2.1851E+6	
3.158	2.18582E+6	
3.161	2.18701E+6	
3.164	2.18315E+6	
3.167	2.18554E+6	
3.17	2.18592E+6	
3.173	2.18733E+6	
3.176	2.18585E+6	
3.179	2.18431E+6	
3.182	2.18779E+6	
3.185	2.18531E+6	
3.188	2.18377E+6	
3.191	2.18628E+6	
3.194	2.18351E+6	
3.197	2.18779E+6	
3.2	2.18182E+6	
s
