5.3175E+06 	5.3215E+06 	5.3183E+06 	5.3148E+06 	5.3160E+06 	5.3079E+06 	5.3043E+06 	5.3083E+06 	5.3077E+06 	5.3165E+06 	5.3154E+06 	5.3138E+06 	5.3115E+06 	5.3075E+06 	5.3131E+06 	5.3025E+06 	5.3037E+06 	5.3077E+06 	5.3029E+06 	5.2964E+06 	5.2957E+06 	5.2867E+06 	5.2817E+06 	5.2787E+06 	5.2668E+06 	5.2706E+06 	5.2738E+06 	5.2686E+06 	5.2766E+06 	5.2836E+06 	5.2779E+06 	5.2852E+06 	5.2847E+06 	5.2875E+06 	5.2918E+06 	5.2972E+06 	5.2977E+06 	5.2979E+06 	5.2985E+06 	5.3003E+06 	5.2984E+06 	5.2993E+06 	5.2964E+06 	5.3024E+06 	5.3002E+06 	5.2972E+06 	5.3010E+06 	5.2984E+06 	
5.3207E+06 	5.3135E+06 	5.3157E+06 	5.3141E+06 	5.3103E+06 	5.3141E+06 	5.3114E+06 	5.3091E+06 	5.3155E+06 	5.3124E+06 	5.3174E+06 	5.3190E+06 	5.3140E+06 	5.3110E+06 	5.3102E+06 	5.3078E+06 	5.3044E+06 	5.3025E+06 	5.2975E+06 	5.2939E+06 	5.2908E+06 	5.2857E+06 	5.2817E+06 	5.2793E+06 	5.2769E+06 	5.2738E+06 	5.2772E+06 	5.2791E+06 	5.2780E+06 	5.2801E+06 	5.2817E+06 	5.2867E+06 	5.2891E+06 	5.2891E+06 	5.2923E+06 	5.2993E+06 	5.2983E+06 	5.3002E+06 	5.2967E+06 	5.2971E+06 	5.3052E+06 	5.3033E+06 	5.3015E+06 	5.2956E+06 	5.2943E+06 	5.2941E+06 	5.2987E+06 	5.2965E+06 	
5.3084E+06 	5.3092E+06 	5.3079E+06 	5.3049E+06 	5.2989E+06 	5.3004E+06 	5.3046E+06 	5.3053E+06 	5.3034E+06 	5.2988E+06 	5.2945E+06 	5.2965E+06 	5.2995E+06 	5.2983E+06 	5.2956E+06 	5.2884E+06 	5.2891E+06 	5.2835E+06 	5.2823E+06 	5.2773E+06 	5.2737E+06 	5.2716E+06 	5.2688E+06 	5.2610E+06 	5.2634E+06 	5.2614E+06 	5.2639E+06 	5.2626E+06 	5.2649E+06 	5.2723E+06 	5.2673E+06 	5.2744E+06 	5.2714E+06 	5.2672E+06 	5.2761E+06 	5.2789E+06 	5.2753E+06 	5.2817E+06 	5.2789E+06 	5.2802E+06 	5.2800E+06 	5.2812E+06 	5.2713E+06 	5.2812E+06 	5.2788E+06 	5.2756E+06 	5.2777E+06 	5.2798E+06 	
5.2925E+06 	5.3020E+06 	5.2906E+06 	5.2957E+06 	5.2909E+06 	5.2942E+06 	5.2906E+06 	5.2870E+06 	5.2831E+06 	5.2852E+06 	5.2882E+06 	5.2870E+06 	5.2852E+06 	5.2848E+06 	5.2816E+06 	5.2806E+06 	5.2810E+06 	5.2725E+06 	5.2669E+06 	5.2682E+06 	5.2579E+06 	5.2614E+06 	5.2575E+06 	5.2513E+06 	5.2444E+06 	5.2444E+06 	5.2455E+06 	5.2450E+06 	5.2472E+06 	5.2497E+06 	5.2519E+06 	5.2590E+06 	5.2589E+06 	5.2627E+06 	5.2627E+06 	5.2694E+06 	5.2696E+06 	5.2669E+06 	5.2671E+06 	5.2684E+06 	5.2719E+06 	5.2706E+06 	5.2709E+06 	5.2665E+06 	5.2701E+06 	5.2708E+06 	5.2732E+06 	5.2657E+06 	
5.2903E+06 	5.2888E+06 	5.2879E+06 	5.2854E+06 	5.2791E+06 	5.2818E+06 	5.2879E+06 	5.2840E+06 	5.2843E+06 	5.2848E+06 	5.2829E+06 	5.2887E+06 	5.2923E+06 	5.2877E+06 	5.2857E+06 	5.2786E+06 	5.2804E+06 	5.2767E+06 	5.2749E+06 	5.2696E+06 	5.2672E+06 	5.2631E+06 	5.2603E+06 	5.2554E+06 	5.2567E+06 	5.2550E+06 	5.2560E+06 	5.2588E+06 	5.2603E+06 	5.2624E+06 	5.2620E+06 	5.2704E+06 	5.2702E+06 	5.2810E+06 	5.2829E+06 	5.2793E+06 	5.2812E+06 	5.2803E+06 	5.2797E+06 	5.2822E+06 	5.2823E+06 	5.2798E+06 	5.2830E+06 	5.2787E+06 	5.2780E+06 	5.2795E+06 	5.2739E+06 	5.2737E+06 	
5.2960E+06 	5.2926E+06 	5.2861E+06 	5.2877E+06 	5.2835E+06 	5.2880E+06 	5.2880E+06 	5.2881E+06 	5.2870E+06 	5.2936E+06 	5.2882E+06 	5.2901E+06 	5.2782E+06 	5.2842E+06 	5.2815E+06 	5.2802E+06 	5.2766E+06 	5.2784E+06 	5.2711E+06 	5.2668E+06 	5.2666E+06 	5.2611E+06 	5.2619E+06 	5.2577E+06 	5.2596E+06 	5.2572E+06 	5.2542E+06 	5.2582E+06 	5.2573E+06 	5.2621E+06 	5.2653E+06 	5.2675E+06 	5.2699E+06 	5.2682E+06 	5.2778E+06 	5.2817E+06 	5.2790E+06 	5.2762E+06 	5.2754E+06 	5.2800E+06 	5.2743E+06 	5.2783E+06 	5.2788E+06 	5.2729E+06 	5.2718E+06 	5.2724E+06 	5.2729E+06 	5.2776E+06 	
5.2874E+06 	5.2852E+06 	5.2843E+06 	5.2837E+06 	5.2875E+06 	5.2814E+06 	5.2822E+06 	5.2840E+06 	5.2879E+06 	5.2845E+06 	5.2878E+06 	5.2862E+06 	5.2942E+06 	5.2826E+06 	5.2826E+06 	5.2888E+06 	5.2863E+06 	5.2878E+06 	5.2741E+06 	5.2693E+06 	5.2641E+06 	5.2599E+06 	5.2554E+06 	5.2580E+06 	5.2568E+06 	5.2490E+06 	5.2480E+06 	5.2520E+06 	5.2497E+06 	5.2584E+06 	5.2551E+06 	5.2636E+06 	5.2649E+06 	5.2673E+06 	5.2699E+06 	5.2810E+06 	5.2768E+06 	5.2760E+06 	5.2814E+06 	5.2753E+06 	5.2748E+06 	5.2752E+06 	5.2785E+06 	5.2705E+06 	5.2745E+06 	5.2735E+06 	5.2708E+06 	5.2717E+06 	
5.2870E+06 	5.2859E+06 	5.2884E+06 	5.2890E+06 	5.2906E+06 	5.2898E+06 	5.2912E+06 	5.2893E+06 	5.2833E+06 	5.2847E+06 	5.2876E+06 	5.2863E+06 	5.2873E+06 	5.2859E+06 	5.2865E+06 	5.2903E+06 	5.2822E+06 	5.2825E+06 	5.2752E+06 	5.2771E+06 	5.2719E+06 	5.2692E+06 	5.2655E+06 	5.2611E+06 	5.2588E+06 	5.2608E+06 	5.2543E+06 	5.2607E+06 	5.2642E+06 	5.2661E+06 	5.2620E+06 	5.2702E+06 	5.2696E+06 	5.2745E+06 	5.2720E+06 	5.2748E+06 	5.2762E+06 	5.2824E+06 	5.2891E+06 	5.2836E+06 	5.2825E+06 	5.2863E+06 	5.2855E+06 	5.2847E+06 	5.2808E+06 	5.2844E+06 	5.2783E+06 	5.2747E+06 	
5.2934E+06 	5.2936E+06 	5.2875E+06 	5.2905E+06 	5.2900E+06 	5.2880E+06 	5.2919E+06 	5.2880E+06 	5.2907E+06 	5.2947E+06 	5.2974E+06 	5.3045E+06 	5.2985E+06 	5.2931E+06 	5.2973E+06 	5.2989E+06 	5.3013E+06 	5.2938E+06 	5.2882E+06 	5.2815E+06 	5.2818E+06 	5.2828E+06 	5.2764E+06 	5.2710E+06 	5.2685E+06 	5.2667E+06 	5.2651E+06 	5.2683E+06 	5.2699E+06 	5.2701E+06 	5.2724E+06 	5.2767E+06 	5.2780E+06 	5.2767E+06 	5.2787E+06 	5.2833E+06 	5.2848E+06 	5.2870E+06 	5.2905E+06 	5.2888E+06 	5.2833E+06 	5.2903E+06 	5.2875E+06 	5.2849E+06 	5.2819E+06 	5.2866E+06 	5.2833E+06 	5.2740E+06 	
5.2893E+06 	5.2915E+06 	5.2910E+06 	5.2837E+06 	5.2879E+06 	5.2848E+06 	5.2924E+06 	5.2916E+06 	5.2929E+06 	5.2980E+06 	5.2973E+06 	5.2951E+06 	5.2949E+06 	5.2979E+06 	5.2924E+06 	5.2949E+06 	5.2943E+06 	5.2962E+06 	5.2895E+06 	5.2893E+06 	5.2794E+06 	5.2818E+06 	5.2723E+06 	5.2696E+06 	5.2720E+06 	5.2662E+06 	5.2646E+06 	5.2705E+06 	5.2724E+06 	5.2692E+06 	5.2747E+06 	5.2779E+06 	5.2771E+06 	5.2846E+06 	5.2838E+06 	5.2874E+06 	5.2862E+06 	5.2848E+06 	5.2889E+06 	5.2892E+06 	5.2902E+06 	5.2811E+06 	5.2848E+06 	5.2836E+06 	5.2804E+06 	5.2835E+06 	5.2794E+06 	5.2794E+06 	
