2.4525E+00 	1.4166E+00 	
2.4625E+00 	1.4157E+00 	
2.4725E+00 	1.4234E+00 	
2.4825E+00 	1.4201E+00 	
2.4925E+00 	1.4250E+00 	
2.5025E+00 	1.4275E+00 	
2.5125E+00 	1.4256E+00 	
2.5225E+00 	1.4316E+00 	
2.5325E+00 	1.4346E+00 	
2.5425E+00 	1.4368E+00 	
2.5526E+00 	1.4409E+00 	
2.5626E+00 	1.4502E+00 	
2.5726E+00 	1.4497E+00 	
2.5826E+00 	1.4556E+00 	
2.5926E+00 	1.4626E+00 	
2.6026E+00 	1.4650E+00 	
2.6126E+00 	1.4675E+00 	
2.6226E+00 	1.4713E+00 	
2.6326E+00 	1.4783E+00 	
2.6426E+00 	1.4810E+00 	
2.6527E+00 	1.4884E+00 	
2.6627E+00 	1.4973E+00 	
2.6727E+00 	1.4999E+00 	
2.6827E+00 	1.4989E+00 	
2.6927E+00 	1.5045E+00 	
2.7027E+00 	1.5090E+00 	
2.7127E+00 	1.5132E+00 	
2.7227E+00 	1.5187E+00 	
2.7327E+00 	1.5232E+00 	
2.7427E+00 	1.5274E+00 	
2.7528E+00 	1.5285E+00 	
2.7628E+00 	1.5387E+00 	
2.7728E+00 	1.5354E+00 	
2.7828E+00 	1.5417E+00 	
2.7928E+00 	1.5453E+00 	
2.8028E+00 	1.5565E+00 	
2.8128E+00 	1.5575E+00 	
2.8228E+00 	1.5573E+00 	
2.8328E+00 	1.5630E+00 	
2.8428E+00 	1.5697E+00 	
2.8529E+00 	1.5689E+00 	
2.8629E+00 	1.5791E+00 	
2.8729E+00 	1.5773E+00 	
2.8829E+00 	1.5788E+00 	
2.8929E+00 	1.5897E+00 	
2.9029E+00 	1.5977E+00 	
2.9129E+00 	1.6007E+00 	
2.9229E+00 	1.6073E+00 	
2.9329E+00 	1.6006E+00 	
2.9429E+00 	1.6124E+00 	
2.9530E+00 	1.6174E+00 	
2.9630E+00 	1.6175E+00 	
2.9730E+00 	1.6241E+00 	
2.9830E+00 	1.6266E+00 	
2.9930E+00 	1.6312E+00 	
3.0030E+00 	1.6380E+00 	
3.0130E+00 	1.6372E+00 	
3.0230E+00 	1.6415E+00 	
3.0330E+00 	1.6503E+00 	
3.0430E+00 	1.6550E+00 	
3.0531E+00 	1.6520E+00 	
3.0631E+00 	1.6591E+00 	
3.0731E+00 	1.6636E+00 	
3.0831E+00 	1.6654E+00 	
3.0931E+00 	1.6675E+00 	
3.1031E+00 	1.6742E+00 	
3.1131E+00 	1.6777E+00 	
3.1231E+00 	1.6888E+00 	
3.1331E+00 	1.6880E+00 	
3.1431E+00 	1.6895E+00 	
3.1532E+00 	1.6972E+00 	
3.1632E+00 	1.6994E+00 	
3.1732E+00 	1.6996E+00 	
3.1832E+00 	1.7062E+00 	
3.1932E+00 	1.7054E+00 	
3.2032E+00 	1.7052E+00 	
3.2132E+00 	1.7126E+00 	
3.2232E+00 	1.7215E+00 	
3.2332E+00 	1.7221E+00 	
3.2432E+00 	1.7284E+00 	
3.2533E+00 	1.7224E+00 	
3.2633E+00 	1.7306E+00 	
3.2733E+00 	1.7294E+00 	
3.2833E+00 	1.7268E+00 	
3.2933E+00 	1.7306E+00 	
3.3033E+00 	1.7333E+00 	
3.3133E+00 	1.7334E+00 	
3.3233E+00 	1.7330E+00 	
3.3333E+00 	1.7306E+00 	
3.3433E+00 	1.7346E+00 	
3.3534E+00 	1.7348E+00 	
3.3634E+00 	1.7443E+00 	
3.3734E+00 	1.7433E+00 	
3.3834E+00 	1.7464E+00 	
