0.0000E+00 	 3.3937E+06 
1.0101E-05 	 3.3942E+06 
2.0202E-05 	 3.3895E+06 
3.0303E-05 	 3.3865E+06 
4.0404E-05 	 3.3808E+06 
5.0505E-05 	 3.3784E+06 
6.0606E-05 	 3.3762E+06 
7.0707E-05 	 3.3730E+06 
8.0808E-05 	 3.3681E+06 
9.0909E-05 	 3.3700E+06 
1.0101E-04 	 3.3655E+06 
1.1111E-04 	 3.3666E+06 
1.2121E-04 	 3.3653E+06 
1.3131E-04 	 3.3624E+06 
1.4141E-04 	 3.3591E+06 
1.5152E-04 	 3.3605E+06 
1.6162E-04 	 3.3581E+06 
1.7172E-04 	 3.3557E+06 
1.8182E-04 	 3.3588E+06 
1.9192E-04 	 3.3587E+06 
2.0202E-04 	 3.3570E+06 
2.1212E-04 	 3.3557E+06 
2.2222E-04 	 3.3558E+06 
2.3232E-04 	 3.3545E+06 
2.4242E-04 	 3.3533E+06 
2.5253E-04 	 3.3540E+06 
2.6263E-04 	 3.3531E+06 
2.7273E-04 	 3.3496E+06 
2.8283E-04 	 3.3531E+06 
2.9293E-04 	 3.3506E+06 
3.0303E-04 	 3.3514E+06 
3.1313E-04 	 3.3507E+06 
3.2323E-04 	 3.3512E+06 
3.3333E-04 	 3.3504E+06 
3.4343E-04 	 3.3505E+06 
3.5354E-04 	 3.3485E+06 
3.6364E-04 	 3.3502E+06 
3.7374E-04 	 3.3499E+06 
3.8384E-04 	 3.3498E+06 
3.9394E-04 	 3.3525E+06 
4.0404E-04 	 3.3507E+06 
4.1414E-04 	 3.3510E+06 
4.2424E-04 	 3.3510E+06 
4.3434E-04 	 3.3493E+06 
4.4444E-04 	 3.3485E+06 
4.5455E-04 	 3.3487E+06 
4.6465E-04 	 3.3468E+06 
4.7475E-04 	 3.3487E+06 
4.8485E-04 	 3.3485E+06 
4.9495E-04 	 3.3470E+06 
5.0505E-04 	 3.3505E+06 
5.1515E-04 	 3.3486E+06 
5.2525E-04 	 3.3489E+06 
5.3535E-04 	 3.3479E+06 
5.4545E-04 	 3.3473E+06 
5.5556E-04 	 3.3464E+06 
5.6566E-04 	 3.3447E+06 
5.7576E-04 	 3.3470E+06 
5.8586E-04 	 3.3477E+06 
5.9596E-04 	 3.3454E+06 
6.0606E-04 	 3.3470E+06 
6.1616E-04 	 3.3471E+06 
6.2626E-04 	 3.3452E+06 
6.3636E-04 	 3.3443E+06 
6.4646E-04 	 3.3471E+06 
6.5657E-04 	 3.3470E+06 
6.6667E-04 	 3.3459E+06 
6.7677E-04 	 3.3449E+06 
6.8687E-04 	 3.3451E+06 
6.9697E-04 	 3.3451E+06 
7.0707E-04 	 3.3452E+06 
7.1717E-04 	 3.3455E+06 
7.2727E-04 	 3.3457E+06 
7.3737E-04 	 3.3447E+06 
7.4747E-04 	 3.3440E+06 
7.5758E-04 	 3.3486E+06 
7.6768E-04 	 3.3445E+06 
7.7778E-04 	 3.3471E+06 
7.8788E-04 	 3.3440E+06 
7.9798E-04 	 3.3440E+06 
8.0808E-04 	 3.3430E+06 
8.1818E-04 	 3.3450E+06 
8.2828E-04 	 3.3429E+06 
8.3838E-04 	 3.3447E+06 
8.4848E-04 	 3.3473E+06 
8.5859E-04 	 3.3452E+06 
8.6869E-04 	 3.3479E+06 
8.7879E-04 	 3.3459E+06 
8.8889E-04 	 3.3442E+06 
8.9899E-04 	 3.3450E+06 
9.0909E-04 	 3.3440E+06 
9.1919E-04 	 3.3452E+06 
9.2929E-04 	 3.3475E+06 
9.3939E-04 	 3.3479E+06 
9.4949E-04 	 3.3464E+06 
9.5960E-04 	 3.3489E+06 
9.6970E-04 	 3.3459E+06 
9.7980E-04 	 3.3448E+06 
9.8990E-04 	 3.3458E+06 
1.0000E-03 	 3.3449E+06 
