Temps - Tracé 0	Amplitude - Tracé 0	
0	2.31349E+6	
1E-7	2.35126E+6	
2E-7	2.34053E+6	
3E-7	2.26887E+6	
4E-7	2.25814E+6	
5E-7	2.26535E+6	
6E-7	2.23542E+6	
7E-7	2.22884E+6	
8E-7	2.30177E+6	
9E-7	2.307E+6	
1E-6	2.32954E+6	
1.1E-6	2.27482E+6	
1.2E-6	2.28536E+6	
1.3E-6	2.24678E+6	
1.4E-6	2.23939E+6	
1.5E-6	2.24345E+6	
1.6E-6	2.28041E+6	
1.7E-6	2.34279E+6	
1.8E-6	2.33449E+6	
1.9E-6	2.29925E+6	
2E-6	2.28068E+6	
2.1E-6	2.25607E+6	
2.2E-6	2.25661E+6	
2.3E-6	2.23894E+6	
2.4E-6	2.24849E+6	
2.5E-6	2.29834E+6	
2.6E-6	2.33846E+6	
2.7E-6	2.32151E+6	
2.8E-6	2.29501E+6	
2.9E-6	2.2631E+6	
3E-6	2.26896E+6	
3.1E-6	2.22947E+6	
3.2E-6	2.26797E+6	
3.3E-6	2.29663E+6	
3.4E-6	2.32286E+6	
3.5E-6	2.32332E+6	
3.6E-6	2.31142E+6	
3.7E-6	2.31097E+6	
3.8E-6	2.2585E+6	
3.9E-6	2.26427E+6	
4E-6	2.25093E+6	
4.1E-6	2.29735E+6	
4.2E-6	2.28158E+6	
4.3E-6	2.32241E+6	
4.4E-6	2.33161E+6	
4.5E-6	2.29699E+6	
4.6E-6	2.29032E+6	
4.7E-6	2.25733E+6	
4.8E-6	2.24453E+6	
