Temps - Tracé 0	Amplitude - Tracé 0	
0	2.27032E+6	
1E-7	2.29794E+6	
2E-7	2.30616E+6	
3E-7	2.23727E+6	
4E-7	2.23612E+6	
5E-7	2.20604E+6	
6E-7	2.23004E+6	
7E-7	2.17069E+6	
8E-7	2.25076E+6	
9E-7	2.3249E+6	
1E-6	2.30205E+6	
1.1E-6	2.24352E+6	
1.2E-6	2.23826E+6	
1.3E-6	2.22018E+6	
1.4E-6	2.18138E+6	
1.5E-6	2.16576E+6	
1.6E-6	2.22774E+6	
1.7E-6	2.27936E+6	
1.8E-6	2.30896E+6	
1.9E-6	2.28084E+6	
2E-6	2.26029E+6	
2.1E-6	2.24171E+6	
2.2E-6	2.18466E+6	
2.3E-6	2.18795E+6	
2.4E-6	2.23201E+6	
2.5E-6	2.23251E+6	
2.6E-6	2.31307E+6	
2.7E-6	2.26851E+6	
2.8E-6	2.29268E+6	
2.9E-6	2.26457E+6	
3E-6	2.19535E+6	
3.1E-6	2.2353E+6	
3.2E-6	2.19782E+6	
3.3E-6	2.23925E+6	
3.4E-6	2.22297E+6	
3.5E-6	2.30024E+6	
3.6E-6	2.2644E+6	
3.7E-6	2.2307E+6	
3.8E-6	2.25503E+6	
3.9E-6	2.18729E+6	
4E-6	2.18253E+6	
4.1E-6	2.2381E+6	
4.2E-6	2.209E+6	
4.3E-6	2.26013E+6	
4.4E-6	2.27098E+6	
4.5E-6	2.26703E+6	
4.6E-6	2.26785E+6	
4.7E-6	2.20719E+6	
4.8E-6	2.23119E+6	
