Temps - Tracé 0	Amplitude - Tracé 0	
0	1.15952E+6	
1E-7	1.13535E+6	
2E-7	1.13997E+6	
3E-7	1.10467E+6	
4E-7	1.07335E+6	
5E-7	1.10908E+6	
6E-7	1.12274E+6	
7E-7	1.11749E+6	
8E-7	1.15847E+6	
9E-7	1.08953E+6	
1E-6	1.07839E+6	
1.1E-6	1.07797E+6	
1.2E-6	1.12001E+6	
1.3E-6	1.13031E+6	
1.4E-6	1.16435E+6	
1.5E-6	1.11034E+6	
1.6E-6	1.09269E+6	
1.7E-6	1.10446E+6	
1.8E-6	1.0517E+6	
1.9E-6	1.1013E+6	
2E-6	1.13157E+6	
2.1E-6	1.13115E+6	
2.2E-6	1.09731E+6	
2.3E-6	1.08281E+6	
2.4E-6	1.1177E+6	
2.5E-6	1.1034E+6	
2.6E-6	1.1364E+6	
2.7E-6	1.14922E+6	
2.8E-6	1.12232E+6	
2.9E-6	1.09815E+6	
3E-6	1.0868E+6	
3.1E-6	1.07104E+6	
3.2E-6	1.11286E+6	
3.3E-6	1.1116E+6	
3.4E-6	1.13682E+6	
3.5E-6	1.12064E+6	
3.6E-6	1.09752E+6	
3.7E-6	1.07398E+6	
3.8E-6	1.09311E+6	
3.9E-6	1.11938E+6	
4E-6	1.17045E+6	
4.1E-6	1.13976E+6	
4.2E-6	1.12442E+6	
4.3E-6	1.08701E+6	
4.4E-6	1.09794E+6	
4.5E-6	1.12526E+6	
4.6E-6	1.12778E+6	
4.7E-6	1.11938E+6	
4.8E-6	1.0599E+6	
