Temps - Tracé 0	Amplitude - Tracé 0	
0	1.10401E+6	
4E-6	1.10977E+6	
8E-6	1.11564E+6	
1.2E-5	1.11645E+6	
1.6E-5	1.12034E+6	
2E-5	1.12395E+6	
2.4E-5	1.13043E+6	
2.8E-5	1.13083E+6	
3.2E-5	1.13302E+6	
3.6E-5	1.13592E+6	
4E-5	1.13439E+6	
4.4E-5	1.13872E+6	
4.8E-5	1.13767E+6	
5.2E-5	1.14242E+6	
5.6E-5	1.14105E+6	
6E-5	1.14392E+6	
6.4E-5	1.14311E+6	
6.8E-5	1.14656E+6	
7.2E-5	1.14866E+6	
7.6E-5	1.14574E+6	
8E-5	1.14522E+6	
8.4E-5	1.15156E+6	
8.8E-5	1.14671E+6	
9.2E-5	1.15044E+6	
9.6E-5	1.14874E+6	
0.0001	1.14901E+6	
0.000104	1.15021E+6	
0.000108	1.15082E+6	
0.000112	1.15535E+6	
0.000116	1.15007E+6	
0.00012	1.15156E+6	
0.000124	1.15275E+6	
0.000128	1.1484E+6	
0.000132	1.15323E+6	
0.000136	1.15673E+6	
0.00014	1.15276E+6	
0.000144	1.15596E+6	
0.000148	1.15639E+6	
0.000152	1.15587E+6	
0.000156	1.15567E+6	
0.00016	1.15263E+6	
0.000164	1.15495E+6	
0.000168	1.15448E+6	
0.000172	1.15571E+6	
0.000176	1.15673E+6	
0.00018	1.15562E+6	
0.000184	1.15602E+6	
0.000188	1.15708E+6	
0.000192	1.15772E+6	
