0.0000E+00 	5.1017E+06 	0.0000E+00 	-7.7766E-04 	0.0000E+00 	2.2774E+04 	
5.0000E-02 	5.1001E+06 	1.3750E-03 	-1.1064E-03 	5.0000E-02 	1.5700E+02 	
1.0000E-01 	5.1007E+06 	2.7500E-03 	-1.1064E-03 	1.0000E-01 	1.4140E+03 	
1.5000E-01 	5.1002E+06 	4.1250E-03 	-7.7766E-04 	1.5000E-01 	1.5090E+03 	
2.0000E-01 	5.1006E+06 	5.5000E-03 	-1.4352E-03 	2.0000E-01 	1.3660E+03 	
2.5000E-01 	5.1034E+06 	6.8750E-03 	-4.4887E-04 	2.5000E-01 	1.3320E+03 	
3.0000E-01 	5.1012E+06 	8.2500E-03 	-1.4352E-03 	3.0000E-01 	1.4370E+03 	
3.5000E-01 	5.1012E+06 	9.6250E-03 	-1.7640E-03 	3.5000E-01 	1.3560E+03 	
4.0000E-01 	5.1041E+06 	1.1000E-02 	-1.1064E-03 	4.0000E-01 	1.3370E+03 	
4.5000E-01 	5.1016E+06 	1.2375E-02 	-4.4887E-04 	4.5000E-01 	1.3590E+03 	
5.0000E-01 	5.1019E+06 	1.3750E-02 	-7.7766E-04 	5.0000E-01 	1.3530E+03 	
5.5000E-01 	5.1015E+06 	1.5125E-02 	-1.7640E-03 	5.5000E-01 	1.3410E+03 	
6.0000E-01 	5.1019E+06 	1.6500E-02 	-1.7640E-03 	6.0000E-01 	1.4160E+03 	
6.5000E-01 	5.1020E+06 	1.7875E-02 	-7.7766E-04 	6.5000E-01 	1.3480E+03 	
7.0000E-01 	5.1017E+06 	1.9250E-02 	-1.1064E-03 	7.0000E-01 	1.3530E+03 	
7.5000E-01 	5.1018E+06 	2.0625E-02 	-1.4352E-03 	7.5000E-01 	1.3740E+03 	
8.0000E-01 	5.0998E+06 	2.2000E-02 	-2.4216E-03 	8.0000E-01 	1.3530E+03 	
8.5000E-01 	5.1012E+06 	2.3375E-02 	-2.0928E-03 	8.5000E-01 	1.3410E+03 	
9.0000E-01 	5.1023E+06 	2.4750E-02 	-1.1064E-03 	9.0000E-01 	1.3950E+03 	
9.5000E-01 	5.1018E+06 	2.6125E-02 	-1.4352E-03 	9.5000E-01 	1.3230E+03 	
1.0000E+00 	5.1031E+06 	2.7500E-02 	-1.7640E-03 	1.0000E+00 	1.3180E+03 	
1.0500E+00 	5.1008E+06 	2.8875E-02 	-1.7640E-03 	1.0500E+00 	1.3780E+03 	
1.1000E+00 	5.1001E+06 	3.0250E-02 	-7.7766E-04 	1.1000E+00 	1.3540E+03 	
1.1500E+00 	5.0992E+06 	3.1625E-02 	-4.4887E-04 	1.1500E+00 	1.3330E+03 	
