0.0000E+00 	7.1577E+06 	
6.0000E-02 	7.1544E+06 	
1.2000E-01 	7.1584E+06 	
1.8000E-01 	7.1510E+06 	
2.4000E-01 	7.1530E+06 	
3.0000E-01 	7.1523E+06 	
3.6000E-01 	7.1579E+06 	
4.2000E-01 	7.1551E+06 	
4.8000E-01 	7.1503E+06 	
5.4000E-01 	7.1602E+06 	
6.0000E-01 	7.1524E+06 	
6.6000E-01 	7.1496E+06 	
7.2000E-01 	7.1570E+06 	
7.8000E-01 	7.1513E+06 	
8.4000E-01 	7.1435E+06 	
9.0000E-01 	7.1606E+06 	
9.6000E-01 	7.1485E+06 	
1.0200E+00 	7.1524E+06 	
1.0800E+00 	7.1477E+06 	
1.1400E+00 	7.1480E+06 	
1.2000E+00 	7.1477E+06 	
1.2600E+00 	7.1518E+06 	
1.3200E+00 	7.1508E+06 	
1.3800E+00 	7.1433E+06 	
1.4400E+00 	7.1521E+06 	
1.5000E+00 	7.1497E+06 	
1.5600E+00 	7.1510E+06 	
1.6200E+00 	7.1445E+06 	
1.6800E+00 	7.1492E+06 	
1.7400E+00 	7.1455E+06 	
1.8000E+00 	7.1466E+06 	
1.8600E+00 	7.1484E+06 	
1.9200E+00 	7.1459E+06 	
1.9800E+00 	7.1521E+06 	
2.0400E+00 	7.1489E+06 	
2.1000E+00 	7.1491E+06 	
2.1600E+00 	7.1484E+06 	
2.2200E+00 	7.1498E+06 	
2.2800E+00 	7.1504E+06 	
2.3400E+00 	7.1494E+06 	
2.4000E+00 	7.1428E+06 	
2.4600E+00 	7.1528E+06 	
2.5200E+00 	7.1439E+06 	
2.5800E+00 	7.1437E+06 	
2.6400E+00 	7.1449E+06 	
2.7000E+00 	7.1408E+06 	
2.7600E+00 	7.1419E+06 	
2.8200E+00 	7.1343E+06 	
2.8800E+00 	7.1358E+06 	
2.9400E+00 	7.1392E+06 	
3.0000E+00 	7.1354E+06 	
3.0600E+00 	7.1358E+06 	
3.1200E+00 	7.1280E+06 	
3.1800E+00 	7.1250E+06 	
3.2400E+00 	7.1278E+06 	
3.3000E+00 	7.1248E+06 	
3.3600E+00 	7.1191E+06 	
3.4200E+00 	7.1237E+06 	
3.4800E+00 	7.1168E+06 	
3.5400E+00 	7.1170E+06 	
3.6000E+00 	7.1124E+06 	
3.6600E+00 	7.1123E+06 	
3.7200E+00 	7.1026E+06 	
3.7800E+00 	7.1029E+06 	
3.8400E+00 	7.1004E+06 	
3.9000E+00 	7.1044E+06 	
3.9600E+00 	7.0975E+06 	
4.0200E+00 	7.1014E+06 	
4.0800E+00 	7.0952E+06 	
4.1400E+00 	7.0896E+06 	
4.2000E+00 	7.0815E+06 	
4.2600E+00 	7.0759E+06 	
4.3200E+00 	7.0757E+06 	
4.3800E+00 	7.0703E+06 	
4.4400E+00 	7.0580E+06 	
4.5000E+00 	7.0600E+06 	
4.5600E+00 	7.0534E+06 	
4.6200E+00 	7.0548E+06 	
4.6800E+00 	7.0513E+06 	
4.7400E+00 	7.0524E+06 	
4.8000E+00 	7.0492E+06 	
4.8600E+00 	7.0504E+06 	
4.9200E+00 	7.0453E+06 	
4.9800E+00 	7.0419E+06 	
5.0400E+00 	7.0433E+06 	
5.1000E+00 	7.0401E+06 	
5.1600E+00 	7.0406E+06 	
5.2200E+00 	7.0479E+06 	
5.2800E+00 	7.0441E+06 	
5.3400E+00 	7.0481E+06 	
