Temps - Tracé 0	Amplitude - Tracé 0	
0	773857	
1E-6	788282	
2E-6	789069	
3E-6	781672	
4E-6	788160	
5E-6	785088	
6E-6	791133	
7E-6	792067	
8E-6	787742	
9E-6	786783	
1E-5	781598	
1.1E-5	786832	
1.2E-5	778821	
1.3E-5	779706	
1.4E-5	774618	
1.5E-5	784670	
1.6E-5	784006	
1.7E-5	780074	
1.8E-5	781745	
1.9E-5	788430	
2E-5	778821	
2.1E-5	770883	
2.2E-5	785776	
2.3E-5	775257	
2.4E-5	773390	
2.5E-5	779706	
2.6E-5	774938	
2.7E-5	775159	
2.8E-5	768032	
2.9E-5	758153	
3E-5	765624	
3.1E-5	769310	
3.2E-5	765968	
3.3E-5	772480	
3.4E-5	761176	
3.5E-5	756728	
3.6E-5	763928	
3.7E-5	753066	
3.8E-5	751468	
3.9E-5	748077	
4E-5	744071	
4.1E-5	746406	
4.2E-5	750117	
4.3E-5	741737	
4.4E-5	755572	
4.5E-5	739648	
4.6E-5	747757	
4.7E-5	752156	
4.8E-5	742793	
4.9E-5	736600	
5E-5	743113	
5.1E-5	744096	
5.2E-5	740729	
5.3E-5	742081	
5.4E-5	738640	
5.5E-5	748765	
5.6E-5	749453	
5.7E-5	737411	
5.8E-5	740852	
5.9E-5	739795	
6E-5	734560	
6.1E-5	738198	
6.2E-5	742720	
6.3E-5	741859	
6.4E-5	736797	
6.5E-5	740729	
6.6E-5	740581	
6.7E-5	745644	
6.8E-5	744268	
6.9E-5	754884	
7E-5	750436	
7.1E-5	741761	
7.2E-5	746283	
7.3E-5	750338	
7.4E-5	751124	
7.5E-5	742842	
7.6E-5	753975	
7.7E-5	750657	
7.8E-5	750559	
7.9E-5	749797	
8E-5	748618	
8.1E-5	747905	
8.2E-5	753361	
8.3E-5	750018	
8.4E-5	754147	
8.5E-5	749011	
8.6E-5	742572	
8.7E-5	744096	
8.8E-5	748888	
8.9E-5	747610	
9E-5	751026	
9.1E-5	749060	
9.2E-5	740680	
9.3E-5	742892	
9.4E-5	739992	
9.5E-5	751272	
9.6E-5	745374	
9.7E-5	741417	
9.8E-5	745054	
9.9E-5	740606	
0.0001	740778	
0.000101	739721	
0.000102	742302	
0.000103	736846	
0.000104	744317	
0.000105	737092	
0.000106	734683	
0.000107	736969	
0.000108	733627	
0.000109	729056	
0.00011	733405	
0.000111	730948	
0.000112	733479	
0.000113	729375	
0.000114	734118	
0.000115	729006	
0.000116	721634	
0.000117	732177	
0.000118	723944	
0.000119	726770	
0.00012	732816	
0.000121	729744	
0.000122	723157	
0.000123	734192	
0.000124	724755	
0.000125	729203	
0.000126	729695	
0.000127	730260	
0.000128	730358	
0.000129	734978	
0.00013	726598	
0.000131	734585	
0.000132	732472	
0.000133	733209	
0.000134	737387	
0.000135	734585	
0.000136	728810	
0.000137	733602	
