4.2356E+06 	4.2199E+06 	4.2070E+06 	4.2004E+06 	4.1972E+06 	4.1888E+06 	4.1828E+06 	4.1806E+06 	4.1640E+06 	4.1856E+06 	4.1903E+06 	4.1962E+06 	4.2093E+06 	4.2163E+06 	4.2177E+06 	4.2171E+06 	4.2076E+06 	4.2036E+06 	4.2094E+06 	4.2086E+06 	4.2142E+06 	4.2011E+06 	4.1519E+06 	4.1660E+06 	4.1875E+06 	4.2150E+06 	4.2150E+06 	4.2021E+06 	4.2111E+06 	4.2240E+06 	4.2318E+06 	4.2347E+06 	4.2149E+06 	4.2186E+06 	4.2182E+06 	4.2131E+06 	4.2016E+06 	4.1918E+06 	4.1897E+06 	4.1708E+06 	4.1853E+06 	4.1848E+06 	4.1916E+06 	4.2042E+06 	4.2127E+06 	4.2226E+06 	4.2293E+06 	4.2294E+06 	4.2244E+06 	4.2111E+06 	4.2122E+06 	4.2287E+06 	4.2439E+06 	4.2356E+06 	4.2224E+06 	4.2186E+06 	4.2170E+06 	4.2123E+06 	4.1959E+06 	4.1779E+06 	4.1747E+06 	4.1831E+06 	4.1907E+06 	4.1934E+06 	4.1903E+06 	4.2157E+06 	4.2270E+06 	4.2151E+06 	4.2271E+06 	4.2313E+06 	
4.1680E+06 	4.1916E+06 	4.1933E+06 	4.2022E+06 	4.2072E+06 	4.2107E+06 	4.1974E+06 	4.1766E+06 	4.1785E+06 	4.1655E+06 	4.1639E+06 	4.1764E+06 	4.1710E+06 	4.1672E+06 	4.1661E+06 	4.1590E+06 	4.1580E+06 	4.1634E+06 	4.1799E+06 	4.1558E+06 	4.1430E+06 	4.1361E+06 	4.1467E+06 	4.1422E+06 	4.1646E+06 	4.1439E+06 	4.1633E+06 	4.1642E+06 	4.1920E+06 	4.1616E+06 	4.1674E+06 	4.1764E+06 	4.1693E+06 	4.1672E+06 	4.1558E+06 	4.1502E+06 	4.1618E+06 	4.1546E+06 	4.1267E+06 	4.1273E+06 	4.1338E+06 	4.1450E+06 	4.1378E+06 	4.1321E+06 	4.1396E+06 	4.1494E+06 	4.1742E+06 	4.1778E+06 	4.1888E+06 	4.1745E+06 	4.1773E+06 	4.1924E+06 	4.1908E+06 	4.1708E+06 	4.1828E+06 	4.1802E+06 	4.1749E+06 	4.1827E+06 	4.1946E+06 	4.1910E+06 	4.1962E+06 	4.2132E+06 	4.1958E+06 	4.2064E+06 	4.2080E+06 	4.1912E+06 	4.2126E+06 	4.2109E+06 	4.2155E+06 	4.1875E+06 	
4.1440E+06 	4.1455E+06 	4.1624E+06 	4.1729E+06 	4.1879E+06 	4.1804E+06 	4.1851E+06 	4.1808E+06 	4.1868E+06 	4.1842E+06 	4.1626E+06 	4.1758E+06 	4.1569E+06 	4.1653E+06 	4.1654E+06 	4.1609E+06 	4.1890E+06 	4.1715E+06 	4.1813E+06 	4.1781E+06 	4.1757E+06 	4.1758E+06 	4.1852E+06 	4.1846E+06 	4.1824E+06 	4.1768E+06 	4.1884E+06 	4.1948E+06 	4.1823E+06 	4.2000E+06 	4.1887E+06 	4.1812E+06 	4.1758E+06 	4.1850E+06 	4.1784E+06 	4.1713E+06 	4.1777E+06 	4.1677E+06 	4.1592E+06 	4.1550E+06 	4.1501E+06 	4.1729E+06 	4.1669E+06 	4.1641E+06 	4.1728E+06 	4.1893E+06 	4.1916E+06 	4.1937E+06 	4.2073E+06 	4.2031E+06 	4.2036E+06 	4.1822E+06 	4.2014E+06 	4.1896E+06 	4.1884E+06 	4.2028E+06 	4.2076E+06 	4.1842E+06 	4.1917E+06 	4.1944E+06 	4.1943E+06 	4.1856E+06 	4.1919E+06 	4.1944E+06 	4.1803E+06 	4.1892E+06 	4.1769E+06 	4.1874E+06 	4.1879E+06 	4.1858E+06 	
4.1989E+06 	4.2027E+06 	4.1920E+06 	4.1927E+06 	4.1889E+06 	4.1972E+06 	4.1931E+06 	4.1921E+06 	4.1939E+06 	4.1854E+06 	4.1931E+06 	4.1882E+06 	4.1937E+06 	4.1995E+06 	4.1833E+06 	4.1911E+06 	4.1963E+06 	4.1949E+06 	4.1994E+06 	4.1959E+06 	4.1861E+06 	4.1901E+06 	4.1972E+06 	4.2032E+06 	4.2000E+06 	4.1953E+06 	4.2071E+06 	4.2085E+06 	4.1939E+06 	4.1985E+06 	4.1850E+06 	4.2039E+06 	4.1936E+06 	4.2012E+06 	4.1998E+06 	4.1913E+06 	4.1936E+06 	4.1906E+06 	4.1990E+06 	4.1891E+06 	4.2009E+06 	4.1890E+06 	4.2037E+06 	4.1974E+06 	4.1912E+06 	4.1956E+06 	4.2020E+06 	4.2008E+06 	4.1909E+06 	4.1991E+06 	4.1933E+06 	4.1990E+06 	4.1952E+06 	4.1914E+06 	4.1941E+06 	4.2000E+06 	4.1946E+06 	4.1873E+06 	4.1859E+06 	4.1841E+06 	4.1875E+06 	4.1898E+06 	4.1875E+06 	4.1803E+06 	4.1746E+06 	4.1726E+06 	4.1840E+06 	4.1888E+06 	4.1849E+06 	4.1859E+06 	
4.1951E+06 	4.1972E+06 	4.1926E+06 	4.2039E+06 	4.1966E+06 	4.1917E+06 	4.1960E+06 	4.2110E+06 	4.1984E+06 	4.2052E+06 	4.2021E+06 	4.2056E+06 	4.1914E+06 	4.2090E+06 	4.2076E+06 	4.2048E+06 	4.2116E+06 	4.2063E+06 	4.2066E+06 	4.2032E+06 	4.2087E+06 	4.2017E+06 	4.2020E+06 	4.2104E+06 	4.2102E+06 	4.2052E+06 	4.2033E+06 	4.1952E+06 	4.2019E+06 	4.2129E+06 	4.2086E+06 	4.2134E+06 	4.2144E+06 	4.2042E+06 	4.2085E+06 	4.2053E+06 	4.2136E+06 	4.2087E+06 	4.2099E+06 	4.2138E+06 	4.2084E+06 	4.2099E+06 	4.2120E+06 	4.2107E+06 	4.2058E+06 	4.2216E+06 	4.2186E+06 	4.2090E+06 	4.2010E+06 	4.2019E+06 	4.2069E+06 	4.2244E+06 	4.2153E+06 	4.2170E+06 	4.2030E+06 	4.2108E+06 	4.2054E+06 	4.2076E+06 	4.2077E+06 	4.2047E+06 	4.2074E+06 	4.1947E+06 	4.1864E+06 	4.1932E+06 	4.1937E+06 	4.1937E+06 	4.1832E+06 	4.1853E+06 	4.1845E+06 	4.1862E+06 	
4.1846E+06 	4.1899E+06 	4.1836E+06 	4.1590E+06 	4.1567E+06 	4.1613E+06 	4.1503E+06 	4.1584E+06 	4.1638E+06 	4.1606E+06 	4.1609E+06 	4.1657E+06 	4.1737E+06 	4.1704E+06 	4.1834E+06 	4.1774E+06 	4.1796E+06 	4.1797E+06 	4.1816E+06 	4.1811E+06 	4.1749E+06 	4.1782E+06 	4.1822E+06 	4.1713E+06 	4.1668E+06 	4.1680E+06 	4.1615E+06 	4.1623E+06 	4.1674E+06 	4.1669E+06 	4.1521E+06 	4.1550E+06 	4.1590E+06 	4.1553E+06 	4.1498E+06 	4.1587E+06 	4.1537E+06 	4.1441E+06 	4.1684E+06 	4.1482E+06 	4.1588E+06 	4.1600E+06 	4.1626E+06 	4.1735E+06 	4.1570E+06 	4.1718E+06 	4.1574E+06 	4.1648E+06 	4.1702E+06 	4.1707E+06 	4.1661E+06 	4.1615E+06 	4.1526E+06 	4.1694E+06 	4.1589E+06 	4.1592E+06 	4.1603E+06 	4.1562E+06 	4.1688E+06 	4.1584E+06 	4.1562E+06 	4.1585E+06 	4.1702E+06 	4.1696E+06 	4.1739E+06 	4.1755E+06 	4.1726E+06 	4.1720E+06 	4.1578E+06 	4.1680E+06 	
4.2073E+06 	4.2007E+06 	4.2115E+06 	4.2145E+06 	4.2023E+06 	4.2154E+06 	4.2021E+06 	4.2094E+06 	4.1970E+06 	4.1968E+06 	4.1968E+06 	4.2017E+06 	4.1990E+06 	4.1994E+06 	4.2086E+06 	4.2052E+06 	4.2046E+06 	4.1988E+06 	4.2058E+06 	4.2115E+06 	4.2017E+06 	4.2123E+06 	4.2085E+06 	4.2083E+06 	4.2174E+06 	4.2191E+06 	4.2158E+06 	4.2327E+06 	4.2147E+06 	4.2149E+06 	4.2212E+06 	4.2143E+06 	4.2200E+06 	4.2225E+06 	4.2170E+06 	4.2099E+06 	4.2157E+06 	4.2141E+06 	4.2218E+06 	4.2212E+06 	4.2199E+06 	4.2128E+06 	4.2155E+06 	4.2171E+06 	4.2170E+06 	4.2188E+06 	4.2237E+06 	4.2258E+06 	4.2124E+06 	4.2135E+06 	4.2255E+06 	4.2156E+06 	4.2268E+06 	4.2182E+06 	4.2228E+06 	4.2221E+06 	4.2184E+06 	4.2279E+06 	4.2153E+06 	4.2159E+06 	4.2213E+06 	4.2145E+06 	4.2134E+06 	4.2217E+06 	4.2182E+06 	4.2267E+06 	4.2147E+06 	4.2208E+06 	4.2153E+06 	4.2209E+06 	
4.2165E+06 	4.2180E+06 	4.2068E+06 	4.2057E+06 	4.2126E+06 	4.2113E+06 	4.2117E+06 	4.2065E+06 	4.1942E+06 	4.1915E+06 	4.1816E+06 	4.1954E+06 	4.2014E+06 	4.1891E+06 	4.1926E+06 	4.1907E+06 	4.2010E+06 	4.1906E+06 	4.1980E+06 	4.1809E+06 	4.1932E+06 	4.1968E+06 	4.1939E+06 	4.1977E+06 	4.1917E+06 	4.1973E+06 	4.1886E+06 	4.1879E+06 	4.2010E+06 	4.2010E+06 	4.1950E+06 	4.2006E+06 	4.1840E+06 	4.1980E+06 	4.1975E+06 	4.1964E+06 	4.2028E+06 	4.1998E+06 	4.2062E+06 	4.1976E+06 	4.2040E+06 	4.2091E+06 	4.1996E+06 	4.1983E+06 	4.1895E+06 	4.2071E+06 	4.1894E+06 	4.1971E+06 	4.1989E+06 	4.1876E+06 	4.1906E+06 	4.1796E+06 	4.2059E+06 	4.1910E+06 	4.1869E+06 	4.1820E+06 	4.1896E+06 	4.1873E+06 	4.1830E+06 	4.1910E+06 	4.1861E+06 	4.2076E+06 	4.2048E+06 	4.2015E+06 	4.2108E+06 	4.2085E+06 	4.2221E+06 	4.2174E+06 	4.2245E+06 	4.2323E+06 	
4.1841E+06 	4.1968E+06 	4.2067E+06 	4.1945E+06 	4.1830E+06 	4.2067E+06 	4.1938E+06 	4.1956E+06 	4.2060E+06 	4.1924E+06 	4.1887E+06 	4.1981E+06 	4.1994E+06 	4.2128E+06 	4.2107E+06 	4.2036E+06 	4.1979E+06 	4.2056E+06 	4.1826E+06 	4.1941E+06 	4.2027E+06 	4.1953E+06 	4.1830E+06 	4.1864E+06 	4.1894E+06 	4.1844E+06 	4.1879E+06 	4.1931E+06 	4.1854E+06 	4.1836E+06 	4.1885E+06 	4.1812E+06 	4.1649E+06 	4.1773E+06 	4.1617E+06 	4.1586E+06 	4.1522E+06 	4.1410E+06 	4.1329E+06 	4.1419E+06 	4.1489E+06 	4.1594E+06 	4.1754E+06 	4.1726E+06 	4.1828E+06 	4.1844E+06 	4.1822E+06 	4.1946E+06 	4.1874E+06 	4.1898E+06 	4.1992E+06 	4.1911E+06 	4.1921E+06 	4.1807E+06 	4.1924E+06 	4.1903E+06 	4.1862E+06 	4.1811E+06 	4.1857E+06 	4.1808E+06 	4.1810E+06 	4.1935E+06 	4.1936E+06 	4.1811E+06 	4.1944E+06 	4.1851E+06 	4.1846E+06 	4.1972E+06 	4.1892E+06 	4.1939E+06 	
4.2040E+06 	4.1941E+06 	4.1942E+06 	4.1837E+06 	4.1902E+06 	4.1787E+06 	4.1784E+06 	4.1773E+06 	4.1814E+06 	4.1848E+06 	4.1769E+06 	4.1707E+06 	4.1678E+06 	4.1755E+06 	4.1834E+06 	4.1757E+06 	4.1756E+06 	4.1849E+06 	4.1841E+06 	4.1850E+06 	4.1699E+06 	4.1849E+06 	4.1838E+06 	4.1801E+06 	4.1814E+06 	4.1827E+06 	4.1868E+06 	4.1872E+06 	4.1785E+06 	4.1884E+06 	4.1923E+06 	4.1951E+06 	4.1881E+06 	4.1927E+06 	4.1784E+06 	4.1891E+06 	4.1738E+06 	4.1879E+06 	4.1794E+06 	4.1755E+06 	4.1811E+06 	4.1765E+06 	4.1691E+06 	4.1568E+06 	4.1688E+06 	4.1747E+06 	4.1654E+06 	4.1713E+06 	4.1702E+06 	4.1795E+06 	4.1716E+06 	4.1729E+06 	4.1665E+06 	4.1786E+06 	4.1637E+06 	4.1818E+06 	4.1804E+06 	4.1738E+06 	4.1892E+06 	4.1838E+06 	4.1769E+06 	4.1876E+06 	4.1709E+06 	4.1793E+06 	4.1812E+06 	4.1862E+06 	4.1676E+06 	4.1775E+06 	4.1736E+06 	4.1908E+06 	
