2.403449	8859200.000000
2.374308	8856911.000000
2.348459	8860670.000000
2.335947	8860025.000000
2.320471	8857189.000000
2.310922	8860575.000000
2.296598	8856717.000000
2.290012	8855840.000000
2.277500	8856251.000000
2.265811	8857950.000000
2.258237	8855655.000000
2.244572	8860551.000000
2.233047	8859546.000000
2.225639	8856274.000000
2.211974	8858694.000000
2.204565	8856984.000000
2.193205	8859256.000000
2.184314	8857110.000000
2.171472	8858138.000000
2.160936	8857357.000000
2.152539	8856493.000000
2.140356	8853962.000000
2.128996	8857660.000000
2.121422	8857500.000000
2.109898	8852018.000000
2.101995	8853832.000000
2.090141	8856403.000000
2.082567	8855267.000000
2.069890	8854264.000000
2.058530	8852147.000000
2.050957	8852967.000000
2.038280	8849204.000000
2.027413	8854172.000000
2.019346	8852649.000000
2.006834	8850986.000000
2.000577	8853839.000000
1.989053	8849648.000000
1.978845	8849995.000000
1.967649	8850195.000000
1.957113	8847844.000000
1.949539	8853006.000000
1.935545	8852425.000000
1.925337	8847391.000000
1.919246	8848755.000000
1.906239	8840397.000000
1.898666	8845345.000000
1.886647	8845563.000000
1.874628	8843921.000000
1.866561	8840788.000000
1.855530	8839163.000000
1.848286	8843119.000000
1.837420	8841054.000000
1.824907	8837878.000000
1.818322	8838628.000000
1.805809	8841989.000000
1.798894	8836064.000000
1.786546	8841504.000000
1.774857	8837451.000000
1.766954	8840701.000000
1.755430	8837091.000000
1.746868	8834548.000000
1.735508	8834209.000000
1.724148	8830332.000000
1.717563	8826104.000000
1.704721	8825032.000000
1.698464	8818637.000000
1.685787	8814253.000000
1.674427	8810724.000000
1.666689	8806411.000000
1.655329	8804418.000000
1.647426	8800275.000000
1.635901	8798444.000000
1.624377	8798333.000000
1.616309	8797509.000000
1.604455	8802674.000000
1.596223	8803942.000000
1.585193	8808149.000000
1.574326	8810751.000000
1.565930	8813732.000000
1.554734	8821001.000000
1.546832	8820148.000000
1.534978	8822907.000000
1.522959	8823709.000000
1.516044	8828195.000000
1.503531	8826107.000000
1.496946	8824080.000000
1.485915	8824399.000000
1.473238	8825299.000000
1.466488	8824966.000000
1.454633	8824014.000000
1.446566	8821005.000000
1.435206	8825086.000000
1.423023	8824499.000000
1.415779	8822412.000000
1.404089	8822415.000000
1.396680	8820450.000000
1.384991	8817866.000000
1.373795	8818616.000000
1.364905	8821821.000000
1.354697	8816381.000000
1.346959	8817225.000000
1.334941	8817661.000000
1.323087	8815626.000000
1.316501	8815740.000000
1.303494	8812391.000000
1.295921	8816661.000000
1.284561	8814761.000000
1.272707	8813854.000000
1.265627	8811216.000000
1.253609	8808654.000000
1.246694	8810410.000000
1.235334	8809019.000000
